date,strategy_xs_r,low_risk,momentum,quality,size,value,spx,acc_rate,rebal
2000-12-29,-0.00025,0.018456895354077,-0.0056694250391334,-0.0077677885067031,0.0210434199341207,0.0150856765133671,-0.0105174964898343,0.00025,True
2001-01-02,-0.02854859183673582,0.0486668575517064,0.0089285402463176,0.0006222253917792,0.0272777208243901,0.0485867477686056,-0.0283208215092421,0.00026,False
2001-01-03,0.060729495592648654,-0.0938381592850929,-0.0886027260453999,0.0086594535733088,-0.0098684029662597,-0.0572664319483201,0.0500263540711532,0.00026,False
2001-01-04,-0.013493024024721485,0.0009840610505919,-0.0363888234965143,-0.0010173388623904,0.0300918353242233,0.0204679355627125,-0.0106246280520183,0.00026,False
2001-01-05,-0.03064841665991543,0.040627634976891,0.0243623158870352,0.0018287237739834,0.0091149819628361,0.034111759858151,-0.0263145910103783,0.00026,False
2001-01-08,0.0016406844913254106,0.014365036798329,0.0089942976876794,0.0048286833685289,-0.0031389151551409,0.0163136750218485,-0.0021344854366439,0.00026,False
2001-01-09,0.005403686043983596,-0.0191302966361966,-0.0178407603252792,-0.0027907700001949,0.0059229343457909,-0.0154543743439674,0.0037399179781081,0.00026,False
2001-01-10,0.014050975868883969,-0.0348619525964761,-0.0213022877972525,-0.0058886503885539,-0.0027159790433016,-0.027671134939599,0.0095141861418615,0.00026,False
2001-01-11,0.012874307269611512,-0.0520592477367208,-0.0474824514317777,0.0009419535221178,0.0105756850735481,-0.0408538536038334,0.0102455342178091,0.00026,False
2001-01-12,-0.0033448733142700977,-0.0110942483765252,-0.0122588713313149,-0.0019728203762418,0.0137583145485002,-0.0114364115125139,-0.0064785169720752,0.00026,False
2001-01-16,0.004960824230782295,0.0068154301169817,0.0022456263051773,-0.0053901418975163,0.0144648919948591,0.004504698899483,0.0060297590873233,0.00026,False
2001-01-17,0.004948497169920001,-0.0230277770227203,-0.0246851616161479,0.0037300187730593,0.0039487602561813,-0.0146043888301995,0.0020534326226877,0.00026,False
2001-01-18,0.012311155923185806,-0.0167357345112595,-0.0190331030020473,0.008061283979083,0.0032628298935377,-0.0121150613653607,0.0138430974164307,0.00026,False
2001-01-19,-0.005132726988055853,-0.0049339289711851,-0.0063250412003292,-0.0058278650079309,0.0045888975354623,-0.0060528997801174,-0.00410050178334,0.00026,False
2001-01-22,-0.003938009733740217,0.0083876493028394,0.0168218182125194,-0.0009481766246704,-0.0017955979787065,0.0076091710431764,5.1481768389292654e-05,0.00026,False
2001-01-23,0.009609439483735088,-0.0216284098369828,-0.0037944935958998,-0.001021677134509,-0.0073143044713889,-0.0178878706771272,0.0129592767724906,0.00026,False
2001-01-24,0.00379415005784171,-0.006510945715123,-0.0054758412165793,-0.0056483640751954,0.0027323546872213,-0.0048814170978476,0.0027945816589891,0.00026,False
2001-01-25,-0.008737443489768088,0.0285529626552774,0.0243192429843027,0.0018016809030631,-0.0011505589884983,0.0244901197238775,-0.0050491334587537,0.00026,False
2001-01-26,-0.0011357175167173337,-0.0050549400551882,0.0018160721291875,-0.0023098250492726,-0.0017451698882246,-0.0060146808171936,-0.0019580278516466,0.00026,False
2001-01-29,0.0075131256987148,-0.0162072602104743,-0.0149767826328394,0.0013252483993547,0.0015582805596954,-0.0079367394063841,0.0065880124727849,0.00026,False
2001-01-30,0.006748309527770651,7.29731827212e-05,-0.0073233941042455,-0.0001889031301557,0.0045283261112002,0.0035514376027994,0.0069357020100948,0.00026,False
2001-01-31,-0.009381437441380164,0.0112755064562508,-0.0001035948893837,0.0056978527479939,0.0066508857651979,0.0113446164412914,-0.0056919582693348,0.00026,True
