permno
10078
10104
10107
10145
10147
10161
10225
10324
10401
10516
10604
10696
10890
10989
11042
11081
11260
11308
11404
11471
11552
11626
11690
11703
11754
11850
11955
11990
11997
12052
12060
12079
12308
12369
12490
12558
12570
12591
12622
12749
13047
13100
13303
13356
13407
13447
13511
13598
13688
13696
13721
13788
13856
13901
13928
14008
14040
14090
14218
14250
14322
14357
14525
14541
14542
14592
14593
14656
14702
14714
14736
14760
14891
15069
15077
15368
15408
15488
15560
15579
15659
15667
15720
15826
15966
16109
16360
16424
16432
16595
16678
16851
17005
17144
17478
17566
17750
17778
17830
17953
18163
18312
18374
18382
18403
18411
18484
18542
18550
18576
18726
18729
18948
19254
19350
19393
19414
19502
19537
19553
19561
19596
19654
19676
19751
19788
20124
20482
20626
20682
20730
20853
20894
21004
21178
21207
21371
21450
21573
21709
21768
21776
21936
21979
21995
22103
22111
22265
22293
22509
22592
22752
22779
22840
23077
23317
23341
23712
23819
23915
24010
24046
24109
24205
24563
24571
24643
24678
24715
24766
24878
24942
25005
25013
25320
25487
25769
25778
25785
26294
26382
26390
26403
26542
26550
26681
26710
26729
26825
27051
27086
27190
27596
27828
27887
27940
27959
27983
28134
28222
28345
28353
28425
28484
30330
31288
32475
33056
33814
34323
34383
34746
34833
35211
36127
36468
36469
36505
36679
37584
38156
38551
38703
39087
39335
39490
39570
39642
39896
39917
40010
40416
40483
40539
40635
41443
41523
41718
42833
43123
43449
43610
43916
44644
45065
45241
45604
45751
46391
46682
46703
46850
46886
47079
47159
47300
47626
47837
47896
47941
48071
48397
48486
48506
48653
48725
49154
49606
49656
49680
50024
50032
50227
50404
50876
50906
51043
51553
51561
52038
52337
52919
53613
53786
55976
56232
56274
56450
56485
56573
57381
57665
57904
58827
58990
59010
59176
59184
59192
59221
59328
59408
59459
60097
60442
60628
60839
60871
61065
61241
61399
61604
61962
61970
62092
62148
62252
62877
63255
64186
64282
64311
64390
64936
65138
65816
65859
65875
65883
66018
66026
66069
66093
66122
66157
66181
66325
66800
66931
68144
68347
69032
69585
70332
70519
70578
71563
72726
73139
75030
75034
75186
75257
75333
75510
75607
75646
75789
75825
76076
76129
76149
76171
76226
76557
76597
76614
76624
76712
76744
76841
77178
77274
77284
77357
77418
77481
77546
77605
77606
77668
77702
77768
78840
78877
78975
79212
79323
79678
79879
80055
80094
80114
80599
81055
81061
81188
81509
81593
81774
82309
82598
82647
82775
82800
83332
83386
83435
83440
83443
83596
83693
84005
84032
84381
84519
84721
84788
85032
85269
85348
85753
85914
85963
85991
86356
86414
86580
86746
86783
86868
86927
86946
86979
87013
87031
87055
87137
87167
87267
87299
87343
87432
87447
87800
87842
88352
88360
88388
88430
88668
88845
89001
89003
89006
89130
89179
89258
89393
89525
89565
89626
89757
89813
89954
90215
90319
90386
90441
90505
90609
91063
91068
91233
91883
91937
92108
92221
92602
92611
92618
92655
93002
93436
