date,low_risk,momentum,quality,size,value,spx
1980-01-02,0.015974561905631,-0.0119262903691923,-0.0045858083511501,0.0059686691728118,0.0106668362090916,-0.02019640541041312
1980-01-03,0.001756210683545,-0.0035257997000992,-0.0034995225701327,-0.0040500052319806,0.002117300187774,-0.00510590015128598
1980-01-04,-0.0131271201223117,0.0065038045952946,-0.0001109369960394,0.0014862360091729,-0.0055765674005738,0.012355065576886481
1980-01-07,-0.0034283008904633,0.0047511442527715,-0.0002792080327232,0.0007975614842533,-0.0017882343779894,0.002722493428464201
1980-01-08,-0.0064391583596087,0.0021840373319994,0.0023058833055916,0.0003851716769938,-0.0026783356905354,0.020035577193146636
1980-01-09,0.0030632024885153,-0.0006717027625028,0.0017083776406088,0.0016947523292429,0.0005549818042668,0.0009178522257915489
1980-01-10,-0.0063740697020465,0.0039642075980909,0.0011639826367089,0.0017168427486114,-0.00330586800025,0.007702888583218659
1980-01-11,-0.0020838855683925,0.0045913284237418,-0.0012856975350707,0.0011197003390294,-7.48087498492e-05,0.00027300027300025675
1980-01-14,-0.0005236706264738,0.003117222270906,-0.0003911053612046,0.0046420317955293,0.0008711250868277,0.004184861717612787
1980-01-15,-0.0013642907382442,0.0025760534646969,0.0008477387252068,-0.0009914070434406,-0.0013698017532026,0.006885305308932832
1980-01-16,-0.0011360329595672,0.0025931526575037,0.0016866297081716,0.0012296850454345,-0.0016815034553454,-0.0008097894547417495
1980-01-17,-0.0029824366585586,0.0030005750426168,-0.0026209921163649,0.0025664518317048,-0.0002477292273215,-0.0031517334533993635
1980-01-18,-0.002258668896573,-0.0001033822276742,0.0004462558618744,0.0001313897541406,6.54843617018e-05,0.0033423667570007254
1980-01-21,-0.0059128129513898,0.0063062813058453,0.0007495057051496,-0.0030562112847728,-0.0025015354217095,0.00927343116953283
1980-01-22,0.0055010038393837,-0.0024485345436765,0.0007199702683671,0.0013798948007728,0.00289561685288,-0.0052631578947367474
1980-01-23,-0.0085760739189954,0.0079506016915336,0.001104715670734,-0.0044002477461274,-0.0044632453137234,0.017307864765491843
1980-01-24,-0.000256980896581,0.0045275113595608,0.0011686762165882,-0.0014152317654404,-0.0020855493373349,0.0022919605077573735
1980-01-25,-0.0052084134752674,0.0058072672481571,0.0001353435754336,-0.0006990396339472,-0.0031485315328392,-0.0007915567282321678
1980-01-28,-0.0066237338308214,0.0103641691647198,0.0041077041142287,-0.004035265184971,-0.0050832085772235,0.010914532171463653
1980-01-29,0.00110496752751,0.0024345371614441,-0.0005574405698376,9.09330890225e-05,0.0010582023310396,-0.006791467131040507
1980-01-30,-0.0083805118972166,0.0101542251877323,2.07285797329e-05,-0.0037668542237449,-0.0039424687216484,0.009906197948628126
1980-01-31,0.0035667955682603,-0.0007076900962195,5.5222847428198e-06,0.0023491960867682,-5.2341951402e-05,-0.009027777777777857
1980-02-01,-0.004401649384773,0.0025279759606877,-0.0011512787628584,-0.0001801775190095,-0.0003882722564686,0.008409250175192673
1980-02-04,0.0046198445982037,-0.0024744528708681,-0.0013481945660835,0.0038682130770654,0.0015075440762496,-0.0065149409312021955
1980-02-05,-0.005408079182153,0.0012427488914054,-0.0001105695477335,3.48143882641e-05,-0.0023491759862623,0.002535629972894915
1980-02-06,-0.0049131569185741,0.0100741895270175,0.000154896897924,-0.0046163895058641,-0.0032683875080051,0.009244723530437815
1980-02-07,-0.0064536506085745,0.0132254112184039,0.0004863018570403,-0.0026157087448562,-0.0044322893166368,0.004839267196681707
1980-02-08,-0.0077861698827389,0.0159176287542988,-0.0035518877174174,-0.0086577758831602,-0.0049519715269876,0.014361885104919203
1980-02-11,0.0045217073309767,0.0004837951676958,0.0016015739024856,-0.0001093836818919,0.0007257706650372,-0.007036880033912674
1980-02-12,-0.0057446111221984,-0.0001975572538183,0.0010638294823244,-0.0017036365207579,-0.0003198363256767,0.006659836065573854
1980-02-13,0.0030669817426258,0.0005665990357245,0.002451834519526,-0.0008144585874331,0.0004292804191537,0.004580152671755711
1980-02-14,0.0100970120273011,-0.0106615665383598,0.0004115086506667,0.0053799088139572,0.0052630562808379,-0.014522120905099634
1980-02-15,-0.0016340904674154,-0.0028802288095162,0.0004226708512338,0.0031702340069943,-0.001197744175302,-0.011223440712817001
1980-02-19,-0.0031623273517487,0.0044123684610111,0.0013242283828121,0.0004018393916501,-0.0017137440579806,-0.007018455939693302
1980-02-20,-0.0123567001377264,0.0160231601066497,0.0006751809989185,-0.00839418462632,-0.0074199623281223,0.0163176265270506
1980-02-21,-0.0012295812695835,0.0092146156732171,0.0009639156102988,-0.0007828343219968,-0.0048014405542342,-0.010217223319309632
1980-02-22,-0.0019477145478167,0.0032708362161204,0.0013284610267079,-0.0013703730048693,-0.0020317309802868,-0.002081887578070707
1980-02-25,0.0036581165288711,-0.0046579499717919,-0.0002997869964417,0.0032938396643141,0.0009158314592754,-0.014864394993045926
1980-02-26,-0.0064302156213665,0.0072494585674771,-0.001639199936622,-0.0042115922748909,-0.0036391616444375,0.005735462807729741
1980-02-27,0.0034497653752,0.0009716450593819,-0.0004083954003655,0.0044681203824003,-2.06314296477e-05,-0.014037550447447034
1980-02-28,-0.0042627453105365,0.0018582626048876,-9.94949422744e-05,7.87771870244e-05,-0.0014230984015586,-0.00026695141484245344
1980-02-29,0.0001306474874943,-0.0019375038103423,-0.0023409539341044,-0.0031841188657704,-0.0004894151633333,0.011659991099243427
1980-03-03,0.0045301876930393,-0.000132102533379,-0.0003255810016476,0.0012812724461114,0.0023512940164881,-0.010205877177547062
1980-03-04,-0.0026147803898026,0.0027296822155966,0.0022042536928702,-0.0051784245707784,0.0001512870372648,0.002488888888888985
1980-03-05,0.0057787181127317,0.0030844839697477,0.0016628268905018,-0.0006935919827759,0.0015357424034737,-0.014630253591062292
1980-03-06,0.0112257671659411,-0.0150961360312025,0.0008475003841019,0.0016289841884904,0.0070462908118072,-0.02231620624493824
1980-03-07,0.0083346565758954,-0.0136057066344326,0.0003469157829197,0.0023620181187732,0.0047288114975471,-0.0161067648412333
1980-03-10,0.0164173483426963,-0.0203794224028176,0.0002824647498068,-0.0016538205279582,0.0108044569262855,-0.0036482694106642066
1980-03-11,-0.003485936100727,0.0005878073814525,-0.0041162610758969,-0.002535247293448,-0.0029491179666314,0.011923763026945755
1980-03-12,-0.0006153846512384,0.0007825344723434,-0.0011665564553915,0.003245888149573,-0.0022036716482442,-0.00844312488402299
1980-03-13,0.006695479908325,-0.0074346526011548,-0.0003741668107036,0.0049084842015415,0.0023003209979992,-0.011696453635257842
1980-03-14,0.0051581201229637,-0.0079361196182038,-0.0021334186195125,-0.0003569809124499,0.0049633133708971,-0.0017989017231584414
1980-03-17,0.0263816096418072,-0.0282476943803819,0.0023398514260331,0.0057831138008578,0.0149047494925093,-0.030067343260931412
1980-03-18,-0.006780765349151,0.006313443775591,-0.0022605751689491,-0.0138001944974627,-0.0035838149402756,0.017993350283590726
1980-03-19,-0.0074198573436857,0.0131294065206146,-0.0010338449078052,-0.0005847124655173,-0.0076233135974541,0.002017291066282567
1980-03-20,0.0029580840927647,-0.0018007408252821,-0.0015137224380849,0.0032952869082933,-0.0001328571154109,-0.011408302176205476
1980-03-21,0.0022068657540215,-0.0015950816996265,-0.0003426345113388,0.0023887114960497,0.0015375508983791,-0.007854926299456944
1980-03-24,0.0221175104134133,-0.0181678854428537,0.0021549481316045,0.0024555146413086,0.0114319196511289,-0.029615873326165554
1980-03-25,0.0077533638340119,-0.0081478754871543,0.0012574845858927,-0.0072334960555976,0.0055738188781894,-0.0009065269943594467
1980-03-26,0.0115091886549342,-0.0097964290524716,0.0031200805833618,0.0029542282631695,0.0059012599071402,-0.005141647343482103
1980-03-27,0.0313085439150584,-0.0272330003381262,0.0064004147415161,-0.0188144051179922,0.0182259073421981,-0.00466153222537502
1980-03-28,-0.0332079411990966,0.024922485460165,-0.0024679488606066,0.0031575234872309,-0.0211238627900777,0.02504581551618834
1980-03-31,-0.0034027073865058,0.0030894050457972,-0.0012526760613283,-0.0022439355537912,-0.0020992634840612,0.014004767580452882
1980-04-01,0.0002986713406281,-0.0018414153876745,-0.002655308697242,0.0014308381235754,-0.001809636949199,0.0008815750808111034
1980-04-02,-0.0020909533934913,-0.0032416963942373,-0.0052698439349915,0.0012217438434623,-0.0016959441150052,0.004893325504012447
1980-04-03,0.005036497150668,-0.0036611696828118,-0.0014472865312708,0.0022564057961214,0.0011485636748392,-0.005161667315933038
1980-04-07,0.0150343534874104,-0.0072128807422853,-0.0011616681631091,0.0033170221827548,0.0071957383586897,-0.019187469407733748
1980-04-08,-0.0102275145677007,0.0053247516102405,-0.0024422898503098,-0.0064396731936285,-0.0043079870169623,0.01008084639185558
1980-04-09,-0.0080771219040141,0.006710103602423,-0.0028834862896399,-0.0053873008229588,-0.0051751673535403,0.018873517786561322
1980-04-10,-0.0022226742418689,0.0008958886905203,-0.0079764354180221,0.0022912185941656,-0.0012618814830507,0.00940742895936375
1980-04-11,0.004710987194472,-0.0024057592787885,-0.0025817737586229,0.005097188733627,0.0021853313176364,-0.002786318216756234
1980-04-14,0.004908681809701,-0.0015449475656399,-0.0003270728334701,0.0014131988920619,0.0018491438819694,-0.009153097600924975
1980-04-15,0.003039876375161,-0.001059861599334,0.00040205645084,1.37584809449e-05,0.0002320146817317,-0.0020420070011669678
1980-04-16,0.0149053284272386,-0.0108763670477671,-0.005792294550103,0.0056495195354775,0.0068556152974811,-0.010620676215531422
1980-04-17,0.0054268306409061,-0.0074321608344129,-0.0039802168007428,0.000491954655001,0.0031118817778457,-0.004825684459326518
1980-04-18,0.0013303838815764,-0.0056562877082148,-0.0024032121068015,0.0024973363247523,0.0014376828519716,-0.004948045522018774
1980-04-21,0.0082593317563593,-0.0056343793247945,-0.0008141341714139,0.0009698145140578,0.0030551018920579,-0.0074589756340128766
1980-04-22,-0.0265798113103839,0.0177801705137227,0.0044301387847651,-0.0087710196643131,-0.0118874584158446,0.03637274549098213
1980-04-23,-0.0016701029182914,0.0014347636007946,0.0003411729329126,0.0021398470746435,-0.0013872548722587,0.0029005124238614677
1980-04-24,-0.0078522437340299,0.0020905495059157,-0.0003446056463563,-0.0020522504169576,-0.005193803403421,0.00645907644847199
1980-04-25,-0.0028184522479872,0.0036580367289464,0.0016940754092998,-0.0043494554097185,-0.0018711126625247,0.0072796934865899665
1980-04-28,0.0023606714345381,6.42022745825e-05,0.0012491295406304,0.0008785203308854,0.0009846684686272,0.004564473183719997
1980-04-29,-0.0012729361751439,0.0027098739358869,-7.97090740083639e-06,0.0011470083524063,-0.0001771761961304,0.0020825444907230928
1980-04-30,0.0010304452051078,-0.0025087662364155,0.0007489568686153,-0.000464383729472,0.0016119162180285,0.004061968637823599
1980-05-01,0.0061361989768828,-0.0031291357546178,-6.11122555257751e-06,0.0034998610928472,0.0023079016371254,-0.007808824912974077
1980-05-02,-0.0025169055120639,-0.0012444108312039,-0.0018425155022392,-0.0011811759002838,-2.35789725155978e-06,0.0011378721790251678
1980-05-05,-0.0004974258672986,-0.0027841222027215,-0.0041483709364284,-0.0011815246838032,0.0022514063875627,0.007577192650123132
1980-05-06,0.0076488773709261,-0.0053860687068177,-0.0020479641512051,0.0035970857612036,0.0036287869119666,-0.00122203421695799
1980-05-07,0.0049327729185838,-0.0089128449819397,-0.0050491461262553,0.0037494718530314,0.0063378096382282,0.00875294117647063
1980-05-08,0.0052384801271164,-0.0061904895354979,0.0001489329001757,0.0063664277404443,0.0050556716327634,-0.009796603844000829
1980-05-09,0.0021016894021367,-0.0042980017243625,-0.0004131433737904,0.0060783810820441,0.0017670049200878,-0.01328559314048805
1980-05-12,-0.0018835031945096,-0.0030495349183684,-0.0007901960250676,0.0007415694136258,0.0019171767460339,0.0005729564553094146
1980-05-13,-0.0058772544729365,0.0012070608946346,0.0014080690713905,-0.0026262595268213,-0.0018442790995267,0.014506585226188085
1980-05-14,-0.0037541668415897,0.0014950523615244,0.002012406987526,-0.0028594807725032,-0.001395810355308,0.005174035747883332
1980-05-15,-0.0010711263724752,-0.0019639498336378,0.0020148131500906,0.0009203277358081,8.74019176144121e-06,0.001310248011230808
1980-05-16,-0.0036448575865236,0.0015375072579129,0.0027896397012792,0.0004747336155805,-0.0024856278361771,0.0033648004486399596
1980-05-19,-0.0017962116889175,0.0021500556838931,0.0038825658595135,0.0001130451725844,-0.0015433708928429,0.0029809035863996858
1980-05-20,-0.0010171522601447,0.0014059224201407,0.0012210803959218,0.0008752331237089,0.0005537754264509,-0.0004643819076808331
1980-05-21,-0.0026729605964634,0.0033489825916187,-0.0008070483703257,-0.0008726006110881,-0.0007894833732718,0.0009291953168555356
1980-05-22,-0.0032229365598487,0.0023084242163617,0.0031939721122925,-0.0034874461323573,0.0002666941566527,0.01197549201633863
1980-05-23,-0.0020599847838894,0.0013364512550321,0.0023301101526927,-0.0034374785850456,-0.0001942809556945,0.014769287221355842
1980-05-27,-0.002263900977032,0.0015771792479788,0.000668494926293,-0.0025051893487891,-0.0016046469813265,0.007051166154402377
1980-05-28,-0.003348546982526,0.0027047679497804,-0.0002598521791401,-0.0023913004068148,-0.0016749888582329,0.005924596050269182
1980-05-29,0.0064102931843876,-0.0033258479960843,-0.0001417359886559,0.0054092605135085,0.0011537087642218,-0.01597358557915407
1980-05-30,-0.0064558871834725,0.0023904278233346,0.0009300222953727,-0.0036928534259272,-0.0010428463213375,0.008796590187720943
1980-06-02,-0.0042202966551038,0.0011312435291104,0.001099014492662,-0.0006917603694274,-0.0015071630264047,-0.004314994606256617
1980-06-03,-0.0006829324289428,0.0025363782605566,0.0004373978064274,0.0009273208737101,-0.0008314977448519,-0.002257132538822648
1980-06-04,-0.0067186494141098,0.0025523083890109,0.0028788614670811,-0.0073346931182514,-0.0055965572950314,0.019002805176002058
1980-06-05,0.0026872497175155,-0.0002388685097462,-0.0009189944513275,-0.0010990844944647,0.0012517403839306,0.0015096350235326295
1980-06-06,-0.0024954917205819,0.0034524775856795,-0.0013224869732966,-0.0008537984827531,-0.0031589577487999,0.0037240645504521552
1980-06-09,-0.0009466251991799,0.0017589659379477,0.0010104756069557,-0.0024453849362531,-0.000446844786242,0.004505300353356834
1980-06-10,-0.0006572935632376,0.0007682783058092,0.0003325455538357,-0.0032828893872987,-0.0009311984150337,0.008354586228124239
1980-06-11,-0.000942508955425,0.0021509043017931,0.0001019398752434,-0.0034816669723305,-0.0026392580656802,0.011861154718297628
1980-06-12,0.0024901321522885,-0.0010458936260487,-0.0023895500941405,0.0008476518377432,-0.000235640832839,-0.004309601792794382
1980-06-13,0.0010846746486067,-0.0010520528301463,-0.0051496151605255,0.0028109991710181,0.0005005258595429,0.0025103878116343736
1980-06-16,0.0029777041643948,-0.0005114457323621,-0.0002015570262363,0.0001545267432631,0.0005849010604617,0.0024177532164753046
1980-06-17,0.0021713699371712,0.0022883998958612,-1.30267390424014e-06,-0.000638466764006,-0.0006188840409646,-0.0005168403824619139
1980-06-18,-0.0006483925145442,0.0015188092943001,-0.0016226462727394,-0.000803539585294,-0.0009546361280758,0.0019822459708696005
1980-06-19,0.0044945935804093,-0.0012787350938371,-0.0015694470014496,0.004379006322936,0.0015412359014017,-0.01376225701014977
1980-06-20,-0.001943883647358,-0.0019753706872381,-0.0023246525965802,0.0032878847317455,0.0003475880903938,-0.005232862375719516
1980-06-23,-0.0035691433495566,0.0002518556616866,0.0002958110990852,0.0002462901864005,-0.0010727749078547,0.003945291951604535
