date,vol,naive_vol,l_shrinkage
2011-06-10,0.083295,0.084671,0.0
2011-06-13,0.081880,0.083602,0.0
2011-06-14,0.080255,0.081785,0.0
2011-06-15,0.073206,0.074342,0.0
2011-06-16,0.070391,0.071188,0.0
2011-06-17,0.076147,0.077929,0.0
2011-06-20,0.078981,0.080788,0.0
2011-06-21,0.078956,0.080550,0.0
2011-06-22,0.082278,0.083838,0.0
2011-06-23,0.077647,0.078663,0.0
2011-06-24,0.083090,0.083578,0.0
2011-06-27,0.082073,0.082784,0.0
2011-06-28,0.090954,0.091282,0.0
2011-06-29,0.090494,0.090550,0.0
2011-06-30,0.088646,0.089094,0.0
2011-07-01,0.083886,0.084036,0.15
2011-07-05,0.090646,0.090653,0.1
2011-07-06,0.089129,0.089149,0.1
2011-07-07,0.129101,0.131132,0.0
2011-07-08,0.142612,0.143972,0.0
2011-07-11,0.196933,0.200307,0.0
2011-07-12,0.225074,0.229986,0.0
2011-07-13,0.238011,0.243858,0.0
2011-07-14,0.270913,0.277760,0.0
2011-07-15,0.269404,0.277205,0.0
2011-07-18,0.273213,0.281899,0.0
2011-07-19,0.269562,0.278286,0.0
2011-07-20,0.268718,0.278177,0.0
2011-07-21,0.271511,0.280500,0.0
2011-07-22,0.269244,0.278657,0.0
2011-07-25,0.267771,0.278170,0.0
2011-07-26,0.279587,0.288159,0.0
2011-07-27,0.280286,0.288900,0.0
2011-07-28,0.283955,0.292480,0.0
2011-07-29,0.283405,0.291555,0.0
2011-08-01,0.288804,0.298486,0.0
2011-08-02,0.276504,0.289878,0.0
2011-08-03,0.275544,0.289018,0.0
2011-08-04,0.260226,0.271730,0.0
2011-08-05,0.245526,0.261306,0.0
2011-08-08,0.200105,0.216398,0.0
2011-08-09,0.182329,0.193286,0.0
2011-08-10,0.165507,0.169499,0.0
2011-08-11,0.142756,0.145547,0.0
2011-08-12,0.141827,0.144287,0.0
2011-08-15,0.130393,0.136057,0.0
2011-08-16,0.133152,0.138509,0.0
2011-08-17,0.136050,0.141965,0.0
2011-08-18,0.128935,0.134103,0.0
2011-08-19,0.128195,0.133975,0.0
2011-08-22,0.127326,0.133249,0.0
2011-08-23,0.129985,0.133886,0.0
2011-08-24,0.133427,0.134713,0.0
2011-08-25,0.129394,0.129661,0.0
2011-08-26,0.135148,0.137483,0.0
2011-08-29,0.129873,0.129662,0.06
2011-08-30,0.131735,0.133242,0.0
2011-08-31,0.135685,0.137027,0.01
2011-09-01,0.136958,0.138785,0.0
2011-09-02,0.138638,0.139906,0.0
2011-09-06,0.138061,0.139727,0.0
2011-09-07,0.136925,0.136752,0.0
2011-09-08,0.142677,0.142669,0.1
2011-09-09,0.126116,0.126078,0.1
2011-09-12,0.133837,0.134187,0.0
2011-09-13,0.134761,0.135010,0.0
2011-09-14,0.133622,0.133438,0.0
2011-09-15,0.130661,0.130707,0.1
2011-09-16,0.129537,0.131491,0.0
2011-09-19,0.128912,0.131883,0.0
2011-09-20,0.128249,0.132207,0.0
2011-09-21,0.119088,0.124503,0.0
2011-09-22,0.105621,0.114544,0.0
2011-09-23,0.114062,0.121660,0.0
2011-09-26,0.114266,0.118934,0.0
2011-09-27,0.118763,0.123318,0.0
2011-09-28,0.114376,0.116831,0.0
2011-09-29,0.116000,0.118101,0.03
2011-09-30,0.112448,0.116267,0.01
2011-10-03,0.111339,0.114835,0.0
2011-10-04,0.118671,0.122553,0.01
2011-10-05,0.119848,0.123435,0.0
2011-10-06,0.114558,0.118507,0.0
2011-10-07,0.113539,0.118080,0.0
2011-10-10,0.109390,0.112449,0.0
2011-10-11,0.110572,0.112783,0.0
2011-10-12,0.129736,0.133316,0.0
2011-10-13,0.130949,0.134744,0.0
2011-10-14,0.131837,0.134949,0.0
2011-10-17,0.139401,0.141473,0.0
2011-10-18,0.138610,0.140152,0.0
2011-10-19,0.143479,0.144991,0.0
2011-10-20,0.143614,0.146358,0.0
2011-10-21,0.134437,0.137161,0.0
2011-10-24,0.134366,0.137397,0.0
2011-10-25,0.134007,0.136459,0.0
2011-10-26,0.137527,0.140124,0.0
2011-10-27,0.134475,0.135279,0.0
2011-10-28,0.136524,0.138620,0.0
2011-10-31,0.139698,0.140760,0.05
2011-11-01,0.150643,0.155672,0.0
2011-11-02,0.147781,0.153647,0.0
2011-11-03,0.149213,0.153764,0.0
2011-11-04,0.153401,0.155253,0.0
2011-11-07,0.148590,0.150558,0.0
2011-11-08,0.147276,0.149062,0.0
2011-11-09,0.132321,0.134513,0.03
2011-11-10,0.134314,0.136723,0.0
2011-11-11,0.133665,0.136065,0.0
2011-11-14,0.132225,0.134958,0.0
2011-11-15,0.132954,0.135369,0.0
2011-11-16,0.129779,0.132194,0.0
2011-11-17,0.128104,0.130252,0.02
2011-11-18,0.129440,0.131574,0.01
2011-11-21,0.134585,0.137066,0.0
2011-11-22,0.135283,0.137776,0.0
2011-11-23,0.125288,0.127721,0.03
2011-11-25,0.125525,0.127827,0.01
2011-11-28,0.124653,0.126600,0.03
2011-11-29,0.125892,0.128019,0.01
2011-11-30,0.106109,0.106508,0.15
2011-12-01,0.108486,0.109059,0.19
2011-12-02,0.111835,0.113117,0.24
2011-12-05,0.109531,0.109851,0.21
2011-12-06,0.108988,0.109283,0.18
2011-12-07,0.109909,0.110308,0.18
2011-12-08,0.105549,0.105925,0.2
2011-12-09,0.101386,0.101280,0.2
2011-12-12,0.096408,0.096039,0.2
2011-12-13,0.094165,0.093247,0.14
2011-12-14,0.093007,0.092166,0.14
2011-12-15,0.089008,0.088175,0.14
2011-12-16,0.089566,0.088330,0.16
2011-12-19,0.087627,0.086656,0.15
2011-12-20,0.069711,0.070546,0.74
2011-12-21,0.061168,0.062441,0.73
2011-12-22,0.062948,0.068432,0.75
2011-12-23,0.067504,0.069129,0.49
2011-12-27,0.066989,0.067832,0.49
2011-12-28,0.065148,0.066972,0.83
2011-12-29,0.060715,0.063785,0.82
2011-12-30,0.057462,0.061388,0.83
2012-01-03,0.055403,0.054879,0.15
2012-01-04,0.055202,0.054481,0.15
2012-01-05,0.054976,0.054512,0.14
2012-01-06,0.054377,0.054350,0.1
2012-01-09,0.051860,0.052204,0.08
2012-01-10,0.052255,0.052243,0.1
2012-01-11,0.052917,0.052111,0.15
2012-01-12,0.053394,0.052918,0.14
2012-01-13,0.053460,0.053015,0.15
2012-01-17,0.055304,0.054934,0.15
2012-01-18,0.052098,0.052121,0.12
2012-01-19,0.053932,0.053782,0.14
2012-01-20,0.054365,0.054119,0.15
2012-01-23,0.054878,0.055234,0.15
2012-01-24,0.048893,0.049032,0.17
2012-01-25,0.045516,0.046867,0.24
2012-01-26,0.045598,0.046867,0.25
2012-01-27,0.041443,0.043392,0.26
2012-01-30,0.041142,0.044347,0.29
2012-01-31,0.038400,0.043955,0.59
2012-02-01,0.039726,0.042595,0.28
2012-02-02,0.036281,0.042753,0.57
2012-02-03,0.035926,0.043659,0.61
2012-02-06,0.043572,0.044252,0.17
2012-02-07,0.044491,0.045640,0.17
2012-02-08,0.043282,0.044474,0.19
2012-02-09,0.043231,0.044635,0.2
2012-02-10,0.041965,0.043079,0.23
2012-02-13,0.042281,0.043230,0.21
2012-02-14,0.045578,0.046109,0.21
2012-02-15,0.045496,0.045817,0.2
2012-02-16,0.046243,0.047821,0.26
2012-02-17,0.046318,0.047511,0.25
2012-02-21,0.044071,0.043691,0.15
2012-02-22,0.044656,0.044340,0.14
2012-02-23,0.038746,0.038723,0.15
2012-02-24,0.038645,0.038617,0.16
2012-02-27,0.044963,0.045063,0.15
2012-02-28,0.044008,0.044018,0.15
2012-02-29,0.044829,0.044842,0.16
2012-03-01,0.044825,0.044807,0.15
2012-03-02,0.046408,0.046094,0.15
2012-03-05,0.050007,0.049624,0.16
2012-03-06,0.046834,0.047997,0.28
2012-03-07,0.050212,0.050739,0.25
2012-03-08,0.051389,0.051753,0.26
2012-03-09,0.055799,0.055884,0.21
2012-03-12,0.057850,0.057294,0.15
2012-03-13,0.058483,0.057957,0.15
2012-03-14,0.059262,0.058874,0.13
2012-03-15,0.059244,0.058874,0.13
2012-03-16,0.059706,0.059778,0.09
2012-03-19,0.063365,0.064362,0.0
2012-03-20,0.063469,0.064387,0.0
2012-03-21,0.062473,0.063912,0.0
2012-03-22,0.063941,0.065624,0.0
2012-03-23,0.087452,0.088795,0.2
2012-03-26,0.085299,0.086123,0.16
2012-03-27,0.085477,0.086633,0.44
2012-03-28,0.089932,0.090852,0.32
2012-03-29,0.090020,0.090956,0.33
2012-03-30,0.089502,0.090599,0.34
2012-04-02,0.087052,0.087551,0.15
2012-04-03,0.087067,0.087687,0.15
2012-04-04,0.086211,0.086978,0.18
2012-04-05,0.086777,0.087729,0.28
2012-04-09,0.084474,0.085459,0.16
2012-04-10,0.077979,0.082234,0.41
2012-04-11,0.078313,0.082314,0.37
2012-04-12,0.079378,0.082869,0.45
2012-04-13,0.078596,0.082576,0.46
2012-04-16,0.081466,0.082161,0.14
2012-04-17,0.072966,0.077444,0.5
2012-04-18,0.073157,0.078057,0.55
2012-04-19,0.081100,0.082637,0.03
2012-04-20,0.076247,0.080535,0.57
2012-04-23,0.053471,0.057824,0.0
2012-04-24,0.058618,0.059664,0.04
2012-04-25,0.058244,0.059679,0.32
2012-04-26,0.052537,0.052734,0.15
2012-04-27,0.051134,0.051624,0.18
2012-04-30,0.052461,0.053080,0.17
2012-05-01,0.058105,0.058556,0.15
2012-05-02,0.056473,0.059011,0.33
2012-05-03,0.060359,0.061720,0.0
2012-05-04,0.061413,0.062572,0.31
2012-05-07,0.060507,0.061194,0.29
2012-05-08,0.074947,0.075711,0.21
2012-05-09,0.074718,0.075764,0.25
2012-05-10,0.075092,0.075123,0.11
2012-05-11,0.076922,0.077478,0.31
2012-05-14,0.075440,0.076696,0.0
2012-05-15,0.074492,0.075584,0.0
2012-05-16,0.076409,0.078720,0.0
2012-05-17,0.069851,0.073767,0.0
2012-05-18,0.068412,0.071935,0.0
2012-05-21,0.070424,0.072435,0.0
2012-05-22,0.080816,0.080796,0.1
2012-05-23,0.090572,0.090896,0.15
2012-05-24,0.089131,0.089692,0.15
2012-05-25,0.090555,0.091165,0.15
2012-05-29,0.089591,0.090053,0.15
2012-05-30,0.086116,0.086674,0.15
2012-05-31,0.085432,0.086088,0.15
2012-06-01,0.091529,0.092506,0.0
2012-06-04,0.091478,0.091863,0.0
2012-06-05,0.091210,0.091776,0.33
2012-06-06,0.079384,0.082805,0.0
2012-06-07,0.079030,0.083779,0.0
2012-06-08,0.076977,0.081127,0.0
2012-06-11,0.076009,0.078774,0.0
2012-06-12,0.077421,0.078509,0.0
2012-06-13,0.077399,0.078585,0.0
2012-06-14,0.077945,0.079326,0.33
2012-06-15,0.079517,0.081445,0.0
2012-06-18,0.077982,0.080421,0.0
2012-06-19,0.077433,0.079983,0.0
2012-06-20,0.068724,0.073491,0.0
2012-06-21,0.057510,0.066416,0.0
2012-06-22,0.062702,0.071923,0.0
2012-06-25,0.067766,0.075475,0.0
2012-06-26,0.070278,0.076771,0.0
2012-06-27,0.077557,0.083499,0.0
2012-06-28,0.080945,0.086544,0.0
2012-06-29,0.075575,0.076653,0.15
2012-07-02,0.075709,0.077280,0.25
2012-07-03,0.079223,0.080579,0.0
2012-07-05,0.079616,0.081007,0.0
2012-07-06,0.086121,0.087312,0.0
2012-07-09,0.086581,0.087667,0.0
2012-07-10,0.087011,0.087828,0.0
2012-07-11,0.085160,0.087366,0.0
2012-07-12,0.085288,0.087524,0.0
2012-07-13,0.081161,0.082897,0.0
2012-07-16,0.078740,0.080101,0.0
2012-07-17,0.078618,0.079765,0.0
2012-07-18,0.078471,0.079665,0.0
2012-07-19,0.078606,0.079400,0.0
2012-07-20,0.077089,0.077478,0.15
2012-07-23,0.071289,0.071839,0.15
2012-07-24,0.066113,0.066150,0.11
2012-07-25,0.065694,0.065697,0.09
2012-07-26,0.059195,0.059312,0.0
2012-07-27,0.059200,0.058748,0.15
2012-07-30,0.060014,0.059756,0.15
2012-07-31,0.058565,0.058569,0.15
2012-08-01,0.053868,0.053530,0.15
2012-08-02,0.055606,0.055395,0.15
2012-08-03,0.044596,0.044773,0.25
2012-08-06,0.044314,0.044358,0.15
2012-08-07,0.045275,0.045184,0.15
2012-08-08,0.059175,0.060344,0.28
2012-08-09,0.061874,0.062191,0.26
2012-08-10,0.061388,0.062152,0.26
2012-08-13,0.061787,0.061947,0.24
2012-08-14,0.061847,0.062939,0.26
2012-08-15,0.072867,0.072566,0.15
2012-08-16,0.083516,0.088057,0.38
2012-08-17,0.083726,0.087975,0.36
2012-08-20,0.083869,0.088371,0.37
2012-08-21,0.084578,0.091247,0.39
2012-08-22,0.086619,0.092777,0.39
2012-08-23,0.083831,0.091206,0.42
2012-08-24,0.080851,0.088450,0.41
2012-08-27,0.083506,0.089288,0.36
2012-08-28,0.083662,0.089845,0.37
2012-08-29,0.083715,0.089507,0.36
2012-08-30,0.081849,0.087817,0.36
2012-08-31,0.081926,0.087426,0.34
2012-09-04,0.080923,0.087020,0.37
2012-09-05,0.081636,0.087093,0.36
2012-09-06,0.074561,0.081382,0.41
2012-09-07,0.071321,0.079884,0.43
2012-09-10,0.070514,0.078480,0.42
2012-09-11,0.075413,0.081080,0.39
2012-09-12,0.075374,0.079374,0.38
2012-09-13,0.060666,0.075132,0.69
2012-09-14,0.056385,0.056299,0.15
2012-09-17,0.058484,0.058793,0.0
2012-09-18,0.057253,0.058348,0.0
2012-09-19,0.056177,0.056320,0.0
2012-09-20,0.053881,0.053466,0.13
2012-09-21,0.065322,0.066051,0.0
2012-09-24,0.064850,0.065971,0.0
2012-09-25,0.070288,0.071170,0.0
2012-09-26,0.070767,0.072116,0.0
2012-09-27,0.074122,0.076279,0.0
2012-09-28,0.074529,0.076764,0.0
2012-10-01,0.076504,0.078034,0.0
2012-10-02,0.077415,0.078734,0.0
2012-10-03,0.076534,0.077910,0.0
2012-10-04,0.074999,0.075028,0.09
2012-10-05,0.076036,0.076807,0.01
2012-10-08,0.084483,0.085203,0.02
2012-10-09,0.086039,0.086184,0.0
2012-10-10,0.086045,0.086123,0.05
2012-10-11,0.085444,0.085937,0.03
2012-10-12,0.086950,0.087192,0.0
2012-10-15,0.085012,0.085069,0.06
2012-10-16,0.081835,0.081842,0.11
2012-10-17,0.086097,0.085977,0.14
2012-10-18,0.092034,0.092930,0.0
2012-10-19,0.083920,0.084994,0.0
2012-10-22,0.085030,0.085068,0.0
2012-10-23,0.082911,0.084367,0.0
2012-10-24,0.080570,0.082230,0.0
2012-10-25,0.076428,0.078589,0.0
2012-10-26,0.077150,0.079309,0.0
2012-10-31,0.076702,0.077720,0.0
2012-11-01,0.080595,0.080660,0.0
2012-11-02,0.082011,0.082407,0.05
2012-11-05,0.081769,0.081919,0.08
2012-11-06,0.081940,0.082159,0.07
2012-11-07,0.069817,0.070480,0.0
2012-11-08,0.065404,0.066139,0.0
2012-11-09,0.065907,0.066552,0.0
2012-11-12,0.065502,0.066930,0.0
2012-11-13,0.067797,0.068500,0.0
2012-11-14,0.062830,0.063144,0.15
2012-11-15,0.061668,0.062012,0.16
2012-11-16,0.059581,0.061237,0.0
2012-11-19,0.057038,0.058116,0.22
2012-11-20,0.067743,0.069733,0.39
2012-11-21,0.067921,0.069704,0.29
2012-11-23,0.069494,0.072394,0.37
2012-11-26,0.071010,0.074242,0.39
2012-11-27,0.076124,0.078527,0.42
2012-11-28,0.073072,0.076058,0.41
2012-11-29,0.077297,0.080246,0.37
2012-11-30,0.087040,0.087840,0.24
2012-12-03,0.105989,0.106151,0.0
2012-12-04,0.105306,0.105765,0.0
2012-12-05,0.106278,0.106843,0.0
2012-12-06,0.107972,0.108790,0.0
2012-12-07,0.107745,0.108962,0.0
2012-12-10,0.108554,0.109409,0.0
2012-12-11,0.109470,0.110372,0.0
2012-12-12,0.109247,0.110327,0.0
2012-12-13,0.109829,0.110865,0.0
2012-12-14,0.109223,0.110186,0.0
2012-12-17,0.107070,0.107240,0.0
2012-12-18,0.108763,0.109059,0.03
2012-12-19,0.104223,0.104887,0.0
2012-12-20,0.103335,0.104903,0.0
2012-12-21,0.097637,0.100650,0.0
2012-12-24,0.096131,0.098992,0.0
2012-12-26,0.090519,0.093723,0.0
2012-12-27,0.089857,0.093386,0.0
2012-12-28,0.081298,0.085079,0.0
2012-12-31,0.076365,0.078665,0.0
2013-01-02,0.050221,0.051272,0.0
2013-01-03,0.049925,0.049657,0.15
2013-01-04,0.054460,0.055396,0.0
2013-01-07,0.049122,0.051266,0.0
2013-01-08,0.048482,0.049286,0.0
2013-01-09,0.048379,0.049280,0.0
2013-01-10,0.047303,0.048902,0.0
2013-01-11,0.046211,0.047335,0.0
2013-01-14,0.046204,0.047388,0.0
2013-01-15,0.047423,0.048322,0.0
2013-01-16,0.046348,0.048872,0.0
2013-01-17,0.043862,0.046727,0.0
2013-01-18,0.048159,0.049895,0.0
2013-01-22,0.051540,0.052614,0.0
2013-01-23,0.051585,0.052318,0.0
2013-01-24,0.054729,0.056530,0.0
2013-01-25,0.066918,0.069726,0.0
2013-01-28,0.070380,0.072697,0.0
2013-01-29,0.071432,0.073974,0.0
2013-01-30,0.070873,0.073402,0.0
2013-01-31,0.071933,0.074297,0.0
2013-02-01,0.073820,0.076244,0.0
2013-02-04,0.070041,0.071475,0.0
2013-02-05,0.070621,0.071379,0.0
2013-02-06,0.072041,0.072885,0.0
2013-02-07,0.071885,0.072433,0.04
2013-02-08,0.072161,0.072467,0.06
2013-02-11,0.071478,0.072007,0.03
2013-02-12,0.071957,0.071935,0.15
2013-02-13,0.071010,0.071192,0.08
2013-02-14,0.068918,0.069022,0.12
2013-02-15,0.070910,0.070932,0.09
2013-02-19,0.065024,0.066575,0.0
2013-02-20,0.066540,0.068722,0.0
2013-02-21,0.067785,0.070123,0.0
2013-02-22,0.074159,0.074108,0.14
2013-02-25,0.062833,0.063203,0.27
2013-02-26,0.065148,0.066159,0.29
2013-02-27,0.061390,0.064035,0.45
2013-02-28,0.064500,0.066531,0.4
2013-03-01,0.066747,0.069104,0.37
2013-03-04,0.065505,0.068721,0.39
2013-03-05,0.072045,0.078825,0.45
2013-03-06,0.074654,0.081426,0.47
2013-03-07,0.074574,0.082632,0.48
2013-03-08,0.075155,0.083640,0.48
2013-03-11,0.074258,0.084178,0.65
2013-03-12,0.077371,0.086093,0.61
2013-03-13,0.077476,0.086080,0.62
2013-03-14,0.077403,0.085907,0.63
2013-03-15,0.097698,0.104200,0.35
2013-03-18,0.101264,0.108708,0.35
2013-03-19,0.105246,0.112773,0.37
2013-03-20,0.103117,0.110349,0.33
2013-03-21,0.106468,0.113306,0.37
2013-03-22,0.103622,0.108398,0.36
2013-03-25,0.103027,0.107136,0.32
2013-03-26,0.101164,0.105327,0.33
2013-03-27,0.100645,0.104452,0.32
2013-03-28,0.097780,0.100831,0.3
2013-04-01,0.097325,0.099597,0.29
2013-04-02,0.095754,0.097887,0.28
2013-04-03,0.093829,0.094905,0.22
2013-04-04,0.090120,0.090832,0.2
2013-04-05,0.090299,0.090873,0.16
2013-04-08,0.093950,0.094305,0.16
2013-04-09,0.096408,0.097200,0.21
2013-04-10,0.094396,0.095326,0.21
2013-04-11,0.097651,0.098232,0.18
2013-04-12,0.099451,0.099743,0.15
2013-04-15,0.084608,0.084702,0.19
2013-04-16,0.080246,0.079697,0.15
2013-04-17,0.076351,0.077069,0.03
2013-04-18,0.080856,0.081488,0.07
2013-04-19,0.073457,0.074167,0.04
2013-04-22,0.075587,0.075141,0.0
2013-04-23,0.073985,0.074557,0.03
2013-04-24,0.081541,0.081312,0.0
2013-04-25,0.079271,0.079417,0.0
2013-04-26,0.078741,0.079477,0.0
2013-04-29,0.078239,0.078703,0.0
2013-04-30,0.087197,0.087742,0.0
2013-05-01,0.085888,0.086550,0.0
2013-05-02,0.090231,0.091124,0.0
2013-05-03,0.091313,0.092083,0.0
2013-05-06,0.088539,0.089435,0.0
2013-05-07,0.086406,0.087438,0.0
2013-05-08,0.090475,0.092651,0.0
2013-05-09,0.094052,0.095545,0.0
2013-05-10,0.091552,0.092492,0.0
2013-05-13,0.092930,0.092977,0.0
2013-05-14,0.088826,0.089738,0.0
2013-05-15,0.093424,0.094156,0.0
2013-05-16,0.091036,0.091592,0.0
2013-05-17,0.092175,0.092564,0.0
2013-05-20,0.093819,0.094254,0.0
2013-05-21,0.106898,0.107287,0.0
2013-05-22,0.125694,0.126398,0.0
2013-05-23,0.130722,0.131563,0.0
2013-05-24,0.129585,0.130866,0.0
2013-05-28,0.132450,0.133498,0.0
2013-05-29,0.131085,0.132731,0.0
2013-05-30,0.130083,0.132296,0.0
2013-05-31,0.124528,0.126937,0.0
2013-06-03,0.124084,0.126598,0.0
2013-06-04,0.122503,0.126980,0.0
2013-06-05,0.120118,0.123935,0.0
2013-06-06,0.117804,0.120879,0.0
2013-06-07,0.117683,0.120788,0.0
2013-06-10,0.130717,0.130801,0.01
2013-06-11,0.130215,0.130203,0.01
2013-06-12,0.136485,0.136216,0.14
2013-06-13,0.131672,0.131744,0.12
2013-06-14,0.132391,0.132445,0.16
2013-06-17,0.130810,0.130877,0.14
2013-06-18,0.129563,0.129584,0.13
2013-06-19,0.116276,0.116336,0.13
2013-06-20,0.076115,0.076732,0.27
2013-06-21,0.071729,0.073065,0.26
2013-06-24,0.067420,0.070275,0.38
2013-06-25,0.072737,0.074801,0.36
2013-06-26,0.068836,0.070068,0.28
2013-06-27,0.067920,0.069382,0.32
2013-06-28,0.068009,0.068904,0.27
2013-07-01,0.068339,0.069096,0.25
2013-07-02,0.065699,0.066286,0.19
2013-07-03,0.066872,0.067318,0.19
2013-07-05,0.066929,0.067321,0.17
2013-07-08,0.062437,0.062698,0.19
2013-07-09,0.065942,0.066439,0.22
2013-07-10,0.067209,0.067850,0.25
2013-07-11,0.053903,0.054706,0.2
2013-07-12,0.054193,0.054193,0.1
2013-07-15,0.054114,0.054227,0.15
2013-07-16,0.054527,0.054843,0.18
2013-07-17,0.056634,0.057067,0.02
2013-07-18,0.065986,0.066243,0.15
2013-07-19,0.068229,0.068379,0.15
2013-07-22,0.067575,0.067461,0.14
2013-07-23,0.069285,0.069330,0.14
2013-07-24,0.071831,0.071832,0.07
2013-07-25,0.070743,0.070767,0.09
2013-07-26,0.070773,0.070801,0.03
2013-07-29,0.071133,0.071594,0.0
2013-07-30,0.075334,0.077879,0.0
2013-07-31,0.076522,0.078514,0.0
2013-08-01,0.068648,0.070781,0.0
2013-08-02,0.068141,0.069555,0.0
2013-08-05,0.068040,0.069340,0.0
2013-08-06,0.070943,0.072168,0.0
2013-08-07,0.071575,0.072500,0.0
2013-08-08,0.070190,0.070971,0.0
2013-08-09,0.074229,0.075127,0.0
2013-08-12,0.076692,0.077565,0.0
2013-08-13,0.077073,0.078323,0.0
2013-08-14,0.077010,0.078149,0.0
2013-08-15,0.065383,0.067606,0.0
2013-08-16,0.059230,0.062798,0.0
2013-08-19,0.062034,0.064398,0.0
2013-08-20,0.069367,0.071048,0.0
2013-08-21,0.062622,0.064127,0.0
2013-08-22,0.067195,0.069019,0.0
2013-08-23,0.066253,0.068265,0.0
2013-08-26,0.064951,0.066671,0.0
2013-08-27,0.060530,0.060507,0.11
2013-08-28,0.060184,0.060161,0.1
2013-08-29,0.062469,0.062538,0.01
2013-08-30,0.063297,0.063558,0.02
2013-09-03,0.064431,0.065031,0.0
2013-09-04,0.062086,0.063271,0.0
2013-09-05,0.066750,0.068191,0.0
2013-09-06,0.067302,0.068929,0.0
2013-09-09,0.067416,0.069386,0.0
2013-09-10,0.064865,0.067968,0.0
2013-09-11,0.065385,0.068507,0.0
2013-09-12,0.083717,0.086242,0.0
2013-09-13,0.083804,0.087050,0.0
2013-09-16,0.083068,0.086230,0.0
2013-09-17,0.085752,0.088119,0.0
2013-09-18,0.092365,0.094087,0.0
2013-09-19,0.096262,0.097188,0.37
2013-09-20,0.093817,0.094588,0.17
2013-09-23,0.094220,0.095370,0.22
2013-09-24,0.097761,0.100167,0.28
2013-09-25,0.096407,0.098834,0.27
2013-09-26,0.096336,0.098669,0.28
2013-09-27,0.094491,0.096560,0.26
2013-09-30,0.093734,0.096113,0.27
2013-10-01,0.092534,0.095826,0.34
2013-10-02,0.093901,0.096450,0.28
2013-10-03,0.088873,0.092727,0.33
2013-10-04,0.088333,0.092421,0.33
2013-10-07,0.085264,0.089254,0.34
2013-10-08,0.081185,0.086447,0.39
2013-10-09,0.083951,0.089920,0.4
2013-10-10,0.082036,0.087844,0.42
2013-10-11,0.082310,0.087742,0.39
2013-10-14,0.082206,0.087869,0.41
2013-10-15,0.076890,0.082088,0.38
2013-10-16,0.066657,0.071646,0.41
2013-10-16,0.0041990199889595,0.0045132901630241,0.4109840843301587
2013-10-17,0.0039920517419157,0.004199421193145,0.3806361246045113
2013-10-18,0.0038683399321999,0.0040349198229679,0.3549929814178602
2013-10-21,0.0039996933500401,0.0040991277845951,0.340353595541309
2013-10-22,0.0036504563685449,0.0036852685234347,4.1968960588094195e-18
2013-10-23,0.0036480325242893,0.0036877840667412,0.0059344529290421
2013-10-24,0.0036350053224799,0.0036845583778684,3.7919016231688797e-10
2013-10-25,0.0037104983575167,0.003716159776438,0.1541628423796723
2013-10-28,0.0036314414308979,0.0036333094294898,0.0826174070672087
2013-10-29,0.0036158892066253,0.0036158945834554,0.100072141675869
2013-10-30,0.0037137001687758,0.0037145229345001,0.1184657386971222
2013-10-31,0.0036794190104814,0.0036799082865498,0.1078886013074716
2013-11-01,0.003972432603519,0.0039889805991859,0.1768049259968969
2013-11-04,0.0037740337706631,0.0037813734827276,0.1542310518002062
2013-11-05,0.0037946617661706,0.0038027323768439,0.1545266402593861
2013-11-06,0.0034574799896302,0.0034536781512947,0.1371001814782904
2013-11-07,0.0037878770168508,0.0037659521522345,0.1541628423793864
2013-11-08,0.0035657377751942,0.0035615178188797,0.162651458608297
2013-11-11,0.0036338929369499,0.0036624446221726,0.2143120466490982
2013-11-12,0.0047332791926227,0.005202846672542,0.6107898132539618
2013-11-13,0.004611933800565,0.0051343268454588,0.6553832575291898
2013-11-14,0.004544229838148,0.0050816337413993,0.7197838585489512
2013-11-15,0.0046253620369788,0.0052568960593218,0.7155710493891738
2013-11-18,0.0046124647080721,0.0053519662397291,0.8953542196058362
2013-11-19,0.0055599042801756,0.0059802087170775,0.6940774519956213
2013-11-20,0.0055310269360231,0.0060423320297111,0.730269416447378
2013-11-21,0.0057642357177576,0.0061841936040423,1.0
2013-11-22,0.0057812824121458,0.0062642085904405,1.0
2013-11-25,0.005777166838931,0.0062321199800167,1.0
2013-11-26,0.0057975653849136,0.0062078774763617,0.9999999635421214
2013-11-27,0.0057920013756376,0.006244573735655,0.9999999887859768
2013-11-29,0.0057684687992508,0.0062719321894623,1.0
2013-12-02,0.0057281987389804,0.0062426584228132,1.0
2013-12-03,0.0059109625920331,0.0063304991426285,0.8118744341024142
2013-12-04,0.0058993919891075,0.0063127715764226,0.8113945927584982
2013-12-05,0.0058188233747639,0.0062699619316729,0.805799047928596
2013-12-06,0.0058172212182044,0.0060819980353409,1.0
2013-12-09,0.0058175097871158,0.0061145810396843,1.0
2013-12-10,0.0057628604122429,0.0060881799946644,0.9999999572370298
2013-12-11,0.0045800686058351,0.0046270790655032,0.441894413674108
2013-12-12,0.0049725111663437,0.0049798911121158,0.1607167270720803
2013-12-13,0.0050787522760198,0.005067791502845,0.1529245926818828
2013-12-16,0.0050195413173744,0.005013376032446,0.1372092960204221
2013-12-17,0.0048636846502943,0.0048487294898415,0.1541628423795362
2013-12-18,0.0043428405302744,0.0043348092156955,0.1621663957594868
2013-12-19,0.0042552910616387,0.0042497095296334,0.1372089718229956
