permno
10078
10104
10107
10147
10401
10604
11042
11081
11308
11471
11703
11754
11850
12060
12079
12490
13407
13856
13901
13928
14008
14218
14322
14357
14541
14542
14593
14736
14891
15488
15579
15667
15966
17778
18163
19393
19414
19553
19561
20482
20626
21004
21450
21768
21936
22111
22592
22752
22779
23819
25785
26390
26403
27828
36469
38703
43916
47079
47896
48725
50876
55976
59176
59328
59408
65859
65875
65883
66018
66026
66093
66181
66800
69032
70519
75510
76076
77178
77274
77418
83332
83443
84788
86580
87031
87055
89393
89525
90215
90319
91233
92602
92611
92655
93002
93436
