date,10y,BEST_EPS,CORR_COEF,DVD_PAYOUT_RATIO,DVD_SH_LAST,NET_AGGTE_DVD_YLD,NET_DEBT_TO_EBITDA,PE_RATIO,PX_TO_BOOK_RATIO,SHORT_AND_LONG_TERM_DEBT,acc_rate,bbb_credit,default_yield,erp,est_pe,global_bonds_total_r,indust_prod,inflation_total_r,libor3m,sentiment,spread,spx,spx_add,spx_add_bid,tail,ts
2004-04-23,4.4578,64.9566,0.978049,36.5519,0.012985,1.58,4.469,20.5483,3.176,836.8637,0.00012213150684931505,209.22,2.93,86.52,1140.6,288.0192,-0.39,181.547,1.17,50.0,0.38999999999987267,0.0005877553884885423,1140.6,1140.21,101.77,224.361
2004-04-26,4.4336,65.1282,0.978019,36.5519,0.006098,1.59,4.469,20.457,3.1619,836.8637,0.0003644054794520548,208.64,2.96,86.11,1135.53,288.7796,-0.39,182.6808,1.17,50.0,0.38999999999987267,-0.0044450289321409375,1135.53,1135.14,101.35,221.024
2004-04-27,4.3832,65.1397,0.977994,36.5519,0.0,1.58,4.469,20.5035,3.1691,836.8637,0.00012008767123287673,212.68,2.99,85.89,1138.11,288.8402,-0.39,183.3128,1.17,50.0,0.08999999999991815,0.0022720667881956924,1138.11,1138.02,101.54,224.282
2004-04-28,4.4967,65.2345,0.978037,36.5519,0.166203,1.61,4.469,20.2206,3.1253,836.8637,0.00012319726027397261,206.33,2.91,85.42,1122.41,287.7209,-0.39,181.9898,1.17,50.0,0.6400000000001,-0.013794800151127551,1122.41,1121.77,100.31,224.942
2004-04-29,4.5356,65.3723,0.978048,36.6037,0.313743,1.63,4.4669,20.0659,3.1036,838.046,0.00012426301369863012,207.44,2.96,85.3,1113.89,288.1098,-0.39,182.0945,1.17875,50.0,0.38000000000010914,-0.007590809062641979,1113.89,1113.51,99.64,224.82
2004-04-30,4.5053,65.4632,0.978046,36.6037,0.005572,1.64,4.4669,19.9474,3.0852,838.046,0.00012343287671232877,207.47,3.0,84.29,1107.31,288.3665,0.39,182.3221,1.18,50.0,0.2899999999999636,-0.005907226027704882,1107.31,1107.02,99.09,219.284
2004-05-03,4.4993,65.608,0.978211,36.6037,0.002917,1.63,4.4669,20.1308,3.1136,838.046,0.00036980547945205473,208.07,3.07,84.98,1117.49,288.3765,0.39,182.5075,1.18,50.0,0.5699999999999363,0.00919345079517031,1117.49,1116.92,99.86,219.282
2004-05-04,4.5649,65.6545,0.97811,36.6037,0.010778,1.62,4.4669,20.1679,3.1193,838.046,0.0001250657534246575,206.51,3.09,85.37,1119.55,289.2371,0.39,183.7968,1.18,50.0,0.2999999999999545,0.0018434169433283465,1119.55,1119.25,111.35,224.8
2004-05-05,4.5794,65.6463,0.97808,36.6037,0.163737,1.62,4.4669,20.2036,3.1249,838.046,0.00012546301369863012,208.06,3.09,86.09,1121.53,289.2609,0.39,183.89,1.18,50.0,0.2999999999999545,0.0017685677281049639,1121.53,1121.23,100.15,225.761
2004-05-06,4.598,65.6434,0.978091,36.6037,0.113716,1.64,4.4669,20.0677,3.1038,838.046,0.00012597260273972602,209.2,3.19,85.73,1113.99,288.8076,0.39,183.2057,1.18,38.98,0.33999999999991815,-0.006722958815189917,1113.99,1113.65,99.57,222.334
2004-05-07,4.7709,65.5933,0.978318,36.6037,0.0,1.66,4.4669,19.7923,3.0612,838.046,0.0001307095890410959,198.91,3.18,85.57,1098.7,284.8391,0.39,181.3392,1.19,38.98,0.2799999999999727,-0.013725437391718054,1098.7,1098.42,98.4,214.616
2004-05-10,4.7921,65.5881,0.978479,36.6037,0.039305,1.68,4.4669,19.5837,3.029,838.046,0.00039387123287671234,199.79,3.36,84.75,1087.12,283.4399,0.39,180.7566,1.24,38.98,0.36999999999989086,-0.010539728770365131,1087.12,1086.75,97.51,220.489
2004-05-11,4.7462,65.6662,0.978299,36.6037,0.231417,1.67,4.4669,19.7337,3.0522,838.046,0.00013003287671232877,203.38,3.44,85.28,1095.45,283.0434,0.39,180.3286,1.24,38.98,0.4800000000000182,0.007662447567885922,1095.45,1094.97,98.09,217.966
2004-05-12,4.805,65.7329,0.978295,36.6037,0.35859,1.67,4.4669,19.7667,3.0573,838.046,0.00013164383561643835,202.5,3.48,86.07,1097.28,283.9738,0.39,181.529,1.24,38.98,0.19000000000005457,0.00167054635081465,1097.28,1097.09,98.25,222.122
