permno
10006
10078
10095
10104
10107
10108
10119
10137
10138
10145
10147
10161
10200
10225
10233
10241
10278
10299
10302
10324
10353
10364
10372
10375
10401
10487
10516
10528
10545
10559
10562
10564
10594
10604
10636
10691
10693
10696
10716
10725
10751
10777
10786
10791
10866
10874
10890
10906
10909
10933
10942
10967
10970
10989
11042
11081
11156
11260
11308
11332
11340
11371
11382
11384
11403
11404
11415
11447
11471
11475
11533
11552
11600
11607
11618
11626
11674
11684
11690
11691
11703
11752
11754
11762
11786
11809
11837
11850
11870
11891
11896
11902
11908
11927
11936
11955
11970
11976
11981
11983
11990
11997
11999
12036
12052
12058
12060
12062
12067
12073
12074
12079
12092
12094
12095
12140
12169
12265
12308
12319
12366
12369
12400
12431
12448
12449
12456
12458
12473
12476
12490
12503
12511
12558
12570
12591
12622
12623
12626
12650
12706
12730
12742
12749
12837
12872
12873
12933
12976
12981
13008
13035
13046
13047
13056
13100
13108
13119
13143
13168
13169
13181
13210
13267
13303
13311
13314
13323
13354
13356
13379
13407
13430
13447
13456
13507
13511
13522
13527
13557
13567
13598
13604
13610
13621
13622
13627
13628
13641
13643
13661
13687
13688
13696
13711
13721
13739
13757
13788
13818
13821
13856
13901
13904
13911
13914
13928
13936
13942
13947
13949
13957
13963
13980
13983
14008
14040
14054
14065
14066
14090
14102
14136
14159
14179
14182
14189
14218
14231
14239
14250
14273
14295
14322
14323
14328
14329
14338
14357
14414
14496
14509
14525
14533
14541
14542
14547
14558
14567
14570
14579
14592
14593
14596
14601
14608
14614
14617
14634
14641
14656
14695
14702
14714
14736
14759
14760
14763
14776
14795
14811
14824
14828
14859
14867
14882
14883
14889
14891
14912
14926
14939
14955
14970
14983
14984
14988
15069
15077
15092
15134
15202
15272
15291
15315
15318
15325
15368
15395
15397
15398
15401
15404
15408
15440
15456
15472
15478
15488
15534
15546
15553
15560
15579
15585
15643
15659
15667
15694
15703
15707
15712
15720
15724
15729
15763
15788
15826
15850
15859
15909
15923
15966
15980
16000
16029
16084
16087
16088
16109
16140
16171
16260
16267
16304
16309
16318
16343
16347
16360
16382
16400
16424
16431
16432
16505
16544
16548
16571
16595
16597
16598
16600
16649
16651
16655
16664
16678
16692
16695
16707
16736
16753
16851
16870
16917
16932
16968
17005
17104
17128
17144
17223
17277
17278
17279
17291
17304
17338
17341
17400
17478
17566
17590
17685
17700
17726
17743
17750
17778
17787
17806
17814
17815
17830
17855
17864
17907
17929
17942
17953
17961
17977
17987
18016
18032
18062
18067
18091
18092
18112
18135
18147
18163
18267
18278
18312
18368
18374
18382
18403
18411
18420
18421
18428
18446
18452
18456
18480
18484
18485
18542
18550
18551
18569
18572
18576
18579
18580
18592
18606
18649
18681
18726
18729
18734
18777
18790
18835
18886
18908
18909
18911
18921
18940
18948
18999
19019
19027
19043
19051
19084
19131
19166
19199
19254
19285
19286
19297
19350
19377
19393
19405
19406
19413
19414
19430
19455
19484
19495
19502
19537
19553
19561
19589
19596
19599
19605
19654
19676
19692
19713
19721
19751
19788
19794
19818
19849
19888
19895
19940
20053
20057
20067
20079
20124
20161
20167
20178
20183
20189
20190
20193
20196
20204
20220
20239
20263
20269
20333
20339
20386
20391
20415
20447
20474
20482
20562
20570
20583
20626
20648
20677
20682
20694
20730
20745
20765
20853
20892
20893
20894
20895
20909
20972
20984
21004
21020
21102
21178
21186
21207
21237
21274
21290
21338
21370
21371
21397
21434
21450
21485
21514
21522
21557
21573
21709
21723
21733
21742
21768
21776
21792
21821
21896
21928
21936
21949
21979
21995
22016
22032
22066
22074
22082
22103
22111
22170
22189
22234
22265
22293
22410
22496
22509
22517
22541
22568
22592
22605
22613
22623
22680
22752
22753
22779
22840
22859
22891
22947
22955
22976
23026
23063
23077
23085
23114
23210
23229
23253
23273
23297
23309
23317
23318
23325
23340
23341
23393
23405
23421
23448
23473
23499
23501
23505
23536
23544
23570
23579
23660
23705
23712
23720
23819
23827
23835
23851
23876
23879
23887
23915
23931
23941
23990
24002
24010
24037
24045
24046
24053
24096
24109
24141
24174
24184
24192
24205
24221
24256
24272
24328
24360
24424
24432
24440
24459
24491
24539
24563
24571
24627
24635
24643
24678
24715
24766
24803
24811
24870
24875
24876
24878
24926
24942
24985
25005
25013
25056
25072
25081
25099
25129
25137
25144
25160
25208
25216
25232
25244
25283
25304
25320
25371
25419
25443
25478
25487
25507
25523
25582
25590
25611
25646
25654
25697
25726
25750
25769
25778
25785
25910
25937
25953
25988
26075
26112
26120
26294
26332
26382
26390
26403
26438
26454
26470
26489
26518
26534
26542
26550
26586
26606
26622
26657
26665
26681
26710
26729
26737
26788
26825
26884
27027
27036
27043
27051
27086
27087
27115
27190
27263
27297
27334
27422
27430
27473
27562
27596
27633
27684
27705
27713
27756
27764
27828
27860
27887
27888
27924
27940
27959
27983
27991
28134
28222
28345
28353
28425
28484
28505
28548
28556
28580
28804
28847
29049
29102
29196
29209
29832
29938
29946
29962
30067
30330
30365
30382
30681
30780
30884
30940
31069
31288
31500
31536
31851
32205
32379
32475
32540
32678
32707
32791
32803
32870
32942
32985
32986
33056
33312
33363
33785
33814
34032
34040
34147
34323
34383
34746
34817
34825
34833
34841
34980
35044
35051
35115
35124
35166
35175
35204
35211
35238
35537
35554
35589
35706
36003
36054
36127
36249
36274
36397
36468
36469
36505
36679
36978
36986
37065
37161
37189
37197
37234
37268
37284
37584
37807
38041
38093
38156
38280
38295
38324
38375
38420
38455
38551
38578
38659
38682
38703
38762
38893
38914
38973
39087
39175
39204
39263
39271
39300
39335
39394
39490
39538
39570
39571
39642
39669
39896
39917
40010
40053
40061
40125
40141
40205
40272
40301
40352
40396
40416
40440
40483
40484
40539
40571
40635
40707
40803
40838
40854
40871
41064
41080
41081
41100
41179
41304
41355
41427
41443
41523
41662
41718
41807
41929
41953
42024
42059
42067
42083
42104
42200
42227
42438
42526
42534
42550
42585
42833
42877
42892
42906
42999
43123
43298
43342
43350
43369
43385
43449
43502
43553
43610
43668
43721
43757
43772
43780
43836
43916
44206
44273
44329
44409
44506
44548
44601
44644
44652
44783
44792
44812
44871
44951
45065
45081
45197
45217
45225
45241
45277
45356
45428
45495
45604
45671
45751
45794
45858
45891
45911
46077
46228
46245
46252
46295
46340
46391
46447
46578
46594
46658
46674
46682
46690
46703
46754
46842
46850
46877
46886
46922
47001
47052
47079
47159
47175
47248
47271
47300
47379
47395
47431
47466
47490
47626
47677
47837
47896
47941
47992
48012
48071
48223
48267
48274
48354
48370
48389
48397
48485
48486
48506
48514
48549
48653
48725
48880
48960
49015
49066
49074
49154
49365
49373
49402
49429
49576
49606
49656
49680
49701
49744
49875
49905
50017
50024
50032
50104
50156
50171
50200
50227
50278
50404
50606
50729
50876
50906
50956
50972
51043
51123
51211
51263
51351
51369
51377
51414
51457
51553
51561
51588
51596
51617
51625
51676
51706
51764
51772
51781
51800
52038
52070
52090
52230
52258
52265
52329
52337
52434
52476
52505
52564
52695
52708
52716
52821
52840
52898
52919
52936
52944
52978
53065
53081
53209
53225
53364
53381
53401
53479
53613
53786
53807
53831
53858
53866
53891
53938
54148
54172
54181
54391
54412
54447
54455
54463
54551
54615
54682
54754
54827
55001
55175
55191
55204
55212
55351
55511
55597
55685
55781
55976
56223
56232
56266
56274
56275
56389
56450
56485
56573
56805
56864
57154
57197
57250
57349
57381
57461
57534
57568
57592
57649
57665
57728
57744
57808
57809
57817
57904
58085
58093
58094
58246
58296
58318
58393
58464
58472
58480
58481
58596
58659
58667
58675
58683
58739
58771
58819
58827
58843
58975
58982
58990
59010
59045
59061
59109
59125
59126
59176
59184
59192
59205
59221
59248
59272
59328
59345
59352
59379
59396
59408
59432
59440
59459
59483
59520
59686
59707
59715
59767
59811
59926
59950
60046
60089
60097
60134
60206
60337
60388
60441
60442
60506
60521
60564
60572
60580
60599
60628
60652
60679
60687
60695
60724
60759
60792
60839
60871
