date,cgp_ucb
1982-10-14,0.11694462906097775
1982-10-15,0.2001795320629398
1982-10-18,0.23925232831229987
1982-10-19,0.5168216408187433
1982-10-20,0.1873883773946864
1982-10-21,0.5031690316399303
1982-10-22,0.2887024170602415
1982-10-25,0.025301857037936266
1982-10-26,0.1921909891261042
1982-10-27,0.6871928367917934
1982-10-28,0.575817771900026
1982-10-29,0.3079882519587472
1982-11-01,0.6637278679926017
1982-11-02,0.5185972101095804
1982-11-03,0.0
1982-11-04,0.5414082833793297
1982-11-05,0.2947594924003923
1982-11-08,0.5595218670600411
1982-11-09,0.42270457539440204
1982-11-10,0.3389071853015137
1982-11-11,0.35439026568115295
1982-11-12,0.3204024517480797
1982-11-15,0.5676624449028402
1982-11-16,0.48133374416123387
1982-11-17,0.20107791249907395
1982-11-18,0.4866176486562258
1982-11-19,0.3517242585242139
1982-11-22,0.1163841413256678
1982-11-23,0.42311593632145067
1982-11-24,0.3041427869366547
1982-11-25,0.0758373442845789
1982-11-26,0.06512011723298415
1982-11-29,0.09132669638371976
1982-11-30,0.07574206014405971
1982-12-01,0.07531385673921863
1982-12-02,0.09511052199859657
1982-12-03,0.10549573793830788
1982-12-06,0.10846618848617791
1982-12-07,0.10879000444084531
1982-12-08,0.09938191590747676
1982-12-09,0.09366493738529971
1982-12-10,0.09800026858380516
1982-12-13,0.11451659296792405
1982-12-14,0.08785582374569341
1982-12-15,0.08845098205349185
1982-12-16,0.10064069621827969
1982-12-17,0.10485025210705393
1982-12-20,0.10164944985376696
1982-12-21,0.10362717337972349
1982-12-22,0.21491293431364714
1982-12-23,0.16095789127779928
1982-12-27,0.17283192568291655
1982-12-28,0.18698899934710678
1982-12-29,0.17781399163451944
1982-12-30,0.18076771423535967
1982-12-31,0.1478040888768988
1983-01-03,0.21353773156948724
1983-01-04,0.2019853162190224
1983-01-05,0.20248401839253313
1983-01-06,0.1371610874291766
1983-01-07,0.16427621832353503
1983-01-10,0.15428909635908117
1983-01-11,0.14878149718605418
1983-01-12,0.13562898071058993
1983-01-13,0.11634671665961115
1983-01-14,0.09097802036415456
1983-01-17,0.0945854509949955
1983-01-18,0.09132963562450633
1983-01-19,0.15748515719257275
1983-01-20,0.07376537181023905
1983-01-21,0.15435736338834777
1983-01-25,0.08929547238229998
1983-01-26,0.5619897520564504
1983-01-27,0.1776320926940691
1983-01-28,0.1699721262017719
1983-01-31,0.12475757511580964
1983-02-01,0.11385217031539727
1983-02-02,0.12503053993838031
1983-02-03,0.1265840387507476
1983-02-04,0.13224236542563636
1983-02-07,0.1139055856344945
1983-02-08,0.10462438885648598
1983-02-09,0.0997607639656459
1983-02-10,0.09283618239787453
1983-02-11,0.40195562543329877
1983-02-14,0.3315407354464836
1983-02-15,0.28117665701007755
1983-02-16,0.2513463929053502
1983-02-17,0.2666781281260664
1983-02-18,0.25905916828120285
1983-02-21,0.2290551840103073
1983-02-22,0.30353277080958946
1983-02-23,0.14827722631652412
1983-02-24,0.1462145076994882
1983-02-25,0.12063217535221421
1983-02-28,0.12432430096889531
1983-03-01,0.10451954599237065
1983-03-02,0.11899641930107197
1983-03-03,0.09822343669329524
1983-03-04,0.10874532335846372
1983-03-07,0.13445259148462366
1983-03-08,0.1467409646226823
1983-03-09,0.16871598629644438
1983-03-10,0.17628371619735025
1983-03-11,0.347780192754757
1983-03-14,0.28495327772054246
1983-03-15,0.19197612342672363
1983-03-16,0.1863632418356849
1983-03-17,0.47639394427003734
1983-03-18,0.38483612420221286
1983-03-21,0.1950943909773007
1983-03-23,0.079338584380995
1983-03-24,0.10785390087172399
1983-03-25,0.11084178381688604
1983-03-28,0.14269048618593386
1983-03-29,0.13947045162148783
1983-03-30,0.11246526301715981
1983-03-31,0.13914294156849932
1983-04-01,0.10936450353582673
1983-04-04,0.13429611138342729
1983-04-05,0.15343359587247235
1983-04-06,0.09631449702370892
1983-04-07,0.12558197396226256
1983-04-08,0.14398622009887915
1983-04-11,0.12766700131028388
1983-04-12,0.12406962535368775
1983-04-13,0.1363374231942305
1983-04-14,0.1272180427113336
1983-04-15,0.13460187265229379
1983-04-18,0.16938191419335202
1983-04-19,0.15138361987712864
1983-04-20,0.19510865756086546
1983-04-21,0.257655949318476
1983-04-22,0.18038538120179454
1983-04-25,0.43883181126725407
1983-04-26,0.19367479363513004
1983-04-27,0.42493469450733756
1983-04-28,0.19364659768374745
1983-04-29,0.22769506248291788
1983-05-03,0.1788047818350014
1983-05-04,1.0493095881409632e-17
1983-05-05,1.0019410168445416e-17
1983-05-06,0.31383722378857626
1983-05-09,0.35537282065207076
1983-05-10,0.34751852474492845
1983-05-11,0.3506393906608267
1983-05-12,0.8584782840288875
1983-05-13,0.34926593514961213
1983-05-16,0.34194066282290453
1983-05-17,0.3348669668416095
1983-05-18,0.3456881274726053
1983-05-19,0.7449840505589923
1983-05-20,0.471805167787439
1983-05-23,0.4118594729578248
1983-05-24,0.4274728262582032
1983-05-25,0.6151126884282397
1983-05-26,0.5557455928642754
1983-05-27,0.452665225750078
1983-05-30,0.4131261730633285
1983-05-31,0.3961217200939984
1983-06-01,0.44128666511653497
1983-06-02,0.38097348844189505
1983-06-03,0.419274662542373
1983-06-06,0.3979344292414607
1983-06-07,0.2593090065774878
1983-06-08,0.5793899911266814
1983-06-09,0.3094146533977967
1983-06-10,0.2193848315769946
1983-06-13,0.2380672348182334
1983-06-14,0.1849081915940169
1983-06-15,0.20677950004254572
1983-06-16,0.21463948207308683
1983-06-17,0.18265876983618043
1983-06-20,0.21292414671085333
1983-06-21,0.19119066957868847
1983-06-22,0.1970138282879788
1983-06-23,0.1690642909177453
1983-06-24,0.18870869396267403
1983-06-27,0.18657769423642542
1983-06-29,0.1806737285952745
1983-06-30,0.15390160247019286
1983-07-01,0.1592855611549813
1983-07-04,0.16583720254922293
1983-07-05,0.2112781493391941
1983-07-06,0.18922341354743913
1983-07-07,0.18830452254964472
1983-07-08,0.18622321262611286
1983-07-11,0.18660382463758607
1983-07-12,0.1875190432077642
1983-07-13,0.139587027029915
1983-07-14,0.1553473645618051
1983-07-15,0.15976743313423714
1983-07-18,0.1512876147325077
1983-07-19,0.17223602337289917
1983-07-20,0.13229031761411164
1983-07-21,0.1607934479209529
1983-07-22,0.19361171043335665
1983-07-25,0.20709553125648145
1983-07-26,0.31324750341018087
1983-07-27,0.2789457813833078
1983-07-28,0.22197680344725798
1983-07-29,0.1592302709746594
1983-08-01,0.15187655620265672
1983-08-03,0.20461928094997248
1983-08-04,0.23001898754376393
1983-08-05,0.2576547147405526
1983-08-08,0.2524321880527028
1983-08-09,0.24157163679720506
1983-08-10,0.21089361330310002
1983-08-11,0.2519007563801592
1983-08-12,1.0
1983-08-15,0.1776320926940691
1983-08-16,0.22448925975407388
1983-08-17,0.1776320926778748
1983-08-18,0.18246286587373237
1983-08-19,0.6540582058917387
1983-08-22,0.43798877981524975
1983-08-23,0.3041148327172694
1983-08-24,0.23333357991256837
1983-08-25,0.25705802215408813
1983-08-26,0.24246701148117375
1983-08-29,0.23516388712786374
1983-08-30,0.2381777613527626
1983-08-31,0.27478242129748415
1983-09-01,0.2370296295992702
1983-09-02,0.2394777993123271
1983-09-05,0.21426713561414187
1983-09-06,0.2158916737564357
1983-09-07,0.46743196980256907
1983-09-08,0.32827653834986337
1983-09-09,0.27145646980145166
1983-09-12,0.3085182565661605
1983-09-13,0.34249711115250003
1983-09-14,0.2979704588441762
1983-09-15,0.25145536343954256
1983-09-16,0.2510911305629408
1983-09-19,0.2715169011577487
1983-09-20,0.24540529236256245
1983-09-21,0.313498767065275
1983-09-22,0.3248911129720547
1983-09-23,0.31484743120471037
1983-09-26,0.3224170604458818
1983-09-27,0.3354845895302413
1983-09-28,0.31483222343141276
1983-09-29,0.28119297408314803
1983-09-30,0.3026641626019505
1983-10-03,0.2807561483947551
1983-10-05,0.022942977561490822
1983-10-06,0.17221718853430507
1983-10-07,0.16673701497685126
1983-10-10,0.21062765969451427
1983-10-11,0.0
1983-10-12,0.15614739707180067
1983-10-13,0.21981566685736903
1983-10-14,0.23097716271112576
1983-10-17,0.23167814546552418
1983-10-18,0.25272458460125863
1983-10-19,0.2283961964178515
1983-10-20,0.23958696393570655
1983-10-21,0.24862923810614337
1983-10-24,0.25499325712759474
1983-10-25,0.2390041034938559
1983-10-26,0.2561256985158417
1983-10-27,0.26558785354869774
1983-10-28,0.258201448522381
1983-10-31,0.26091263133064674
1983-11-01,0.2402661905786088
1983-11-02,0.2612109230286221
1983-11-03,0.8236524868149656
1983-11-04,0.6859177046069368
1983-11-07,0.214267134606468
1983-11-08,0.3835923126293251
1983-11-09,0.30236511688336737
1983-11-10,0.2308807851379669
1983-11-11,0.34490617754810227
1983-11-14,0.27369906135194366
1983-11-15,0.2443545023779677
1983-11-16,0.31560582734307496
1983-11-17,0.15499089713958994
1983-11-18,0.2615996095698878
1983-11-21,0.1439279270410998
1983-11-22,0.21426713561414187
1983-11-23,0.35450069739159257
1983-11-24,0.13345275569144655
1983-11-25,0.3022444372199576
1983-11-28,0.28949949563656857
1983-11-29,0.2698099488640219
1983-11-30,0.4997320386161203
1983-12-01,0.3913198902725554
1983-12-02,0.37268418549774524
1983-12-05,0.3667630412766884
1983-12-06,0.22855317232714037
1983-12-07,1.0
1983-12-08,0.27281563358209315
1983-12-09,0.7110008204975641
1983-12-12,0.3419413386619549
1983-12-13,0.24510146411426253
1983-12-14,0.3615059075233508
1983-12-15,0.33853846513587205
1983-12-16,0.40072892725850784
1983-12-19,0.35324109002914955
1983-12-20,0.3088432358582286
1983-12-21,0.3776316279459384
1983-12-22,0.3272001467138342
1983-12-26,0.36936354644173364
1983-12-27,1.0
1983-12-28,0.4164759856031241
1983-12-29,0.3423109775321763
1983-12-30,0.0
1984-01-02,0.7144059242534028
1984-01-03,0.571919619821563
1984-01-04,1.0
1984-01-05,1.0
1984-01-06,1.0
1984-01-09,0.49944758372841064
1984-01-10,1.0
1984-01-11,1.0
1984-01-12,1.0
1984-01-13,1.0
1984-01-16,1.0
1984-01-17,1.0
1984-01-18,1.0
1984-01-19,0.5072972904293783
1984-01-20,0.499944819932343
1984-01-23,0.47288278262078803
1984-01-25,0.41286227662961444
1984-01-26,0.39245062112718887
1984-01-27,0.34441285046373826
1984-01-30,0.36176717695969035
1984-02-01,0.3478268628048073
1984-02-02,0.4081180200471289
1984-02-03,0.44040778653632584
1984-02-06,0.16764778822300716
1984-02-07,0.4339650832063575
1984-02-08,0.45493289763416306
1984-02-09,0.4504736152583571
1984-02-10,0.45827166286060034
1984-02-13,0.4534662693928565
1984-02-14,0.10769495006346934
1984-02-15,0.3967267863063281
1984-02-16,0.4504021812123004
1984-02-17,0.6735853984418546
1984-02-20,0.5717265883366826
1984-02-21,0.011822013371867276
1984-02-22,0.5167813778809116
1984-02-23,0.05172682922220784
1984-02-24,0.5410832135665272
1984-02-27,0.514983769249707
1984-02-28,0.5470956772102826
1984-02-29,0.5558998191936321
1984-03-01,0.5199100632121691
1984-03-02,0.0
1984-03-05,0.49870342149498426
1984-03-06,0.5079163721814952
1984-03-07,0.5048843689613787
1984-03-08,0.5853939249049674
1984-03-09,0.5122912338485299
1984-03-12,0.5337678116038201
1984-03-13,0.0
1984-03-14,0.4957565551530514
1984-03-15,0.5646253678855399
1984-03-16,0.4357971038436783
1984-03-19,0.4928042150779107
1984-03-21,0.4447465024587383
1984-03-22,0.43924270919281944
1984-03-23,0.5031634754830513
1984-03-26,0.46382168868729484
1984-03-27,0.10377898027582957
1984-03-28,0.40202438896548454
1984-03-29,0.4527388287635036
1984-03-30,0.0965922593180068
1984-04-02,0.3528167830171356
1984-04-03,0.398659154074295
1984-04-04,0.44152311707931574
1984-04-05,0.42386545600688197
1984-04-06,0.4433981140376281
1984-04-09,0.4508248633181781
1984-04-10,0.4162674758610592
1984-04-11,0.21163133145267918
1984-04-12,0.3427070313794752
1984-04-13,0.3601693296627068
1984-04-16,0.3914987471708092
1984-04-17,0.3469319370891064
1984-04-18,0.46240778445929387
1984-04-19,0.10102922228223472
1984-04-20,0.2050796360633667
1984-04-23,0.4235066150113256
1984-04-24,0.46397234637117707
1984-04-25,0.4238348992349698
1984-04-26,0.43688094602980226
1984-04-27,0.09304025083168416
1984-04-30,0.3769040321841371
1984-05-01,0.1347335546905108
1984-05-02,0.3241824019201616
1984-05-03,0.33926679628036877
1984-05-04,0.2794813729271415
1984-05-07,0.3659900762654458
1984-05-08,0.3776316617327361
1984-05-09,0.4608586975621032
1984-05-10,0.5322057547876118
1984-05-11,0.49215101718979565
1984-05-14,0.3858170802662033
1984-05-15,0.4276496269142988
1984-05-16,0.2837601643109244
1984-05-17,0.41327198998263354
1984-05-18,0.3997929923345023
1984-05-22,0.37181086245783107
1984-05-23,0.34602211790298804
1984-05-24,0.32102876249657525
1984-05-25,0.4617518790060303
1984-05-28,0.3422254418464506
1984-05-29,0.0009311632206439555
1984-05-30,0.09155186039562507
1984-05-31,0.27198470774058825
1984-06-01,0.3550761604835334
1984-06-04,0.29681253038349314
1984-06-05,0.3241319383961953
1984-06-06,0.4576953864969463
1984-06-07,0.3573821748871356
1984-06-08,1.1685177903154587e-17
1984-06-11,0.10985685795008
1984-06-12,0.07822955458437095
1984-06-13,0.15341474392510565
1984-06-14,0.2794378342559193
1984-06-15,0.31859935114167853
1984-06-18,0.25271148382029357
1984-06-19,0.36156345766123416
1984-06-20,0.36744528728071996
1984-06-21,0.37616304672502726
1984-06-22,4.779592400692778e-18
1984-06-25,0.1737778559693567
1984-06-27,0.23005270038870637
1984-06-28,2.4111605688518506e-18
1984-06-29,0.18560447432025204
1984-07-02,0.21912620492324628
1984-07-03,0.25085853341711895
1984-07-04,0.2412528754853768
1984-07-05,0.32565808214312497
1984-07-06,0.35434856356829625
1984-07-09,0.3427070313794752
1984-07-10,0.23247121125803713
1984-07-11,0.24090994331443558
1984-07-12,0.3689004788043226
1984-07-13,0.4271730417973857
1984-07-16,0.43943446794835617
1984-07-17,0.47845289745585573
1984-07-18,0.9999999999999999
1984-07-19,0.7197177901859229
1984-07-20,0.6812766572042191
1984-07-23,0.5991285882112265
1984-07-24,0.5135694871324533
1984-07-25,0.4642155235999823
1984-07-26,0.4365668846518451
1984-07-27,0.3599300101895612
1984-07-30,0.3887902675547433
1984-07-31,0.35525405385240205
1984-08-01,0.32768754232377845
1984-08-03,0.3601693448363253
1984-08-06,0.0
1984-08-07,0.24586394664418862
1984-08-08,0.2661778192934358
1984-08-09,0.24319285558438364
1984-08-10,0.25062802046513455
1984-08-13,0.2662185276992652
1984-08-14,0.038370454983220816
1984-08-15,0.25543682339404555
1984-08-16,0.28886907907300613
1984-08-17,0.2507519033179355
1984-08-20,0.28202099738684216
1984-08-21,0.25565446554995613
1984-08-22,0.22577073461359987
1984-08-23,0.25598896913074376
1984-08-24,0.2064025714257238
1984-08-27,0.1860477550567651
1984-08-28,0.15950373671081497
1984-08-29,0.18033335964980204
1984-08-30,0.19199853585574983
1984-08-31,0.15509153717436533
1984-09-03,0.1528783356143738
1984-09-04,0.0
1984-09-05,0.014551915228366852
1984-09-06,0.029244875584113466
1984-09-07,0.0
1984-09-10,0.003880510727556813
1984-09-11,0.0
1984-09-12,0.05015728165128052
1984-09-13,0.0
1984-09-14,2.5253851641223086e-17
1984-09-17,0.0
1984-09-18,0.0
1984-09-19,0.0
1984-09-20,0.0
1984-09-21,0.0
1984-09-24,0.0
1984-09-25,0.0
1984-09-26,0.0
1984-09-27,0.0
1984-09-28,0.0
1984-10-01,0.0
1984-10-03,0.038374697789931855
1984-10-04,0.05666526500527801
1984-10-05,0.06345718601931953
1984-10-08,0.09255741113565233
1984-10-09,0.07706743049392155
1984-10-10,0.0
1984-10-11,0.04002719447012737
1984-10-12,0.026136275837112345
1984-10-15,0.0
1984-10-16,0.00010147729312928479
1984-10-17,0.0
1984-10-18,0.0
1984-10-19,0.0
1984-10-22,0.0762525402118371
1984-10-23,0.004523479453734852
1984-10-24,0.0718158373037557
1984-10-25,0.0
1984-10-26,0.05916248149733989
1984-10-29,0.049695338236753824
1984-10-30,0.013292524115623025
1984-10-31,0.0
1984-11-01,0.020372708909926412
1984-11-02,0.028583475144995624
1984-11-05,0.0
1984-11-06,0.0
1984-11-07,0.0
1984-11-08,0.0
1984-11-09,0.037174810709428165
1984-11-12,0.03447187029701956
1984-11-13,0.0306266552800861
1984-11-14,0.027315342010012834
1984-11-15,0.0
1984-11-16,0.026597855505333654
1984-11-19,0.013167614712524402
1984-11-20,0.03411585714204208
1984-11-21,0.03128661773635666
1984-11-22,0.0
1984-11-23,0.0
1984-11-26,0.0
1984-11-27,0.44366537988893107
1984-11-28,0.4353773233269953
1984-11-29,0.41750355416014473
1984-11-30,0.3515871248208908
1984-12-03,0.3685771029101887
1984-12-04,0.3526854875413218
1984-12-05,0.3607737286947512
1984-12-06,0.3427070313794752
1984-12-07,0.24663249003679774
1984-12-10,0.16097512199779637
1984-12-11,0.2444354481660886
1984-12-12,0.1941037417602331
1984-12-13,0.2566476038686774
1984-12-14,0.14793935386717103
1984-12-17,0.23571580738920125
1984-12-18,0.182508447013595
1984-12-19,0.12485904462167166
1984-12-20,0.08459305943087343
1984-12-24,0.13101727857261672
1984-12-25,0.11829331971287772
1984-12-26,0.10352062993178583
1984-12-27,0.12837316403537666
1984-12-28,0.1573254473343751
1984-12-31,0.15968239757497926
1985-01-01,0.37433770132916727
1985-01-02,0.31715257137890407
1985-01-03,0.25599712600043956
1985-01-04,0.37763162803971906
1985-01-07,0.42178636357299926
1985-01-08,0.1823010306001529
1985-01-09,0.1473617677517465
1985-01-10,0.15332526884009554
1985-01-11,0.1499357814421236
1985-01-14,0.1298111788994094
1985-01-15,0.13536399182160355
1985-01-16,0.14258387215743923
1985-01-17,0.13784956250198657
1985-01-18,0.1385320795315636
1985-01-21,0.14211717415059494
1985-01-22,0.12913908690620365
1985-01-24,0.12886132115215027
1985-01-25,0.13203757482246478
1985-01-28,0.14409373485994517
1985-01-29,0.14963886077798608
1985-01-31,0.8425197502499031
1985-02-01,0.18362635833723337
1985-02-04,0.16746683037881008
1985-02-05,0.15636385097887637
1985-02-06,0.15275323126691034
1985-02-07,0.16113252901213532
1985-02-08,0.17691358008500835
1985-02-11,0.17872180278603358
1985-02-12,0.18501813359016184
1985-02-13,0.17799505613248517
1985-02-14,0.17408420263442068
1985-02-15,0.14178018503680773
1985-02-18,0.12695170271347125
1985-02-19,0.13565463307098433
1985-02-20,0.1508798205848396
1985-02-21,0.1512239953407705
1985-02-22,0.14192759863927965
1985-02-25,0.15455248772548427
1985-02-26,0.15796006181052888
1985-02-27,0.12748431909147415
1985-02-28,0.04230584438098029
1985-03-01,0.0
1985-03-04,0.0
1985-03-05,0.08422654878113016
1985-03-06,0.0
1985-03-07,0.0
1985-03-08,0.0
1985-03-11,0.0
1985-03-12,0.06721598410699417
1985-03-13,0.0
1985-03-14,0.10593626544630706
1985-03-15,0.0
1985-03-18,0.0
1985-03-20,0.6459207542209986
1985-03-21,0.22883387912475522
1985-03-22,0.554959897545949
1985-03-25,0.1399100574345212
1985-03-26,0.17012566824653638
1985-03-27,0.1806644458234606
1985-03-28,0.635115473209271
1985-03-29,0.19163866040118088
1985-04-01,0.10292206418930927
1985-04-02,0.1720764521636215
1985-04-03,0.18474045298664102
1985-04-04,0.12841270945798905
1985-04-05,0.16644903785876472
1985-04-08,0.12805514291121692
1985-04-09,0.1501259406844643
1985-04-10,0.16109247730955376
1985-04-11,0.13429154762402204
1985-04-12,0.5763999097788787
1985-04-15,0.5928874736315776
1985-04-16,0.5526048722781695
1985-04-17,0.5821145805204201
1985-04-18,0.555339996828099
1985-04-19,0.6035187581523389
1985-04-22,0.6019319159615242
1985-04-23,0.08419649268474665
1985-04-24,0.15153676899292112
1985-04-25,0.10577521161627666
1985-04-26,0.0892742843536347
1985-04-29,0.10079491865521131
1985-04-30,0.1052342537390135
1985-05-01,0.10963274126743477
1985-05-02,0.10083639319640518
1985-05-03,0.08701560515115968
1985-05-07,0.07391694862624808
1985-05-08,0.06243692410375044
1985-05-09,0.06281173482620687
1985-05-10,0.07220020023307797
1985-05-13,0.07091574098639603
1985-05-14,0.05980630009207573
1985-05-15,0.0543476273133222
1985-05-16,0.08402797330479773
1985-05-17,0.06970667954129553
1985-05-20,0.3776316279459384
1985-05-21,0.7661915542001878
1985-05-22,0.19869274605328494
1985-05-23,0.18937969124329854
1985-05-24,0.2102623046945544
1985-05-27,0.21617185804788164
1985-05-28,0.15321254325882774
1985-05-29,0.5382315989743515
1985-05-30,1.2216363554074234e-17
1985-05-31,0.608651778238652
1985-06-03,0.15764373034337062
1985-06-04,0.5290070177052366
1985-06-05,0.505077117858085
1985-06-06,0.40594366303014845
1985-06-07,0.49730991908002414
1985-06-10,0.426897426068454
1985-06-11,0.4043804200331282
1985-06-12,0.2454742274340581
1985-06-13,0.2923120965018329
1985-06-14,0.3194124183643176
1985-06-17,0.3048720529436545
1985-06-18,0.09348044778285114
1985-06-19,0.2535700968932338
1985-06-20,0.27283940957602243
1985-06-21,0.26766474376127647
1985-06-24,0.30526831042805375
1985-06-26,0.2964564171500444
1985-06-27,0.29047925744797287
1985-06-28,0.2780467480251997
1985-07-01,0.0916574623056797
1985-07-02,1.4481663623602875e-17
1985-07-03,0.1906283662700988
1985-07-04,0.780143591171535
1985-07-05,0.7765710289271529
1985-07-08,0.38182772368770984
1985-07-09,0.2922160764642333
1985-07-10,0.35063960392166876
1985-07-11,0.6091799195361083
1985-07-12,0.3459545944879774
1985-07-15,0.5842720898256941
1985-07-16,0.41759255142612045
1985-07-17,0.4863772514317516
1985-07-18,0.3978466900018373
1985-07-19,0.36285583709089625
1985-07-22,0.3623521196570152
1985-07-23,0.1051601143981781
1985-07-24,0.4041288558339678
1985-07-25,0.3989917606673914
1985-07-26,0.6125352121327965
1985-07-29,0.19304409068241046
1985-07-30,0.187555964098435
1985-07-31,0.16735810000808232
1985-08-01,0.17902596968822362
1985-08-05,0.16726007464222079
1985-08-06,0.7488411818769277
1985-08-07,0.6461167605668054
1985-08-08,0.2863658675875588
1985-08-09,0.9999999999999999
1985-08-12,0.21188908028304201
1985-08-13,0.24857243096001416
