date,cgp_ucb
1982-02-25,0.0
1982-03-30,0.0
1982-04-29,0.0
1982-05-27,0.0
1982-07-29,1.8711421301276232e-05
1982-08-30,0.0
1982-09-29,0.0
1982-10-28,0.0
1982-11-29,0.0
1982-12-30,0.0
1983-03-30,0.38020356074273415
1983-04-28,0.28010549680477975
