date,irl_gail
2000-10-03,[[0.38194126]]
2000-10-04,[[0.31985158]]
2000-10-05,[[0.3185001]]
2000-10-06,[[0.30789354]]
2000-10-09,[[0.30554312]]
2000-10-10,[[0.3362142]]
2000-10-11,[[0.3033551]]
2000-10-12,[[0.34139758]]
2000-10-13,[[0.39103055]]
2000-10-16,[[0.29828233]]
2000-10-17,[[0.29497892]]
2000-10-18,[[0.29972386]]
2000-10-19,[[0.31392562]]
2000-10-20,[[0.3137865]]
2000-10-23,[[0.31667626]]
2000-10-24,[[0.30331826]]
2000-10-25,[[0.31577745]]
2000-10-26,[[0.3502857]]
2000-10-27,[[0.35116118]]
2000-10-30,[[0.3174311]]
2000-10-31,[[0.34023196]]
2000-11-01,[[0.32651624]]
2000-11-02,[[0.33822817]]
2000-11-03,[[0.34356952]]
2000-11-06,[[0.34442747]]
2000-11-07,[[0.34382477]]
2000-11-08,[[0.34617817]]
2000-11-09,[[0.36182013]]
2000-11-10,[[0.40007216]]
2000-11-13,[[0.40485346]]
2000-11-14,[[0.4128739]]
2000-11-15,[[0.40135252]]
2000-11-16,[[0.45418438]]
2000-11-17,[[0.47451022]]
2000-11-20,[[0.44570357]]
2000-11-21,[[0.37367895]]
2000-11-22,[[0.40000945]]
2000-11-24,[[0.42401126]]
2000-11-27,[[0.39819926]]
2000-11-28,[[0.36938763]]
2000-11-29,[[0.3878811]]
2000-11-30,[[0.3942525]]
2000-12-01,[[0.3829311]]
2000-12-04,[[0.50106466]]
2000-12-05,[[0.39585105]]
2000-12-06,[[0.4842553]]
2000-12-07,[[0.5823213]]
2000-12-08,[[0.5526161]]
2000-12-11,[[0.48101068]]
2000-12-12,[[0.59375167]]
2000-12-13,[[0.5709097]]
2000-12-14,[[0.5140407]]
2000-12-15,[[0.50263125]]
2000-12-18,[[0.3510201]]
2000-12-19,[[0.3310634]]
2000-12-20,[[0.454768]]
2000-12-21,[[0.3179413]]
2000-12-22,[[0.3238724]]
2000-12-26,[[0.3410282]]
2000-12-27,[[0.3397746]]
2000-12-28,[[0.32605082]]
2000-12-29,[[0.32555133]]
2001-01-02,[[0.31867233]]
2001-01-03,[[0.34855562]]
2001-01-04,[[0.51010096]]
2001-01-05,[[0.48269898]]
2001-01-08,[[0.69627106]]
2001-01-09,[[0.5991871]]
2001-01-10,[[0.57382035]]
2001-01-11,[[0.5624581]]
2001-01-12,[[0.5555537]]
2001-01-16,[[0.5228549]]
2001-01-17,[[0.5586818]]
2001-01-18,[[0.555508]]
2001-01-19,[[0.557778]]
2001-01-22,[[0.5536941]]
2001-01-23,[[0.51757616]]
2001-01-24,[[0.564247]]
2001-01-25,[[0.5574162]]
2001-01-26,[[0.5562321]]
2001-01-29,[[0.4727132]]
2001-01-30,[[0.48374245]]
2001-01-31,[[0.4532559]]
2001-02-01,[[0.4580542]]
2001-02-02,[[0.45458373]]
2001-02-05,[[0.45357132]]
2001-02-06,[[0.49304068]]
2001-02-07,[[0.41436318]]
2001-02-08,[[0.45679015]]
2001-02-09,[[0.4727245]]
2001-02-12,[[0.51264435]]
2001-02-13,[[0.38752484]]
2001-02-14,[[0.37085593]]
2001-02-15,[[0.4339316]]
2001-02-16,[[0.51237416]]
2001-02-20,[[0.64850855]]
2001-02-21,[[0.69200313]]
2001-02-22,[[0.7124852]]
2001-02-23,[[0.74612534]]
2001-02-26,[[0.7593777]]
2001-02-27,[[0.69848406]]
2001-02-28,[[0.7083777]]
2001-03-01,[[0.66758054]]
2001-03-02,[[0.7400986]]
2001-03-05,[[0.8053848]]
2001-03-06,[[0.79800653]]
2001-03-07,[[0.83755565]]
2001-03-08,[[0.83395815]]
2001-03-09,[[0.80927944]]
2001-03-12,[[0.8222354]]
2001-03-13,[[0.74934155]]
2001-03-14,[[0.8026097]]
2001-03-15,[[0.78081197]]
2001-03-16,[[0.7449672]]
2001-03-19,[[0.73165053]]
2001-03-20,[[0.72969747]]
2001-03-21,[[0.7058544]]
2001-03-22,[[0.6869492]]
2001-03-23,[[0.6722215]]
2001-03-26,[[0.6702708]]
2001-03-27,[[0.6349384]]
2001-03-28,[[0.6098729]]
2001-03-29,[[0.667891]]
2001-03-30,[[0.66829336]]
2001-04-02,[[0.63355803]]
2001-04-03,[[0.59178054]]
2001-04-04,[[0.6570208]]
2001-04-05,[[0.65226495]]
2001-04-06,[[0.62681776]]
2001-04-09,[[0.6479591]]
2001-04-10,[[0.64892054]]
2001-04-11,[[0.6160834]]
2001-04-12,[[0.6309651]]
2001-04-16,[[0.6041755]]
2001-04-17,[[0.48795298]]
2001-04-18,[[0.36091188]]
2001-04-19,[[0.35179657]]
2001-04-20,[[0.37940478]]
2001-04-23,[[0.47641328]]
2001-04-24,[[0.43609223]]
2001-04-25,[[0.46605757]]
2001-04-26,[[0.42134774]]
2001-04-27,[[0.40889746]]
2001-04-30,[[0.36830196]]
2001-05-01,[[0.3913429]]
2001-05-02,[[0.36952507]]
2001-05-03,[[0.39632708]]
2001-05-04,[[0.40200943]]
2001-05-07,[[0.34975535]]
2001-05-08,[[0.3082559]]
2001-05-09,[[0.3036464]]
2001-05-10,[[0.30542782]]
2001-05-11,[[0.251038]]
2001-05-14,[[0.17447826]]
2001-05-15,[[0.20056129]]
2001-05-16,[[0.13705885]]
2001-05-17,[[0.30611914]]
2001-05-18,[[0.30375344]]
2001-05-21,[[0.2655097]]
2001-05-22,[[0.11341378]]
2001-05-23,[[0.0803535]]
2001-05-24,[[0.09453076]]
2001-05-25,[[0.05962852]]
2001-05-29,[[0.07889733]]
2001-05-30,[[0.15834954]]
2001-05-31,[[0.20643315]]
2001-06-01,[[0.27899963]]
2001-06-04,[[0.29994762]]
2001-06-05,[[0.31289768]]
2001-06-06,[[0.3904372]]
2001-06-07,[[0.3897083]]
2001-06-08,[[0.4460075]]
2001-06-11,[[0.45203444]]
2001-06-12,[[0.54339874]]
2001-06-13,[[0.57173413]]
2001-06-14,[[0.5576617]]
2001-06-15,[[0.5424313]]
2001-06-18,[[0.54173154]]
2001-06-19,[[0.49663025]]
2001-06-20,[[0.56595224]]
2001-06-21,[[0.6803054]]
2001-06-22,[[0.7358464]]
2001-06-25,[[0.5770084]]
2001-06-26,[[0.5555837]]
2001-06-27,[[0.5776392]]
2001-06-28,[[0.54994327]]
2001-06-29,[[0.59434223]]
2001-07-02,[[0.58288825]]
2001-07-03,[[0.5550956]]
2001-07-05,[[0.5286142]]
2001-07-06,[[0.5254234]]
2001-07-09,[[0.3793829]]
2001-07-10,[[0.56569606]]
2001-07-11,[[0.5734589]]
2001-07-12,[[0.6352548]]
2001-07-13,[[0.7210326]]
2001-07-16,[[0.7258389]]
2001-07-17,[[0.6111599]]
2001-07-18,[[0.5523574]]
2001-07-19,[[0.6506314]]
2001-07-20,[[0.651902]]
2001-07-23,[[0.68813896]]
2001-07-24,[[0.70676124]]
2001-07-25,[[0.7201498]]
2001-07-26,[[0.7634928]]
2001-07-27,[[0.7643875]]
2001-07-30,[[0.77085036]]
2001-07-31,[[0.74591935]]
2001-08-01,[[0.69473565]]
2001-08-02,[[0.70551217]]
2001-08-03,[[0.69891137]]
2001-08-06,[[0.7566509]]
2001-08-07,[[0.7504225]]
2001-08-08,[[0.55730444]]
2001-08-09,[[0.7163758]]
2001-08-10,[[0.70044327]]
2001-08-13,[[0.6732428]]
2001-08-14,[[0.3088949]]
2001-08-15,[[0.3543889]]
2001-08-16,[[0.38265124]]
2001-08-17,[[0.4196003]]
2001-08-20,[[0.5296762]]
2001-08-21,[[0.4756425]]
2001-08-22,[[0.49151075]]
2001-08-23,[[0.5567424]]
2001-08-24,[[0.57750696]]
2001-08-27,[[0.6814045]]
2001-08-28,[[0.6456629]]
2001-08-29,[[0.6414394]]
2001-08-30,[[0.58833444]]
2001-08-31,[[0.652803]]
2001-09-04,[[0.66176313]]
2001-09-05,[[0.60252166]]
2001-09-06,[[0.6447382]]
2001-09-07,[[0.63590187]]
2001-09-10,[[0.65241534]]
2001-09-17,[[0.7023538]]
2001-09-18,[[0.7833538]]
2001-09-19,[[0.7729776]]
2001-09-20,[[0.77764523]]
2001-09-21,[[0.85729146]]
2001-09-24,[[0.79508835]]
2001-09-25,[[0.8985917]]
2001-09-26,[[0.8423883]]
2001-09-27,[[0.78637636]]
2001-09-28,[[0.81207025]]
2001-10-01,[[0.80387884]]
2001-10-02,[[0.6719166]]
2001-10-03,[[0.6114549]]
2001-10-04,[[0.7354602]]
2001-10-05,[[0.7606864]]
2001-10-08,[[0.7853848]]
2001-10-09,[[0.63717914]]
2001-10-10,[[0.63346475]]
2001-10-11,[[0.5690121]]
2001-10-12,[[0.78056103]]
2001-10-15,[[0.8089442]]
2001-10-16,[[0.78646207]]
2001-10-17,[[0.7774221]]
2001-10-18,[[0.83232486]]
2001-10-19,[[0.74927723]]
2001-10-22,[[0.6994306]]
2001-10-23,[[0.24109668]]
2001-10-24,[[0.27662742]]
2001-10-25,[[0.2644089]]
2001-10-26,[[0.24563596]]
2001-10-29,[[0.28848475]]
2001-10-30,[[0.3833811]]
2001-10-31,[[0.46532306]]
2001-11-01,[[0.493052]]
2001-11-02,[[0.44869205]]
2001-11-05,[[0.45641246]]
2001-11-06,[[0.3907157]]
2001-11-07,[[0.39530826]]
2001-11-08,[[0.42536435]]
2001-11-09,[[0.4214241]]
2001-11-12,[[0.39531547]]
2001-11-13,[[0.39499918]]
2001-11-14,[[0.3858918]]
2001-11-15,[[0.35581577]]
2001-11-16,[[0.32219738]]
2001-11-19,[[0.33604288]]
2001-11-20,[[0.35351244]]
2001-11-21,[[0.32679585]]
2001-11-23,[[0.32451528]]
2001-11-26,[[0.24290264]]
2001-11-27,[[0.26210016]]
2001-11-28,[[0.3760364]]
2001-11-29,[[0.38582504]]
2001-11-30,[[0.39152646]]
2001-12-03,[[0.39203656]]
2001-12-04,[[0.33073625]]
2001-12-05,[[0.32849097]]
2001-12-06,[[0.3294141]]
2001-12-07,[[0.34481466]]
2001-12-10,[[0.35075665]]
2001-12-11,[[0.588362]]
2001-12-12,[[0.583549]]
2001-12-13,[[0.64640236]]
2001-12-14,[[0.7099857]]
2001-12-17,[[0.6339396]]
2001-12-18,[[0.49564606]]
2001-12-19,[[0.48008984]]
2001-12-20,[[0.4049649]]
2001-12-21,[[0.43295485]]
2001-12-24,[[0.41833767]]
2001-12-26,[[0.46042547]]
2001-12-27,[[0.42794335]]
2001-12-28,[[0.40026364]]
2001-12-31,[[0.35577834]]
2002-01-02,[[0.37932917]]
2002-01-03,[[0.35768187]]
2002-01-04,[[0.47957158]]
2002-01-07,[[0.53534657]]
2002-01-08,[[0.33663976]]
2002-01-09,[[0.32416672]]
2002-01-10,[[0.30018365]]
2002-01-11,[[0.2921213]]
2002-01-14,[[0.31492522]]
2002-01-15,[[0.25453964]]
2002-01-16,[[0.23963949]]
2002-01-17,[[0.3626417]]
2002-01-18,[[0.42955896]]
2002-01-22,[[0.48158154]]
2002-01-23,[[0.4713548]]
2002-01-24,[[0.6051289]]
2002-01-25,[[0.617731]]
2002-01-28,[[0.6182358]]
2002-01-29,[[0.667804]]
2002-01-30,[[0.63493776]]
2002-01-31,[[0.7200867]]
2002-02-01,[[0.72468543]]
2002-02-04,[[0.82443154]]
2002-02-05,[[0.6700053]]
2002-02-06,[[0.7196664]]
2002-02-07,[[0.72287786]]
2002-02-08,[[0.7039648]]
2002-02-11,[[0.7263247]]
2002-02-12,[[0.70480984]]
2002-02-13,[[0.6734972]]
2002-02-14,[[0.61236954]]
2002-02-15,[[0.5979006]]
2002-02-19,[[0.67681617]]
2002-02-20,[[0.6505303]]
2002-02-21,[[0.56722486]]
2002-02-22,[[0.67001915]]
2002-02-25,[[0.5846725]]
2002-02-26,[[0.44180062]]
2002-02-27,[[0.42889348]]
2002-02-28,[[0.436648]]
2002-03-01,[[0.43590727]]
2002-03-04,[[0.34906018]]
2002-03-05,[[0.3534189]]
2002-03-06,[[0.23713446]]
2002-03-07,[[0.14148697]]
2002-03-08,[[0.14969033]]
2002-03-11,[[0.10220575]]
2002-03-12,[[0.110827]]
2002-03-13,[[0.14756486]]
2002-03-14,[[0.1506531]]
2002-03-15,[[0.26680145]]
2002-03-18,[[0.24344236]]
2002-03-19,[[0.1687777]]
2002-03-20,[[0.1117408]]
2002-03-21,[[0.08078879]]
2002-03-22,[[0.11937079]]
2002-03-25,[[0.02988821]]
2002-03-26,[[0.04512879]]
2002-03-27,[[0.0335314]]
2002-03-28,[[0.02664673]]
2002-04-01,[[0.02306587]]
2002-04-02,[[0.04631227]]
2002-04-03,[[0.02768999]]
2002-04-04,[[0.02655339]]
2002-04-05,[[0.07098782]]
2002-04-08,[[0.03650233]]
2002-04-09,[[0.03318745]]
2002-04-10,[[0.04215741]]
2002-04-11,[[0.08399227]]
2002-04-12,[[0.08873069]]
2002-04-15,[[0.10066822]]
2002-04-16,[[0.14410555]]
2002-04-17,[[0.3191526]]
2002-04-18,[[0.29801708]]
2002-04-19,[[0.28010386]]
2002-04-22,[[0.2624799]]
2002-04-23,[[0.20648468]]
2002-04-24,[[0.2677744]]
2002-04-25,[[0.25002322]]
2002-04-26,[[0.25302023]]
2002-04-29,[[0.32793713]]
2002-04-30,[[0.2674507]]
2002-05-01,[[0.51163965]]
2002-05-02,[[0.42435592]]
2002-05-03,[[0.38524744]]
2002-05-06,[[0.4422037]]
2002-05-07,[[0.4763165]]
2002-05-08,[[0.46299103]]
2002-05-09,[[0.2880813]]
2002-05-10,[[0.36982358]]
2002-05-13,[[0.38325682]]
2002-05-14,[[0.29910326]]
2002-05-15,[[0.45448813]]
2002-05-16,[[0.42367136]]
2002-05-17,[[0.4391139]]
2002-05-20,[[0.3727106]]
2002-05-21,[[0.41948223]]
2002-05-22,[[0.40727526]]
2002-05-23,[[0.4000855]]
2002-05-24,[[0.37258893]]
2002-05-28,[[0.35025203]]
2002-05-29,[[0.34136856]]
2002-05-30,[[0.3197056]]
2002-05-31,[[0.2895977]]
2002-06-03,[[0.26003802]]
2002-06-04,[[0.22433469]]
2002-06-05,[[0.2642318]]
2002-06-06,[[0.27449203]]
2002-06-07,[[0.27356428]]
2002-06-10,[[0.26972455]]
2002-06-11,[[0.2347467]]
2002-06-12,[[0.29926425]]
2002-06-13,[[0.36546344]]
2002-06-14,[[0.3404866]]
2002-06-17,[[0.2927311]]
2002-06-18,[[0.26410198]]
2002-06-19,[[0.1883643]]
2002-06-20,[[0.22702196]]
2002-06-21,[[0.27688253]]
2002-06-24,[[0.34249714]]
2002-06-25,[[0.32642546]]
2002-06-26,[[0.37222373]]
2002-06-27,[[0.3883794]]
2002-06-28,[[0.48740298]]
2002-07-01,[[0.5187148]]
2002-07-02,[[0.67159086]]
2002-07-03,[[0.7001016]]
2002-07-05,[[0.7433819]]
2002-07-08,[[0.7760694]]
2002-07-09,[[0.7983463]]
2002-07-10,[[0.8247049]]
2002-07-11,[[0.85745263]]
2002-07-12,[[0.8800533]]
2002-07-15,[[0.87647843]]
2002-07-16,[[0.9018221]]
2002-07-17,[[0.9071654]]
2002-07-18,[[0.9031731]]
2002-07-19,[[0.9145819]]
2002-07-22,[[0.932145]]
2002-07-23,[[0.92920303]]
2002-07-24,[[0.9372598]]
2002-07-25,[[0.9344188]]
2002-07-26,[[0.94046295]]
2002-07-29,[[0.9189867]]
2002-07-30,[[0.9316798]]
2002-07-31,[[0.92957455]]
2002-08-01,[[0.91360044]]
2002-08-02,[[0.94226396]]
2002-08-05,[[0.9370271]]
2002-08-06,[[0.946471]]
2002-08-07,[[0.9508417]]
2002-08-08,[[0.94375944]]
2002-08-09,[[0.9294417]]
2002-08-12,[[0.9115359]]
2002-08-13,[[0.8518853]]
2002-08-14,[[0.8684396]]
2002-08-15,[[0.8197527]]
2002-08-16,[[0.81061625]]
2002-08-19,[[0.81686896]]
2002-08-20,[[0.7096404]]
2002-08-21,[[0.6682668]]
2002-08-22,[[0.60478413]]
2002-08-23,[[0.5493988]]
2002-08-26,[[0.46924973]]
2002-08-27,[[0.19839224]]
2002-08-28,[[0.22490525]]
2002-08-29,[[0.23133168]]
2002-08-30,[[0.21347165]]
2002-09-03,[[0.20528671]]
2002-09-04,[[0.18441138]]
2002-09-05,[[0.19628179]]
2002-09-06,[[0.28724587]]
2002-09-09,[[0.18956691]]
2002-09-10,[[0.20569983]]
2002-09-11,[[0.26864868]]
2002-09-12,[[0.31708986]]
2002-09-13,[[0.4475179]]
2002-09-16,[[0.46722406]]
2002-09-17,[[0.5515819]]
2002-09-18,[[0.62963563]]
2002-09-19,[[0.6868972]]
2002-09-20,[[0.71979904]]
2002-09-23,[[0.72199136]]
2002-09-24,[[0.7540845]]
2002-09-25,[[0.8173024]]
2002-09-26,[[0.8369119]]
2002-09-27,[[0.84997284]]
2002-09-30,[[0.86157453]]
2002-10-01,[[0.863819]]
2002-10-02,[[0.8584418]]
2002-10-03,[[0.862666]]
2002-10-04,[[0.8684343]]
2002-10-07,[[0.8438984]]
2002-10-08,[[0.83655286]]
2002-10-09,[[0.8494098]]
2002-10-10,[[0.8684516]]
2002-10-11,[[0.8976512]]
2002-10-14,[[0.9208925]]
2002-10-15,[[0.9166933]]
2002-10-16,[[0.91837823]]
2002-10-17,[[0.9358939]]
2002-10-18,[[0.9541178]]
2002-10-21,[[0.95389473]]
2002-10-22,[[0.91559935]]
2002-10-23,[[0.934754]]
2002-10-24,[[0.93020767]]
2002-10-25,[[0.9226773]]
2002-10-28,[[0.87829185]]
2002-10-29,[[0.87641037]]
2002-10-30,[[0.8863038]]
2002-10-31,[[0.8542298]]
2002-11-01,[[0.84941304]]
2002-11-04,[[0.746075]]
2002-11-05,[[0.61746025]]
2002-11-06,[[0.43425304]]
2002-11-07,[[0.39566076]]
2002-11-08,[[0.46995893]]
2002-11-11,[[0.39166823]]
2002-11-12,[[0.6543243]]
2002-11-13,[[0.38093662]]
2002-11-14,[[0.34237778]]
2002-11-15,[[0.4146399]]
2002-11-18,[[0.4270615]]
2002-11-19,[[0.24025989]]
2002-11-20,[[0.29486483]]
2002-11-21,[[0.41893533]]
2002-11-22,[[0.5647768]]
2002-11-25,[[0.6247992]]
2002-11-26,[[0.637043]]
2002-11-27,[[0.72907054]]
2002-11-29,[[0.6377491]]
2002-12-02,[[0.6312356]]
2002-12-03,[[0.7545557]]
2002-12-04,[[0.8344808]]
2002-12-05,[[0.84356296]]
2002-12-06,[[0.82117265]]
2002-12-09,[[0.8299439]]
2002-12-10,[[0.8482126]]
2002-12-11,[[0.885339]]
2002-12-12,[[0.8865818]]
2002-12-13,[[0.8739464]]
2002-12-16,[[0.8540108]]
2002-12-17,[[0.8140705]]
2002-12-18,[[0.8107861]]
2002-12-19,[[0.8023897]]
2002-12-20,[[0.7921696]]
2002-12-23,[[0.73797387]]
2002-12-24,[[0.6108759]]
2002-12-26,[[0.7350525]]
2002-12-27,[[0.7053971]]
2002-12-30,[[0.6933275]]
2002-12-31,[[0.76033115]]
2003-01-02,[[0.8215991]]
2003-01-03,[[0.8021155]]
2003-01-06,[[0.80737984]]
2003-01-07,[[0.72513485]]
2003-01-08,[[0.8174175]]
2003-01-09,[[0.830279]]
2003-01-10,[[0.8075861]]
2003-01-13,[[0.7776422]]
2003-01-14,[[0.8136898]]
2003-01-15,[[0.72955877]]
2003-01-16,[[0.6824683]]
2003-01-17,[[0.701661]]
2003-01-21,[[0.79690874]]
2003-01-22,[[0.7852512]]
2003-01-23,[[0.78904986]]
2003-01-24,[[0.85903794]]
2003-01-27,[[0.79289937]]
2003-01-28,[[0.7965441]]
2003-01-29,[[0.8594694]]
2003-01-30,[[0.87453544]]
2003-01-31,[[0.8846205]]
2003-02-03,[[0.77451]]
2003-02-04,[[0.637874]]
2003-02-05,[[0.67634887]]
2003-02-06,[[0.67819715]]
2003-02-07,[[0.6609725]]
2003-02-10,[[0.67318463]]
2003-02-11,[[0.5971231]]
2003-02-12,[[0.58417434]]
2003-02-13,[[0.59425086]]
2003-02-14,[[0.7515626]]
2003-02-18,[[0.63975394]]
2003-02-19,[[0.61102176]]
2003-02-20,[[0.6805831]]
2003-02-21,[[0.6566002]]
2003-02-24,[[0.59946066]]
2003-02-25,[[0.6472789]]
2003-02-26,[[0.5202118]]
2003-02-27,[[0.5396448]]
2003-02-28,[[0.50953346]]
2003-03-03,[[0.46847886]]
2003-03-04,[[0.39340606]]
2003-03-05,[[0.4323138]]
2003-03-06,[[0.39427775]]
2003-03-07,[[0.403469]]
2003-03-10,[[0.3858346]]
2003-03-11,[[0.4412954]]
2003-03-12,[[0.46334457]]
2003-03-13,[[0.43666244]]
2003-03-14,[[0.43747967]]
2003-03-17,[[0.4132779]]
2003-03-18,[[0.38961083]]
2003-03-19,[[0.35415983]]
2003-03-20,[[0.38404167]]
2003-03-21,[[0.35003906]]
2003-03-24,[[0.22397733]]
2003-03-25,[[0.3301239]]
2003-03-26,[[0.20351401]]
2003-03-27,[[0.22822249]]
2003-03-28,[[0.17309368]]
2003-03-31,[[0.2169123]]
2003-04-01,[[0.28427145]]
2003-04-02,[[0.29647702]]
2003-04-03,[[0.28076452]]
2003-04-04,[[0.29993597]]
2003-04-07,[[0.22627044]]
2003-04-08,[[0.21042463]]
2003-04-09,[[0.21567139]]
2003-04-10,[[0.21526304]]
2003-04-11,[[0.17758471]]
2003-04-14,[[0.11660591]]
2003-04-15,[[0.0844267]]
