date,irl
2000-09-22,[[0.51375574]]
2000-09-25,[[0.48391023]]
2000-09-26,[[0.48814797]]
2000-09-27,[[0.49756163]]
2000-09-28,[[0.45234135]]
2000-09-29,[[0.5075223]]
2000-10-02,[[0.5324486]]
2000-10-03,[[0.38514644]]
2000-10-04,[[0.53754145]]
2000-10-05,[[0.54268414]]
2000-10-06,[[0.5360358]]
2000-10-09,[[0.40152496]]
2000-10-10,[[0.39342725]]
2000-10-11,[[0.39309278]]
2000-10-12,[[0.4000693]]
2000-10-13,[[0.41620705]]
2000-10-16,[[0.2918465]]
2000-10-17,[[0.32141164]]
2000-10-18,[[0.31887686]]
2000-10-19,[[0.27523458]]
2000-10-20,[[0.26608682]]
2000-10-23,[[0.20945561]]
2000-10-24,[[0.27295822]]
2000-10-25,[[0.27803823]]
2000-10-26,[[0.278239]]
2000-10-27,[[0.283186]]
2000-10-30,[[0.28536025]]
2000-10-31,[[0.6783975]]
2000-11-01,[[0.49825114]]
2000-11-02,[[0.8015945]]
2000-11-03,[[0.8035817]]
2000-11-06,[[0.8067049]]
2000-11-07,[[0.73738134]]
2000-11-08,[[0.7340131]]
2000-11-09,[[0.7380155]]
2000-11-10,[[0.6771957]]
2000-11-13,[[0.7460661]]
2000-11-14,[[0.7666176]]
2000-11-15,[[0.7757486]]
2000-11-16,[[0.76974577]]
2000-11-17,[[0.78843737]]
2000-11-20,[[0.83368075]]
2000-11-21,[[0.75880957]]
2000-11-22,[[0.73112506]]
2000-11-24,[[0.80681205]]
2000-11-27,[[0.8138729]]
2000-11-28,[[0.8368547]]
2000-11-29,[[0.83759797]]
2000-11-30,[[0.82882583]]
2000-12-01,[[0.784965]]
2000-12-04,[[0.82341266]]
2000-12-05,[[0.82054025]]
2000-12-06,[[0.8607949]]
2000-12-07,[[0.85703516]]
2000-12-08,[[0.8444718]]
2000-12-11,[[0.8681407]]
2000-12-12,[[0.88029844]]
2000-12-13,[[0.8732937]]
2000-12-14,[[0.86674106]]
2000-12-15,[[0.86493087]]
2000-12-18,[[0.8580079]]
2000-12-19,[[0.870633]]
2000-12-20,[[0.8842695]]
2000-12-21,[[0.86861014]]
2000-12-22,[[0.8807459]]
2000-12-26,[[0.8979129]]
2000-12-27,[[0.89563334]]
2000-12-28,[[0.89788556]]
2000-12-29,[[0.8891406]]
2001-01-02,[[0.8842508]]
2001-01-03,[[0.90583056]]
2001-01-04,[[0.94839954]]
2001-01-05,[[0.9306803]]
2001-01-08,[[0.9559432]]
2001-01-09,[[0.9544788]]
2001-01-10,[[0.9356644]]
2001-01-11,[[0.9396228]]
2001-01-12,[[0.9381824]]
2001-01-16,[[0.936043]]
2001-01-17,[[0.9396432]]
2001-01-18,[[0.9339869]]
2001-01-19,[[0.92864454]]
2001-01-22,[[0.93843293]]
2001-01-23,[[0.880448]]
2001-01-24,[[0.9284461]]
2001-01-25,[[0.9279437]]
2001-01-26,[[0.92360604]]
2001-01-29,[[0.8549848]]
2001-01-30,[[0.8374573]]
2001-01-31,[[0.75424135]]
2001-02-01,[[0.7746678]]
2001-02-02,[[0.77765393]]
2001-02-05,[[0.75063825]]
2001-02-06,[[0.6629492]]
2001-02-07,[[0.53908175]]
2001-02-08,[[0.53028405]]
2001-02-09,[[0.5115717]]
2001-02-12,[[0.5227523]]
2001-02-13,[[0.50936866]]
2001-02-14,[[0.5094288]]
2001-02-15,[[0.38691282]]
2001-02-16,[[0.39801344]]
2001-02-20,[[0.3467604]]
2001-02-21,[[0.30890584]]
2001-02-22,[[0.3550655]]
2001-02-23,[[0.2729727]]
2001-02-26,[[0.37243629]]
2001-02-27,[[0.37254557]]
2001-02-28,[[0.46936244]]
2001-03-01,[[0.45016572]]
2001-03-02,[[0.5316593]]
2001-03-05,[[0.5486641]]
2001-03-06,[[0.46726346]]
2001-03-07,[[0.37225705]]
2001-03-08,[[0.37292367]]
2001-03-09,[[0.37065652]]
2001-03-12,[[0.3870554]]
2001-03-13,[[0.48717797]]
2001-03-14,[[0.3901352]]
2001-03-15,[[0.39654785]]
2001-03-16,[[0.38610816]]
2001-03-19,[[0.3743462]]
2001-03-20,[[0.37201333]]
2001-03-21,[[0.2569278]]
2001-03-22,[[0.37173003]]
2001-03-23,[[0.37552494]]
2001-03-26,[[0.39536485]]
2001-03-27,[[0.44004625]]
2001-03-28,[[0.218478]]
2001-03-29,[[0.1730664]]
2001-03-30,[[0.20802787]]
2001-04-02,[[0.2229698]]
2001-04-03,[[0.20530188]]
2001-04-04,[[0.19589242]]
2001-04-05,[[0.19818136]]
2001-04-06,[[0.22065672]]
2001-04-09,[[0.39940667]]
2001-04-10,[[0.511003]]
2001-04-11,[[0.41869846]]
2001-04-12,[[0.24026382]]
2001-04-16,[[0.24983796]]
2001-04-17,[[0.25368416]]
2001-04-18,[[0.25510275]]
2001-04-19,[[0.26347673]]
2001-04-20,[[0.2568109]]
2001-04-23,[[0.23772246]]
2001-04-24,[[0.24893856]]
2001-04-25,[[0.2502203]]
2001-04-26,[[0.39554733]]
2001-04-27,[[0.39160764]]
2001-04-30,[[0.44376665]]
2001-05-01,[[0.3907466]]
2001-05-02,[[0.29592067]]
2001-05-03,[[0.2955041]]
2001-05-04,[[0.39630058]]
2001-05-07,[[0.37551826]]
2001-05-08,[[0.2684173]]
2001-05-09,[[0.26867673]]
2001-05-10,[[0.2650897]]
2001-05-11,[[0.26551118]]
2001-05-14,[[0.3638476]]
2001-05-15,[[0.46259937]]
2001-05-16,[[0.40447706]]
2001-05-17,[[0.46492508]]
2001-05-18,[[0.36291772]]
2001-05-21,[[0.36501855]]
2001-05-22,[[0.35966745]]
2001-05-23,[[0.35441685]]
2001-05-24,[[0.4161681]]
2001-05-25,[[0.3519789]]
2001-05-29,[[0.20521134]]
2001-05-30,[[0.20799023]]
2001-05-31,[[0.19989875]]
2001-06-01,[[0.20347983]]
2001-06-04,[[0.21212187]]
2001-06-05,[[0.1939539]]
2001-06-06,[[0.19068506]]
2001-06-07,[[0.18114111]]
2001-06-08,[[0.1835661]]
2001-06-11,[[0.18651003]]
2001-06-12,[[0.18872723]]
2001-06-13,[[0.19214463]]
2001-06-14,[[0.17276865]]
2001-06-15,[[0.18587929]]
2001-06-18,[[0.20265958]]
2001-06-19,[[0.19871408]]
2001-06-20,[[0.18875119]]
2001-06-21,[[0.18881544]]
2001-06-22,[[0.19018602]]
2001-06-25,[[0.19908136]]
2001-06-26,[[0.2578426]]
2001-06-27,[[0.24565285]]
2001-06-28,[[0.25965118]]
2001-06-29,[[0.3813738]]
2001-07-02,[[0.37961128]]
2001-07-03,[[0.3708902]]
2001-07-05,[[0.46919268]]
2001-07-06,[[0.4178254]]
2001-07-09,[[0.52879155]]
2001-07-10,[[0.48208487]]
2001-07-11,[[0.50789905]]
2001-07-12,[[0.47591692]]
2001-07-13,[[0.41630217]]
2001-07-16,[[0.3900584]]
2001-07-17,[[0.4779261]]
2001-07-18,[[0.52849334]]
2001-07-19,[[0.5505421]]
2001-07-20,[[0.553907]]
2001-07-23,[[0.53318226]]
2001-07-24,[[0.5107076]]
2001-07-25,[[0.629019]]
2001-07-26,[[0.35670692]]
2001-07-27,[[0.44856292]]
2001-07-30,[[0.45001352]]
2001-07-31,[[0.4772679]]
2001-08-01,[[0.48083267]]
2001-08-02,[[0.25247592]]
2001-08-03,[[0.36912614]]
2001-08-06,[[0.36788276]]
2001-08-07,[[0.22109506]]
2001-08-08,[[0.21512139]]
2001-08-09,[[0.20115483]]
2001-08-10,[[0.21069527]]
2001-08-13,[[0.19856417]]
2001-08-14,[[0.19274986]]
2001-08-15,[[0.19272467]]
2001-08-16,[[0.19279051]]
2001-08-17,[[0.17951322]]
2001-08-20,[[0.15919954]]
2001-08-21,[[0.17892572]]
2001-08-22,[[0.16590208]]
2001-08-23,[[0.16765359]]
2001-08-24,[[0.1698125]]
2001-08-27,[[0.19952187]]
2001-08-28,[[0.18884748]]
2001-08-29,[[0.1868732]]
2001-08-30,[[0.18942311]]
2001-08-31,[[0.19384947]]
2001-09-04,[[0.1958789]]
2001-09-05,[[0.19336873]]
2001-09-06,[[0.19682491]]
2001-09-07,[[0.19832322]]
2001-09-10,[[0.19626006]]
2001-09-17,[[0.2181035]]
2001-09-18,[[0.24416867]]
2001-09-19,[[0.2482796]]
2001-09-20,[[0.26310852]]
2001-09-21,[[0.38354656]]
2001-09-24,[[0.22463328]]
2001-09-25,[[0.22945604]]
2001-09-26,[[0.23354784]]
2001-09-27,[[0.24901456]]
2001-09-28,[[0.24345088]]
2001-10-01,[[0.2944216]]
2001-10-02,[[0.29628602]]
2001-10-03,[[0.23705614]]
2001-10-04,[[0.23886603]]
2001-10-05,[[0.24182501]]
2001-10-08,[[0.24357903]]
2001-10-09,[[0.24827209]]
2001-10-10,[[0.25027502]]
2001-10-11,[[0.2502526]]
2001-10-12,[[0.238976]]
2001-10-15,[[0.23648295]]
2001-10-16,[[0.23221964]]
2001-10-17,[[0.23393846]]
2001-10-18,[[0.25109914]]
2001-10-19,[[0.2770844]]
2001-10-22,[[0.27553147]]
2001-10-23,[[0.36909708]]
2001-10-24,[[0.36531782]]
2001-10-25,[[0.35703358]]
2001-10-26,[[0.35723376]]
2001-10-29,[[0.3666352]]
2001-10-30,[[0.35036486]]
2001-10-31,[[0.57167363]]
2001-11-01,[[0.5837789]]
2001-11-02,[[0.5850193]]
2001-11-05,[[0.58077866]]
2001-11-06,[[0.5940306]]
2001-11-07,[[0.70232904]]
2001-11-08,[[0.69388884]]
2001-11-09,[[0.6948852]]
2001-11-12,[[0.6903417]]
2001-11-13,[[0.6644448]]
2001-11-14,[[0.69050914]]
2001-11-15,[[0.7005932]]
2001-11-16,[[0.69420147]]
2001-11-19,[[0.6937457]]
2001-11-20,[[0.680601]]
2001-11-21,[[0.6846522]]
2001-11-23,[[0.66316575]]
2001-11-26,[[0.69402915]]
2001-11-27,[[0.69141304]]
2001-11-28,[[0.69317293]]
2001-11-29,[[0.78239954]]
2001-11-30,[[0.71019673]]
2001-12-03,[[0.7804931]]
2001-12-04,[[0.5195545]]
2001-12-05,[[0.5165637]]
2001-12-06,[[0.57237804]]
2001-12-07,[[0.5173085]]
2001-12-10,[[0.53009117]]
2001-12-11,[[0.5256293]]
2001-12-12,[[0.640944]]
2001-12-13,[[0.63252574]]
2001-12-14,[[0.61421776]]
2001-12-17,[[0.7176676]]
2001-12-18,[[0.78918236]]
2001-12-19,[[0.7808271]]
2001-12-20,[[0.8232306]]
2001-12-21,[[0.8364695]]
2001-12-24,[[0.82971525]]
2001-12-26,[[0.8132378]]
2001-12-27,[[0.8192463]]
2001-12-28,[[0.89412475]]
2001-12-31,[[0.86000234]]
2002-01-02,[[0.179973]]
2002-01-03,[[0.19373968]]
2002-01-04,[[0.19306344]]
2002-01-07,[[0.2017687]]
2002-01-08,[[0.18065134]]
2002-01-09,[[0.19753018]]
2002-01-10,[[0.19402108]]
2002-01-11,[[0.18467003]]
2002-01-14,[[0.18893248]]
2002-01-15,[[0.20241165]]
2002-01-16,[[0.20145234]]
2002-01-17,[[0.21548775]]
2002-01-18,[[0.20693704]]
2002-01-22,[[0.21126783]]
2002-01-23,[[0.20357412]]
2002-01-24,[[0.19578278]]
2002-01-25,[[0.20016629]]
2002-01-28,[[0.19640997]]
2002-01-29,[[0.20544082]]
2002-01-30,[[0.20605573]]
2002-01-31,[[0.20996115]]
2002-02-01,[[0.22052035]]
2002-02-04,[[0.25617355]]
2002-02-05,[[0.3579046]]
2002-02-06,[[0.35936368]]
2002-02-07,[[0.36202043]]
2002-02-08,[[0.35888764]]
2002-02-11,[[0.35714406]]
2002-02-12,[[0.35992074]]
2002-02-13,[[0.36206275]]
2002-02-14,[[0.4451137]]
2002-02-15,[[0.3643732]]
2002-02-19,[[0.3639778]]
2002-02-20,[[0.3639782]]
2002-02-21,[[0.36138868]]
2002-02-22,[[0.3652707]]
2002-02-25,[[0.36428282]]
2002-02-26,[[0.35910004]]
2002-02-27,[[0.36612648]]
2002-02-28,[[0.26175398]]
2002-03-01,[[0.25878292]]
2002-03-04,[[0.3577726]]
2002-03-05,[[0.27663684]]
2002-03-06,[[0.37224165]]
2002-03-07,[[0.40113404]]
2002-03-08,[[0.45790252]]
2002-03-11,[[0.3648677]]
2002-03-12,[[0.2577236]]
2002-03-13,[[0.21141005]]
2002-03-14,[[0.2464529]]
2002-03-15,[[0.24344274]]
2002-03-18,[[0.22344407]]
2002-03-19,[[0.25097924]]
2002-03-20,[[0.25697657]]
2002-03-21,[[0.34883794]]
2002-03-22,[[0.35151795]]
2002-03-25,[[0.35822284]]
2002-03-26,[[0.35019514]]
2002-03-27,[[0.34880173]]
2002-03-28,[[0.34938616]]
2002-04-01,[[0.34931916]]
2002-04-02,[[0.21322328]]
2002-04-03,[[0.19490898]]
2002-04-04,[[0.19404018]]
2002-04-05,[[0.1873262]]
2002-04-08,[[0.18986684]]
2002-04-09,[[0.18082437]]
2002-04-10,[[0.181202]]
2002-04-11,[[0.20468539]]
2002-04-12,[[0.17377642]]
2002-04-15,[[0.17815521]]
2002-04-16,[[0.18862098]]
2002-04-17,[[0.17110917]]
2002-04-18,[[0.17695823]]
2002-04-19,[[0.17642543]]
2002-04-22,[[0.17672274]]
2002-04-23,[[0.17792279]]
2002-04-24,[[0.19622102]]
2002-04-25,[[0.18929502]]
2002-04-26,[[0.20010987]]
2002-04-29,[[0.20248505]]
2002-04-30,[[0.21830067]]
2002-05-01,[[0.22779807]]
2002-05-02,[[0.32935935]]
2002-05-03,[[0.30570793]]
2002-05-06,[[0.24195665]]
2002-05-07,[[0.237793]]
2002-05-08,[[0.23562646]]
2002-05-09,[[0.24123055]]
2002-05-10,[[0.24434745]]
2002-05-13,[[0.23999283]]
2002-05-14,[[0.35977688]]
2002-05-15,[[0.3985824]]
2002-05-16,[[0.37866476]]
2002-05-17,[[0.26599932]]
2002-05-20,[[0.25124583]]
2002-05-21,[[0.3455385]]
2002-05-22,[[0.25442111]]
2002-05-23,[[0.25477034]]
2002-05-24,[[0.2569844]]
2002-05-28,[[0.36740452]]
2002-05-29,[[0.45997316]]
2002-05-30,[[0.46366477]]
2002-05-31,[[0.44734162]]
2002-06-03,[[0.36592704]]
2002-06-04,[[0.47062346]]
2002-06-05,[[0.550506]]
2002-06-06,[[0.46232167]]
2002-06-07,[[0.51087093]]
2002-06-10,[[0.5027849]]
2002-06-11,[[0.20628035]]
2002-06-12,[[0.20742694]]
2002-06-13,[[0.18474981]]
2002-06-14,[[0.19409859]]
2002-06-17,[[0.18482059]]
2002-06-18,[[0.1787391]]
2002-06-19,[[0.17869055]]
2002-06-20,[[0.18011099]]
2002-06-21,[[0.18185467]]
2002-06-24,[[0.161865]]
2002-06-25,[[0.13456625]]
2002-06-26,[[0.14774045]]
2002-06-27,[[0.12244353]]
2002-06-28,[[0.18883425]]
2002-07-01,[[0.14605388]]
2002-07-02,[[0.12915897]]
2002-07-03,[[0.13195804]]
2002-07-05,[[0.10549518]]
2002-07-08,[[0.13189372]]
2002-07-09,[[0.1429818]]
2002-07-10,[[0.15136787]]
2002-07-11,[[0.20255387]]
2002-07-12,[[0.14405945]]
2002-07-15,[[0.15893087]]
2002-07-16,[[0.13876551]]
2002-07-17,[[0.16240075]]
2002-07-18,[[0.15705034]]
2002-07-19,[[0.13720343]]
2002-07-22,[[0.16086248]]
2002-07-23,[[0.19957358]]
2002-07-24,[[0.21867478]]
2002-07-25,[[0.21901888]]
2002-07-26,[[0.22433993]]
2002-07-29,[[0.22605443]]
2002-07-30,[[0.23805076]]
2002-07-31,[[0.24141204]]
2002-08-01,[[0.24820259]]
2002-08-02,[[0.24666807]]
2002-08-05,[[0.24975848]]
2002-08-06,[[0.2528647]]
2002-08-07,[[0.26707324]]
2002-08-08,[[0.27408618]]
2002-08-09,[[0.32308432]]
2002-08-12,[[0.32385504]]
2002-08-13,[[0.30847782]]
2002-08-14,[[0.43954024]]
2002-08-15,[[0.4437123]]
2002-08-16,[[0.43190122]]
2002-08-19,[[0.43167982]]
2002-08-20,[[0.43206328]]
2002-08-21,[[0.4104429]]
2002-08-22,[[0.41761947]]
2002-08-23,[[0.39739183]]
2002-08-26,[[0.4071835]]
2002-08-27,[[0.25341886]]
2002-08-28,[[0.24986586]]
2002-08-29,[[0.24624261]]
2002-08-30,[[0.24698034]]
2002-09-03,[[0.23801443]]
2002-09-04,[[0.22443429]]
2002-09-05,[[0.36257213]]
2002-09-06,[[0.36484683]]
2002-09-09,[[0.35500407]]
2002-09-10,[[0.34615123]]
2002-09-11,[[0.19797465]]
2002-09-12,[[0.18810165]]
2002-09-13,[[0.1931797]]
2002-09-16,[[0.2017256]]
2002-09-17,[[0.19657424]]
2002-09-18,[[0.19684404]]
2002-09-19,[[0.19001433]]
2002-09-20,[[0.19167763]]
2002-09-23,[[0.19041824]]
2002-09-24,[[0.21514171]]
2002-09-25,[[0.211734]]
2002-09-26,[[0.21739796]]
2002-09-27,[[0.2192499]]
2002-09-30,[[0.21872795]]
2002-10-01,[[0.3839758]]
2002-10-02,[[0.20978484]]
2002-10-03,[[0.39024445]]
2002-10-04,[[0.39320105]]
2002-10-07,[[0.39061162]]
2002-10-08,[[0.43552485]]
2002-10-09,[[0.43267962]]
2002-10-10,[[0.6386053]]
2002-10-11,[[0.7109487]]
2002-10-14,[[0.72251225]]
2002-10-15,[[0.8094425]]
2002-10-16,[[0.8990495]]
2002-10-17,[[0.9136673]]
2002-10-18,[[0.9123071]]
2002-10-21,[[0.84701884]]
2002-10-22,[[0.8401223]]
2002-10-23,[[0.87174475]]
2002-10-24,[[0.8579918]]
2002-10-25,[[0.87161183]]
2002-10-28,[[0.8594144]]
2002-10-29,[[0.7680494]]
2002-10-30,[[0.62342775]]
2002-10-31,[[0.6091706]]
2002-11-01,[[0.73960626]]
2002-11-04,[[0.6947822]]
2002-11-05,[[0.7021964]]
2002-11-06,[[0.68544835]]
2002-11-07,[[0.66890323]]
2002-11-08,[[0.679988]]
2002-11-11,[[0.6933261]]
2002-11-12,[[0.80328125]]
2002-11-13,[[0.41546333]]
2002-11-14,[[0.35691306]]
2002-11-15,[[0.21073386]]
2002-11-18,[[0.3545398]]
2002-11-19,[[0.23136982]]
2002-11-20,[[0.210632]]
2002-11-21,[[0.20344988]]
2002-11-22,[[0.22502303]]
2002-11-25,[[0.20469087]]
2002-11-26,[[0.20720905]]
2002-11-27,[[0.24368158]]
2002-11-29,[[0.20767078]]
2002-12-02,[[0.40349093]]
2002-12-03,[[0.20372668]]
2002-12-04,[[0.18138763]]
2002-12-05,[[0.18825316]]
2002-12-06,[[0.19108984]]
2002-12-09,[[0.1923832]]
2002-12-10,[[0.18734324]]
2002-12-11,[[0.19091782]]
2002-12-12,[[0.20127794]]
2002-12-13,[[0.14929825]]
2002-12-16,[[0.18055817]]
2002-12-17,[[0.17909402]]
2002-12-18,[[0.17791176]]
2002-12-19,[[0.18196502]]
2002-12-20,[[0.1821368]]
2002-12-23,[[0.18248415]]
2002-12-24,[[0.19764563]]
2002-12-26,[[0.20040911]]
2002-12-27,[[0.2026309]]
2002-12-30,[[0.22171098]]
2002-12-31,[[0.17724547]]
2003-01-02,[[0.18978989]]
2003-01-03,[[0.19614592]]
2003-01-06,[[0.19683608]]
2003-01-07,[[0.17588398]]
2003-01-08,[[0.34573683]]
2003-01-09,[[0.22964296]]
2003-01-10,[[0.24331832]]
2003-01-13,[[0.19823155]]
2003-01-14,[[0.19572085]]
2003-01-15,[[0.18507624]]
2003-01-16,[[0.2050755]]
2003-01-17,[[0.21012148]]
2003-01-21,[[0.23440436]]
2003-01-22,[[0.34438014]]
2003-01-23,[[0.34599113]]
2003-01-24,[[0.23548245]]
2003-01-27,[[0.33969462]]
2003-01-28,[[0.23207936]]
2003-01-29,[[0.20463738]]
2003-01-30,[[0.20328468]]
2003-01-31,[[0.22008634]]
2003-02-03,[[0.3560032]]
2003-02-04,[[0.36152327]]
2003-02-05,[[0.37955746]]
2003-02-06,[[0.39160943]]
2003-02-07,[[0.23677504]]
2003-02-10,[[0.20780882]]
2003-02-11,[[0.19930467]]
2003-02-12,[[0.2000454]]
2003-02-13,[[0.23982933]]
2003-02-14,[[0.20348167]]
2003-02-18,[[0.20011821]]
2003-02-19,[[0.18762234]]
2003-02-20,[[0.17694578]]
2003-02-21,[[0.17710239]]
2003-02-24,[[0.17918009]]
2003-02-25,[[0.18465865]]
2003-02-26,[[0.17551488]]
2003-02-27,[[0.17369863]]
2003-02-28,[[0.19263169]]
2003-03-03,[[0.17749691]]
2003-03-04,[[0.17603156]]
2003-03-05,[[0.18403885]]
2003-03-06,[[0.17593652]]
2003-03-07,[[0.1697002]]
2003-03-10,[[0.1687265]]
2003-03-11,[[0.22398809]]
2003-03-12,[[0.30586964]]
2003-03-13,[[0.30445057]]
2003-03-14,[[0.22424248]]
2003-03-17,[[0.22208965]]
2003-03-18,[[0.22745785]]
2003-03-19,[[0.19256085]]
2003-03-20,[[0.20154876]]
2003-03-21,[[0.20149404]]
2003-03-24,[[0.22880322]]
2003-03-25,[[0.17950463]]
2003-03-26,[[0.19116968]]
2003-03-27,[[0.18634957]]
2003-03-28,[[0.19061512]]
2003-03-31,[[0.17915785]]
2003-04-01,[[0.19534767]]
2003-04-02,[[0.20159614]]
2003-04-03,[[0.20484185]]
2003-04-04,[[0.20080417]]
2003-04-07,[[0.19263485]]
2003-04-08,[[0.20215139]]
2003-04-09,[[0.214829]]
2003-04-10,[[0.22463962]]
2003-04-11,[[0.22601601]]
2003-04-14,[[0.2269263]]
2003-04-15,[[0.30882394]]
2003-04-16,[[0.2916001]]
