date,irl_gail
2001-07-02,[[0.27105886]]
2001-07-03,[[0.29358742]]
2001-07-05,[[0.2741621]]
2001-07-06,[[0.28600457]]
2001-07-09,[[0.36537907]]
2001-07-10,[[0.3141989]]
2001-07-11,[[0.35626864]]
2001-07-12,[[0.35037416]]
2001-07-13,[[0.36322337]]
2001-07-16,[[0.41104856]]
2001-07-17,[[0.40628475]]
2001-07-18,[[0.59607065]]
2001-07-19,[[0.63792837]]
2001-07-20,[[0.6456424]]
2001-07-23,[[0.5171154]]
2001-07-24,[[0.3681724]]
2001-07-25,[[0.2529434]]
2001-07-26,[[0.20105371]]
2001-07-27,[[0.1766248]]
2001-07-30,[[0.1788829]]
2001-07-31,[[0.20133367]]
2001-08-01,[[0.17988518]]
2001-08-02,[[0.17360732]]
2001-08-03,[[0.17016721]]
2001-08-06,[[0.17555189]]
2001-08-07,[[0.178006]]
2001-08-08,[[0.15528306]]
2001-08-09,[[0.16679576]]
2001-08-10,[[0.17372432]]
2001-08-13,[[0.14990151]]
2001-08-14,[[0.1169093]]
2001-08-15,[[0.16062883]]
2001-08-16,[[0.11422461]]
2001-08-17,[[0.15889639]]
2001-08-20,[[0.09623027]]
2001-08-21,[[0.11359504]]
2001-08-22,[[0.07876945]]
2001-08-23,[[0.1023941]]
2001-08-24,[[0.10422131]]
2001-08-27,[[0.19602773]]
2001-08-28,[[0.13846129]]
2001-08-29,[[0.0996764]]
2001-08-30,[[0.09003693]]
2001-08-31,[[0.08928785]]
2001-09-04,[[0.10706323]]
2001-09-05,[[0.09516191]]
2001-09-06,[[0.10157913]]
2001-09-07,[[0.09537271]]
2001-09-10,[[0.09531239]]
2001-09-17,[[0.10201642]]
2001-09-18,[[0.12199149]]
2001-09-19,[[0.1377087]]
2001-09-20,[[0.13758236]]
2001-09-21,[[0.21102008]]
2001-09-24,[[0.29518765]]
2001-09-25,[[0.36008084]]
2001-09-26,[[0.49480945]]
2001-09-27,[[0.46891218]]
2001-09-28,[[0.56026286]]
2001-10-01,[[0.5606565]]
2001-10-02,[[0.25272852]]
2001-10-03,[[0.18485057]]
2001-10-04,[[0.18716285]]
2001-10-05,[[0.19302717]]
2001-10-08,[[0.19645765]]
2001-10-09,[[0.22255263]]
2001-10-10,[[0.20297986]]
2001-10-11,[[0.22071794]]
2001-10-12,[[0.1853987]]
2001-10-15,[[0.16259342]]
2001-10-16,[[0.24696809]]
2001-10-17,[[0.25211677]]
2001-10-18,[[0.331856]]
2001-10-19,[[0.3390954]]
2001-10-22,[[0.2720855]]
2001-10-23,[[0.37895495]]
2001-10-24,[[0.48486006]]
2001-10-25,[[0.44919205]]
2001-10-26,[[0.47896236]]
2001-10-29,[[0.46732566]]
2001-10-30,[[0.47558212]]
2001-10-31,[[0.55251384]]
2001-11-01,[[0.42615658]]
2001-11-02,[[0.50845224]]
2001-11-05,[[0.48424277]]
2001-11-06,[[0.4531951]]
2001-11-07,[[0.40867126]]
2001-11-08,[[0.502544]]
2001-11-09,[[0.506654]]
2001-11-12,[[0.51245147]]
2001-11-13,[[0.52569145]]
2001-11-14,[[0.519039]]
2001-11-15,[[0.38183963]]
2001-11-16,[[0.37695336]]
2001-11-19,[[0.3654353]]
2001-11-20,[[0.3622227]]
2001-11-21,[[0.07438096]]
2001-11-23,[[0.07067537]]
2001-11-26,[[0.06144163]]
2001-11-27,[[0.07314774]]
2001-11-28,[[0.34658986]]
2001-11-29,[[0.35712862]]
2001-11-30,[[0.3717574]]
2001-12-03,[[0.3917943]]
2001-12-04,[[0.18039453]]
2001-12-05,[[0.15108246]]
2001-12-06,[[0.45656368]]
2001-12-07,[[0.31674346]]
2001-12-10,[[0.25696865]]
2001-12-11,[[0.23107025]]
2001-12-12,[[0.2199409]]
2001-12-13,[[0.20776495]]
2001-12-14,[[0.15785867]]
2001-12-17,[[0.16969305]]
2001-12-18,[[0.2547842]]
2001-12-19,[[0.28531146]]
2001-12-20,[[0.2730983]]
2001-12-21,[[0.2847888]]
2001-12-24,[[0.4170046]]
2001-12-26,[[0.28440356]]
2001-12-27,[[0.29206315]]
2001-12-28,[[0.23274776]]
2001-12-31,[[0.25492483]]
2002-01-02,[[0.31893557]]
2002-01-03,[[0.23274046]]
2002-01-04,[[0.20462981]]
2002-01-07,[[0.15334135]]
2002-01-08,[[0.2459071]]
2002-01-09,[[0.23679063]]
2002-01-10,[[0.24721992]]
2002-01-11,[[0.24730888]]
2002-01-14,[[0.22869015]]
2002-01-15,[[0.22681823]]
2002-01-16,[[0.23062316]]
2002-01-17,[[0.25181448]]
2002-01-18,[[0.2256124]]
2002-01-22,[[0.22863322]]
2002-01-23,[[0.22926009]]
2002-01-24,[[0.22449979]]
2002-01-25,[[0.22599444]]
2002-01-28,[[0.17534283]]
2002-01-29,[[0.18503416]]
2002-01-30,[[0.19709244]]
2002-01-31,[[0.20937693]]
2002-02-01,[[0.19685352]]
2002-02-04,[[0.1927903]]
2002-02-05,[[0.31944528]]
2002-02-06,[[0.23897839]]
2002-02-07,[[0.23746023]]
2002-02-08,[[0.23821619]]
2002-02-11,[[0.24777254]]
2002-02-12,[[0.22997469]]
2002-02-13,[[0.2285989]]
2002-02-14,[[0.20698342]]
2002-02-15,[[0.20803738]]
2002-02-19,[[0.22732344]]
2002-02-20,[[0.22426683]]
2002-02-21,[[0.18251732]]
2002-02-22,[[0.21831435]]
2002-02-25,[[0.15383485]]
2002-02-26,[[0.12455711]]
2002-02-27,[[0.12495458]]
2002-02-28,[[0.15652743]]
2002-03-01,[[0.15917787]]
2002-03-04,[[0.10585454]]
2002-03-05,[[0.11526909]]
2002-03-06,[[0.12935051]]
2002-03-07,[[0.11413673]]
2002-03-08,[[0.11738548]]
2002-03-11,[[0.12259829]]
2002-03-12,[[0.12204126]]
2002-03-13,[[0.1421563]]
2002-03-14,[[0.1097964]]
2002-03-15,[[0.18629307]]
2002-03-18,[[0.12760913]]
2002-03-19,[[0.10809994]]
2002-03-20,[[0.10997397]]
2002-03-21,[[0.12640768]]
2002-03-22,[[0.11726126]]
2002-03-25,[[0.10506737]]
2002-03-26,[[0.16111594]]
2002-03-27,[[0.15689972]]
2002-03-28,[[0.17293939]]
2002-04-01,[[0.18083826]]
2002-04-02,[[0.06825811]]
2002-04-03,[[0.08862883]]
2002-04-04,[[0.1064038]]
2002-04-05,[[0.12664798]]
2002-04-08,[[0.1687398]]
2002-04-09,[[0.1745182]]
2002-04-10,[[0.1866855]]
2002-04-11,[[0.19933301]]
2002-04-12,[[0.2621416]]
2002-04-15,[[0.30751145]]
2002-04-16,[[0.30861294]]
2002-04-17,[[0.29880095]]
2002-04-18,[[0.29153636]]
2002-04-19,[[0.28355524]]
2002-04-22,[[0.30952275]]
2002-04-23,[[0.27829337]]
2002-04-24,[[0.2764233]]
2002-04-25,[[0.27617738]]
2002-04-26,[[0.27514482]]
2002-04-29,[[0.27608293]]
2002-04-30,[[0.27611348]]
2002-05-01,[[0.2770766]]
2002-05-02,[[0.25149834]]
2002-05-03,[[0.25118417]]
2002-05-06,[[0.24536219]]
2002-05-07,[[0.22878268]]
2002-05-08,[[0.23283848]]
2002-05-09,[[0.2703861]]
2002-05-10,[[0.24124643]]
2002-05-13,[[0.22452003]]
2002-05-14,[[0.21059087]]
2002-05-15,[[0.17829457]]
2002-05-16,[[0.18420494]]
2002-05-17,[[0.2326191]]
2002-05-20,[[0.26502374]]
2002-05-21,[[0.19210723]]
2002-05-22,[[0.18267703]]
2002-05-23,[[0.2090677]]
2002-05-24,[[0.25922716]]
2002-05-28,[[0.2035326]]
2002-05-29,[[0.21711674]]
2002-05-30,[[0.22709665]]
2002-05-31,[[0.24193057]]
2002-06-03,[[0.26298073]]
2002-06-04,[[0.13272196]]
2002-06-05,[[0.1480686]]
2002-06-06,[[0.19079554]]
2002-06-07,[[0.14251494]]
2002-06-10,[[0.17459223]]
2002-06-11,[[0.23252615]]
2002-06-12,[[0.18666759]]
2002-06-13,[[0.20761949]]
2002-06-14,[[0.2272661]]
2002-06-17,[[0.23368669]]
2002-06-18,[[0.1908525]]
2002-06-19,[[0.16993672]]
2002-06-20,[[0.15535578]]
2002-06-21,[[0.13994882]]
2002-06-24,[[0.13769534]]
2002-06-25,[[0.11727545]]
2002-06-26,[[0.11540112]]
2002-06-27,[[0.12792903]]
2002-06-28,[[0.11992401]]
2002-07-01,[[0.12550208]]
2002-07-02,[[0.10423303]]
2002-07-03,[[0.0989823]]
2002-07-05,[[0.10239738]]
2002-07-08,[[0.0840497]]
2002-07-09,[[0.08506528]]
2002-07-10,[[0.08701101]]
2002-07-11,[[0.07988042]]
2002-07-12,[[0.08020407]]
2002-07-15,[[0.08332735]]
2002-07-16,[[0.08841521]]
2002-07-17,[[0.09043676]]
2002-07-18,[[0.09076107]]
2002-07-19,[[0.10047755]]
2002-07-22,[[0.09850824]]
2002-07-23,[[0.10815981]]
2002-07-24,[[0.11476323]]
2002-07-25,[[0.1026831]]
2002-07-26,[[0.11039743]]
2002-07-29,[[0.10384589]]
2002-07-30,[[0.08921698]]
2002-07-31,[[0.09029695]]
2002-08-01,[[0.09031937]]
2002-08-02,[[0.09085876]]
2002-08-05,[[0.09180468]]
2002-08-06,[[0.08726528]]
2002-08-07,[[0.09045723]]
2002-08-08,[[0.09153697]]
2002-08-09,[[0.09054258]]
2002-08-12,[[0.09000194]]
2002-08-13,[[0.08818182]]
2002-08-14,[[0.08801213]]
2002-08-15,[[0.08184451]]
2002-08-16,[[0.08116326]]
2002-08-19,[[0.07973647]]
2002-08-20,[[0.10191157]]
2002-08-21,[[0.11619562]]
2002-08-22,[[0.12100413]]
2002-08-23,[[0.1454987]]
2002-08-26,[[0.1538746]]
2002-08-27,[[0.07348254]]
2002-08-28,[[0.06251591]]
2002-08-29,[[0.05360562]]
2002-08-30,[[0.05253232]]
2002-09-03,[[0.06751537]]
2002-09-04,[[0.03248793]]
2002-09-05,[[0.04110301]]
2002-09-06,[[0.04209632]]
2002-09-09,[[0.06916779]]
2002-09-10,[[0.03845936]]
2002-09-11,[[0.04636335]]
2002-09-12,[[0.05366609]]
2002-09-13,[[0.05036798]]
2002-09-16,[[0.06695613]]
2002-09-17,[[0.08023381]]
2002-09-18,[[0.0755257]]
2002-09-19,[[0.08760649]]
2002-09-20,[[0.08409721]]
2002-09-23,[[0.09536871]]
2002-09-24,[[0.10224053]]
2002-09-25,[[0.11088449]]
2002-09-26,[[0.10632518]]
2002-09-27,[[0.10495654]]
2002-09-30,[[0.12905344]]
2002-10-01,[[0.12163067]]
2002-10-02,[[0.15117994]]
2002-10-03,[[0.17588061]]
2002-10-04,[[0.18301281]]
2002-10-07,[[0.20383325]]
2002-10-08,[[0.25843066]]
2002-10-09,[[0.25941196]]
2002-10-10,[[0.27241772]]
2002-10-11,[[0.26506484]]
2002-10-14,[[0.2542072]]
2002-10-15,[[0.39758903]]
2002-10-16,[[0.49653375]]
2002-10-17,[[0.53886145]]
2002-10-18,[[0.54695076]]
2002-10-21,[[0.4035842]]
2002-10-22,[[0.48935792]]
2002-10-23,[[0.49223143]]
2002-10-24,[[0.49691954]]
2002-10-25,[[0.50456184]]
2002-10-28,[[0.5214715]]
2002-10-29,[[0.36804998]]
2002-10-30,[[0.29361242]]
2002-10-31,[[0.32338265]]
2002-11-01,[[0.31972748]]
2002-11-04,[[0.4806111]]
2002-11-05,[[0.52109754]]
2002-11-06,[[0.5282667]]
2002-11-07,[[0.5196554]]
2002-11-08,[[0.524966]]
2002-11-11,[[0.53633714]]
2002-11-12,[[0.5490543]]
2002-11-13,[[0.45226398]]
2002-11-14,[[0.29091823]]
2002-11-15,[[0.33597475]]
2002-11-18,[[0.35909253]]
2002-11-19,[[0.2968958]]
2002-11-20,[[0.27122372]]
2002-11-21,[[0.27671584]]
2002-11-22,[[0.2617936]]
2002-11-25,[[0.2496014]]
2002-11-26,[[0.27447078]]
2002-11-27,[[0.24561536]]
2002-11-29,[[0.31101853]]
2002-12-02,[[0.29836413]]
2002-12-03,[[0.18873367]]
2002-12-04,[[0.17207187]]
2002-12-05,[[0.17868939]]
2002-12-06,[[0.17890134]]
2002-12-09,[[0.19924772]]
2002-12-10,[[0.19839603]]
2002-12-11,[[0.16392651]]
2002-12-12,[[0.16051012]]
2002-12-13,[[0.15056717]]
2002-12-16,[[0.16638759]]
2002-12-17,[[0.17162988]]
2002-12-18,[[0.1906397]]
2002-12-19,[[0.17665246]]
2002-12-20,[[0.18156642]]
2002-12-23,[[0.16498324]]
2002-12-24,[[0.1876322]]
2002-12-26,[[0.14225641]]
2002-12-27,[[0.11380714]]
2002-12-30,[[0.11946172]]
2002-12-31,[[0.14599508]]
2003-01-02,[[0.15687254]]
2003-01-03,[[0.13275501]]
2003-01-06,[[0.14428428]]
2003-01-07,[[0.11352807]]
2003-01-08,[[0.13081086]]
2003-01-09,[[0.12900865]]
2003-01-10,[[0.12735543]]
2003-01-13,[[0.12195092]]
2003-01-14,[[0.11419877]]
2003-01-15,[[0.11634532]]
2003-01-16,[[0.09915039]]
2003-01-17,[[0.09408236]]
2003-01-21,[[0.10365051]]
2003-01-22,[[0.10103589]]
2003-01-23,[[0.10782352]]
2003-01-24,[[0.12074924]]
2003-01-27,[[0.1069788]]
2003-01-28,[[0.10989574]]
2003-01-29,[[0.19872022]]
2003-01-30,[[0.18729669]]
2003-01-31,[[0.1953009]]
2003-02-03,[[0.21216923]]
2003-02-04,[[0.27252978]]
2003-02-05,[[0.27663326]]
2003-02-06,[[0.28811693]]
2003-02-07,[[0.29881704]]
2003-02-10,[[0.2988637]]
2003-02-11,[[0.29121345]]
2003-02-12,[[0.30008262]]
2003-02-13,[[0.28990763]]
2003-02-14,[[0.23884276]]
2003-02-18,[[0.2594126]]
2003-02-19,[[0.22171798]]
2003-02-20,[[0.20120984]]
2003-02-21,[[0.20907736]]
2003-02-24,[[0.20239699]]
2003-02-25,[[0.18502104]]
2003-02-26,[[0.14900601]]
2003-02-27,[[0.18952206]]
2003-02-28,[[0.1646885]]
2003-03-03,[[0.11943984]]
2003-03-04,[[0.18362439]]
2003-03-05,[[0.22180894]]
2003-03-06,[[0.18586206]]
2003-03-07,[[0.18313274]]
2003-03-10,[[0.1588467]]
2003-03-11,[[0.18355373]]
2003-03-12,[[0.2191521]]
2003-03-13,[[0.19729975]]
2003-03-14,[[0.15593791]]
2003-03-17,[[0.13272575]]
2003-03-18,[[0.11324829]]
2003-03-19,[[0.10677466]]
2003-03-20,[[0.12960088]]
2003-03-21,[[0.11831018]]
2003-03-24,[[0.10567281]]
2003-03-25,[[0.19190669]]
2003-03-26,[[0.14782864]]
2003-03-27,[[0.12911078]]
2003-03-28,[[0.12828788]]
2003-03-31,[[0.14015779]]
2003-04-01,[[0.21251625]]
2003-04-02,[[0.18627754]]
2003-04-03,[[0.10472289]]
2003-04-04,[[0.10857737]]
2003-04-07,[[0.08491555]]
2003-04-08,[[0.12349102]]
2003-04-09,[[0.08959553]]
2003-04-10,[[0.08854303]]
2003-04-11,[[0.12080589]]
2003-04-14,[[0.09454685]]
