date,irl_gail
2000-06-30,[[0.64507616]]
2000-07-03,[[0.45624647]]
2000-07-05,[[0.6620263]]
2000-07-06,[[0.5889936]]
2000-07-07,[[0.60122174]]
2000-07-10,[[0.6290145]]
2000-07-11,[[0.64078987]]
2000-07-12,[[0.6331421]]
2000-07-13,[[0.63671696]]
2000-07-14,[[0.6289478]]
2000-07-17,[[0.6209161]]
2000-07-18,[[0.6044153]]
2000-07-19,[[0.6182485]]
2000-07-20,[[0.62429893]]
2000-07-21,[[0.57812315]]
2000-07-24,[[0.5604017]]
2000-07-25,[[0.52052736]]
2000-07-26,[[0.56551844]]
2000-07-27,[[0.58188397]]
2000-07-28,[[0.59841764]]
2000-07-31,[[0.64590144]]
2000-08-01,[[0.63486564]]
2000-08-02,[[0.67714334]]
2000-08-03,[[0.65667033]]
2000-08-04,[[0.6384369]]
2000-08-07,[[0.66731817]]
2000-08-08,[[0.6091966]]
2000-08-09,[[0.6262982]]
2000-08-10,[[0.61905444]]
2000-08-11,[[0.61261]]
2000-08-14,[[0.57448757]]
2000-08-15,[[0.63166785]]
2000-08-16,[[0.6206467]]
2000-08-17,[[0.61925954]]
2000-08-18,[[0.64106977]]
2000-08-21,[[0.59491235]]
2000-08-22,[[0.63057536]]
2000-08-23,[[0.6244783]]
2000-08-24,[[0.62411135]]
2000-08-25,[[0.6239558]]
2000-08-28,[[0.6199964]]
2000-08-29,[[0.5304208]]
2000-08-30,[[0.5147134]]
2000-08-31,[[0.44193405]]
2000-09-01,[[0.44001764]]
2000-09-05,[[0.42567074]]
2000-09-06,[[0.37074083]]
2000-09-07,[[0.32237053]]
2000-09-08,[[0.31386313]]
2000-09-11,[[0.25726742]]
2000-09-12,[[0.45251784]]
2000-09-13,[[0.30023104]]
2000-09-14,[[0.24595559]]
2000-09-15,[[0.25757128]]
2000-09-18,[[0.2626786]]
2000-09-19,[[0.27084905]]
2000-09-20,[[0.23337635]]
2000-09-21,[[0.2290991]]
2000-09-22,[[0.21828645]]
2000-09-25,[[0.16074288]]
2000-09-26,[[0.15845463]]
2000-09-27,[[0.21814618]]
2000-09-28,[[0.23652431]]
2000-09-29,[[0.23170519]]
2000-10-02,[[0.24157795]]
2000-10-03,[[0.32463875]]
2000-10-04,[[0.45748493]]
2000-10-05,[[0.4453956]]
2000-10-06,[[0.25483096]]
2000-10-09,[[0.3139231]]
2000-10-10,[[0.38473275]]
2000-10-11,[[0.30216032]]
2000-10-12,[[0.1615153]]
2000-10-13,[[0.18986106]]
2000-10-16,[[0.14759901]]
2000-10-17,[[0.14837709]]
2000-10-18,[[0.13597298]]
2000-10-19,[[0.13345447]]
2000-10-20,[[0.29588896]]
2000-10-23,[[0.08422434]]
2000-10-24,[[0.29021138]]
2000-10-25,[[0.29400304]]
2000-10-26,[[0.28634936]]
2000-10-27,[[0.04851905]]
2000-10-30,[[0.04502147]]
2000-10-31,[[0.08779508]]
2000-11-01,[[0.08458763]]
2000-11-02,[[0.12822753]]
2000-11-03,[[0.17823935]]
2000-11-06,[[0.17779088]]
2000-11-07,[[0.08340138]]
2000-11-08,[[0.08284158]]
2000-11-09,[[0.09718114]]
2000-11-10,[[0.08028811]]
2000-11-13,[[0.07885903]]
2000-11-14,[[0.12465671]]
2000-11-15,[[0.2173543]]
2000-11-16,[[0.19009471]]
2000-11-17,[[0.20542675]]
2000-11-20,[[0.24538216]]
2000-11-21,[[0.36943334]]
2000-11-22,[[0.3702373]]
2000-11-24,[[0.39356554]]
2000-11-27,[[0.3913008]]
2000-11-28,[[0.41681138]]
2000-11-29,[[0.4302488]]
2000-11-30,[[0.42099893]]
2000-12-01,[[0.4932119]]
2000-12-04,[[0.58527964]]
2000-12-05,[[0.5202581]]
2000-12-06,[[0.47284412]]
2000-12-07,[[0.51148474]]
2000-12-08,[[0.5012776]]
2000-12-11,[[0.48051366]]
2000-12-12,[[0.47739035]]
2000-12-13,[[0.477516]]
2000-12-14,[[0.4493783]]
2000-12-15,[[0.44060358]]
2000-12-18,[[0.46604115]]
2000-12-19,[[0.41759163]]
2000-12-20,[[0.4221701]]
2000-12-21,[[0.33854577]]
2000-12-22,[[0.3717109]]
2000-12-26,[[0.35544342]]
2000-12-27,[[0.33040518]]
2000-12-28,[[0.3197135]]
2000-12-29,[[0.30861503]]
2001-01-02,[[0.3142553]]
2001-01-03,[[0.29275662]]
2001-01-04,[[0.15371796]]
2001-01-05,[[0.15977058]]
2001-01-08,[[0.3877102]]
2001-01-09,[[0.3819266]]
2001-01-10,[[0.36411077]]
2001-01-11,[[0.3803834]]
2001-01-12,[[0.38625002]]
2001-01-16,[[0.16225174]]
2001-01-17,[[0.05240455]]
2001-01-18,[[0.05969205]]
2001-01-19,[[0.07915238]]
2001-01-22,[[0.14762118]]
2001-01-23,[[0.07812321]]
2001-01-24,[[0.19669378]]
2001-01-25,[[0.21020746]]
2001-01-26,[[0.11586046]]
2001-01-29,[[0.08656734]]
2001-01-30,[[0.07263926]]
2001-01-31,[[0.07173869]]
2001-02-01,[[0.0722073]]
2001-02-02,[[0.09161824]]
2001-02-05,[[0.0997428]]
2001-02-06,[[0.20379075]]
2001-02-07,[[0.21004751]]
2001-02-08,[[0.21233004]]
2001-02-09,[[0.21080297]]
2001-02-12,[[0.20466584]]
2001-02-13,[[0.15358824]]
2001-02-14,[[0.13260832]]
2001-02-15,[[0.13040826]]
2001-02-16,[[0.13075697]]
2001-02-20,[[0.12023813]]
2001-02-21,[[0.16593936]]
2001-02-22,[[0.1340959]]
2001-02-23,[[0.1367594]]
2001-02-26,[[0.05405518]]
2001-02-27,[[0.09797621]]
2001-02-28,[[0.08942139]]
2001-03-01,[[0.15885216]]
2001-03-02,[[0.06097701]]
2001-03-05,[[0.06147438]]
2001-03-06,[[0.06511614]]
2001-03-07,[[0.06417733]]
2001-03-08,[[0.06436586]]
2001-03-09,[[0.0650554]]
2001-03-12,[[0.06377885]]
2001-03-13,[[0.06108639]]
2001-03-14,[[0.05711097]]
2001-03-15,[[0.05575404]]
2001-03-16,[[0.05768692]]
2001-03-19,[[0.05716044]]
2001-03-20,[[0.05823663]]
2001-03-21,[[0.05689314]]
2001-03-22,[[0.05643609]]
2001-03-23,[[0.05556631]]
2001-03-26,[[0.08156285]]
2001-03-27,[[0.10563585]]
2001-03-28,[[0.09509513]]
2001-03-29,[[0.07393119]]
2001-03-30,[[0.07757434]]
2001-04-02,[[0.07656321]]
2001-04-03,[[0.09275851]]
2001-04-04,[[0.10635281]]
2001-04-05,[[0.11578482]]
2001-04-06,[[0.11561188]]
2001-04-09,[[0.22454846]]
2001-04-10,[[0.14008048]]
2001-04-11,[[0.11324316]]
2001-04-12,[[0.17065448]]
2001-04-16,[[0.21941984]]
2001-04-17,[[0.1451245]]
2001-04-18,[[0.22530931]]
2001-04-19,[[0.28086254]]
2001-04-20,[[0.14348674]]
2001-04-23,[[0.15894839]]
2001-04-24,[[0.10451522]]
2001-04-25,[[0.10044029]]
2001-04-26,[[0.11089981]]
2001-04-27,[[0.10889804]]
2001-04-30,[[0.10722607]]
2001-05-01,[[0.08725265]]
2001-05-02,[[0.08539546]]
2001-05-03,[[0.09833008]]
2001-05-04,[[0.13443598]]
2001-05-07,[[0.14455482]]
2001-05-08,[[0.14482826]]
2001-05-09,[[0.16905376]]
2001-05-10,[[0.16867867]]
2001-05-11,[[0.15873468]]
2001-05-14,[[0.16004583]]
2001-05-15,[[0.17997244]]
2001-05-16,[[0.15832257]]
2001-05-17,[[0.30268532]]
2001-05-18,[[0.26100892]]
2001-05-21,[[0.20901147]]
2001-05-22,[[0.18372843]]
2001-05-23,[[0.12510344]]
2001-05-24,[[0.11496073]]
2001-05-25,[[0.12483945]]
2001-05-29,[[0.12083268]]
2001-05-30,[[0.06761006]]
2001-05-31,[[0.0791679]]
2001-06-01,[[0.08750516]]
2001-06-04,[[0.09406886]]
2001-06-05,[[0.05364266]]
2001-06-06,[[0.05332866]]
2001-06-07,[[0.05085111]]
2001-06-08,[[0.05150631]]
2001-06-11,[[0.04930982]]
2001-06-12,[[0.05034024]]
2001-06-13,[[0.05269101]]
2001-06-14,[[0.04915327]]
2001-06-15,[[0.04535609]]
2001-06-18,[[0.04608089]]
2001-06-19,[[0.07541776]]
2001-06-20,[[0.15605646]]
2001-06-21,[[0.1737153]]
2001-06-22,[[0.18186933]]
2001-06-25,[[0.19499981]]
2001-06-26,[[0.15046638]]
2001-06-27,[[0.19153315]]
2001-06-28,[[0.17730317]]
2001-06-29,[[0.18316805]]
2001-07-02,[[0.189967]]
2001-07-03,[[0.24339807]]
2001-07-05,[[0.20407814]]
2001-07-06,[[0.21074706]]
2001-07-09,[[0.17451826]]
2001-07-10,[[0.16346806]]
2001-07-11,[[0.20337147]]
2001-07-12,[[0.1791884]]
2001-07-13,[[0.18870968]]
2001-07-16,[[0.16647917]]
2001-07-17,[[0.18384543]]
2001-07-18,[[0.1838032]]
2001-07-19,[[0.15851611]]
2001-07-20,[[0.10084873]]
2001-07-23,[[0.07228243]]
2001-07-24,[[0.1339522]]
2001-07-25,[[0.20196337]]
2001-07-26,[[0.17609641]]
2001-07-27,[[0.21981502]]
2001-07-30,[[0.22335699]]
2001-07-31,[[0.18064755]]
2001-08-01,[[0.21972626]]
2001-08-02,[[0.21444738]]
2001-08-03,[[0.2294347]]
2001-08-06,[[0.22284332]]
2001-08-07,[[0.18848073]]
2001-08-08,[[0.18079653]]
2001-08-09,[[0.17176598]]
2001-08-10,[[0.20485696]]
2001-08-13,[[0.18415835]]
2001-08-14,[[0.16146785]]
2001-08-15,[[0.13760296]]
2001-08-16,[[0.12834644]]
2001-08-17,[[0.1439223]]
2001-08-20,[[0.09331751]]
2001-08-21,[[0.12718281]]
2001-08-22,[[0.14055175]]
2001-08-23,[[0.16372082]]
2001-08-24,[[0.1635235]]
2001-08-27,[[0.15031192]]
2001-08-28,[[0.10760066]]
2001-08-29,[[0.07175004]]
2001-08-30,[[0.07141408]]
2001-08-31,[[0.15144691]]
2001-09-04,[[0.08423865]]
2001-09-05,[[0.08359894]]
2001-09-06,[[0.09483612]]
2001-09-07,[[0.15336359]]
2001-09-10,[[0.10203344]]
2001-09-17,[[0.08969265]]
2001-09-18,[[0.115116]]
2001-09-19,[[0.11386076]]
2001-09-20,[[0.11820269]]
2001-09-21,[[0.13814825]]
2001-09-24,[[0.09269118]]
2001-09-25,[[0.04921636]]
2001-09-26,[[0.0515326]]
2001-09-27,[[0.05307043]]
2001-09-28,[[0.05431795]]
2001-10-01,[[0.08151725]]
2001-10-02,[[0.0978075]]
2001-10-03,[[0.1211904]]
2001-10-04,[[0.10454935]]
2001-10-05,[[0.08465308]]
2001-10-08,[[0.08517173]]
2001-10-09,[[0.11334193]]
2001-10-10,[[0.1202428]]
2001-10-11,[[0.11947322]]
2001-10-12,[[0.1431613]]
2001-10-15,[[0.19675311]]
2001-10-16,[[0.46052563]]
2001-10-17,[[0.4546647]]
2001-10-18,[[0.47847903]]
2001-10-19,[[0.4320861]]
2001-10-22,[[0.37012532]]
2001-10-23,[[0.5062084]]
2001-10-24,[[0.52908874]]
2001-10-25,[[0.53055]]
2001-10-26,[[0.52280813]]
2001-10-29,[[0.5200858]]
2001-10-30,[[0.538105]]
2001-10-31,[[0.57387]]
2001-11-01,[[0.57940954]]
2001-11-02,[[0.5852852]]
2001-11-05,[[0.5748191]]
2001-11-06,[[0.5672116]]
2001-11-07,[[0.56181693]]
2001-11-08,[[0.35951334]]
2001-11-09,[[0.33978337]]
2001-11-12,[[0.32581192]]
2001-11-13,[[0.55237746]]
2001-11-14,[[0.56500363]]
2001-11-15,[[0.5651784]]
2001-11-16,[[0.5726073]]
2001-11-19,[[0.56909966]]
2001-11-20,[[0.57433015]]
2001-11-21,[[0.57209253]]
2001-11-23,[[0.37505046]]
2001-11-26,[[0.36268228]]
2001-11-27,[[0.37446806]]
2001-11-28,[[0.59623355]]
2001-11-29,[[0.6065982]]
2001-11-30,[[0.5831342]]
2001-12-03,[[0.57427394]]
2001-12-04,[[0.2674877]]
2001-12-05,[[0.27708924]]
2001-12-06,[[0.3670876]]
2001-12-07,[[0.20359027]]
2001-12-10,[[0.14951086]]
2001-12-11,[[0.15411276]]
2001-12-12,[[0.16589954]]
2001-12-13,[[0.15858725]]
2001-12-14,[[0.1583265]]
2001-12-17,[[0.16076061]]
2001-12-18,[[0.1578947]]
2001-12-19,[[0.1684281]]
2001-12-20,[[0.17865634]]
2001-12-21,[[0.16156083]]
2001-12-24,[[0.1874308]]
2001-12-26,[[0.61089593]]
2001-12-27,[[0.6634321]]
2001-12-28,[[0.1739474]]
2001-12-31,[[0.70936424]]
2002-01-02,[[0.18532887]]
2002-01-03,[[0.18025056]]
2002-01-04,[[0.17711261]]
2002-01-07,[[0.16481417]]
2002-01-08,[[0.15252906]]
2002-01-09,[[0.16387686]]
2002-01-10,[[0.15225121]]
2002-01-11,[[0.18508148]]
2002-01-14,[[0.19283086]]
2002-01-15,[[0.1934664]]
2002-01-16,[[0.23989448]]
2002-01-17,[[0.2702394]]
2002-01-18,[[0.2723288]]
2002-01-22,[[0.27419966]]
2002-01-23,[[0.25880504]]
2002-01-24,[[0.26598412]]
2002-01-25,[[0.27044293]]
2002-01-28,[[0.27600276]]
2002-01-29,[[0.2564323]]
2002-01-30,[[0.26377237]]
2002-01-31,[[0.29853263]]
2002-02-01,[[0.33913982]]
2002-02-04,[[0.3458971]]
2002-02-05,[[0.40839478]]
2002-02-06,[[0.4225795]]
2002-02-07,[[0.28420377]]
2002-02-08,[[0.18162236]]
2002-02-11,[[0.2578861]]
2002-02-12,[[0.2909136]]
2002-02-13,[[0.28989962]]
2002-02-14,[[0.25137207]]
2002-02-15,[[0.23404464]]
2002-02-19,[[0.11912027]]
2002-02-20,[[0.10062537]]
2002-02-21,[[0.10456422]]
2002-02-22,[[0.10268348]]
2002-02-25,[[0.11013055]]
2002-02-26,[[0.1348941]]
2002-02-27,[[0.12507674]]
2002-02-28,[[0.09657967]]
2002-03-01,[[0.10265854]]
2002-03-04,[[0.24079394]]
2002-03-05,[[0.23404095]]
2002-03-06,[[0.26126003]]
2002-03-07,[[0.26589718]]
2002-03-08,[[0.2842512]]
2002-03-11,[[0.25101173]]
2002-03-12,[[0.20490181]]
2002-03-13,[[0.20196488]]
2002-03-14,[[0.21380654]]
2002-03-15,[[0.17455983]]
2002-03-18,[[0.21686175]]
2002-03-19,[[0.21631199]]
2002-03-20,[[0.20394379]]
2002-03-21,[[0.26495168]]
2002-03-22,[[0.2371139]]
2002-03-25,[[0.20396155]]
2002-03-26,[[0.23180404]]
2002-03-27,[[0.25108686]]
2002-03-28,[[0.2871404]]
2002-04-01,[[0.28166658]]
2002-04-02,[[0.09455416]]
2002-04-03,[[0.05298063]]
2002-04-04,[[0.05053502]]
2002-04-05,[[0.05935919]]
2002-04-08,[[0.06491813]]
2002-04-09,[[0.07716316]]
2002-04-10,[[0.08106649]]
2002-04-11,[[0.09520939]]
2002-04-12,[[0.08829734]]
2002-04-15,[[0.15139756]]
2002-04-16,[[0.23971727]]
2002-04-17,[[0.24839154]]
2002-04-18,[[0.2646187]]
2002-04-19,[[0.28944916]]
2002-04-22,[[0.2938097]]
2002-04-23,[[0.30058968]]
2002-04-24,[[0.28855217]]
2002-04-25,[[0.2944572]]
2002-04-26,[[0.31067857]]
2002-04-29,[[0.3616392]]
2002-04-30,[[0.27542973]]
2002-05-01,[[0.38524318]]
2002-05-02,[[0.40628338]]
2002-05-03,[[0.41351116]]
2002-05-06,[[0.41914588]]
2002-05-07,[[0.3773376]]
2002-05-08,[[0.38406834]]
2002-05-09,[[0.274083]]
2002-05-10,[[0.23956662]]
2002-05-13,[[0.20263216]]
2002-05-14,[[0.20833638]]
2002-05-15,[[0.09411621]]
2002-05-16,[[0.09481534]]
2002-05-17,[[0.10398966]]
2002-05-20,[[0.12002265]]
2002-05-21,[[0.08119437]]
2002-05-22,[[0.0794169]]
2002-05-23,[[0.08945155]]
2002-05-24,[[0.11537006]]
2002-05-28,[[0.13820988]]
2002-05-29,[[0.2017189]]
2002-05-30,[[0.19730982]]
2002-05-31,[[0.2158291]]
2002-06-03,[[0.21130341]]
2002-06-04,[[0.1969648]]
2002-06-05,[[0.23092726]]
2002-06-06,[[0.17745349]]
2002-06-07,[[0.15378389]]
2002-06-10,[[0.17723832]]
2002-06-11,[[0.18017864]]
2002-06-12,[[0.19270042]]
2002-06-13,[[0.22025874]]
2002-06-14,[[0.2155652]]
2002-06-17,[[0.22044104]]
2002-06-18,[[0.19872999]]
2002-06-19,[[0.1753144]]
2002-06-20,[[0.10825509]]
2002-06-21,[[0.14916271]]
2002-06-24,[[0.15166923]]
2002-06-25,[[0.04950139]]
2002-06-26,[[0.05349243]]
2002-06-27,[[0.10465935]]
2002-06-28,[[0.0697428]]
2002-07-01,[[0.07671645]]
2002-07-02,[[0.05812392]]
2002-07-03,[[0.05381507]]
2002-07-05,[[0.0587678]]
2002-07-08,[[0.05341086]]
2002-07-09,[[0.05249926]]
2002-07-10,[[0.05091262]]
2002-07-11,[[0.05210596]]
2002-07-12,[[0.05265942]]
2002-07-15,[[0.05361658]]
2002-07-16,[[0.05398807]]
2002-07-17,[[0.05362591]]
2002-07-18,[[0.05517066]]
2002-07-19,[[0.0516682]]
2002-07-22,[[0.04733518]]
2002-07-23,[[0.0491581]]
2002-07-24,[[0.8172364]]
2002-07-25,[[0.08046582]]
2002-07-26,[[0.07808256]]
2002-07-29,[[0.05151111]]
2002-07-30,[[0.06702331]]
2002-07-31,[[0.10235968]]
2002-08-01,[[0.08153731]]
2002-08-02,[[0.10651109]]
2002-08-05,[[0.09553874]]
2002-08-06,[[0.07635829]]
2002-08-07,[[0.07225674]]
2002-08-08,[[0.07601434]]
2002-08-09,[[0.09662881]]
2002-08-12,[[0.07358742]]
2002-08-13,[[0.09674963]]
2002-08-14,[[0.0869889]]
2002-08-15,[[0.06691021]]
2002-08-16,[[0.09545395]]
2002-08-19,[[0.0911493]]
2002-08-20,[[0.05978057]]
2002-08-21,[[0.09235674]]
2002-08-22,[[0.103275]]
2002-08-23,[[0.09452638]]
2002-08-26,[[0.13679841]]
2002-08-27,[[0.16489762]]
2002-08-28,[[0.21110842]]
2002-08-29,[[0.23439988]]
2002-08-30,[[0.24291492]]
2002-09-03,[[0.20098558]]
2002-09-04,[[0.17759264]]
2002-09-05,[[0.20058689]]
2002-09-06,[[0.19063017]]
2002-09-09,[[0.19142786]]
2002-09-10,[[0.2224561]]
2002-09-11,[[0.18543884]]
2002-09-12,[[0.15079355]]
2002-09-13,[[0.18828857]]
2002-09-16,[[0.21025842]]
2002-09-17,[[0.139539]]
2002-09-18,[[0.13476118]]
2002-09-19,[[0.09816629]]
2002-09-20,[[0.10684279]]
2002-09-23,[[0.18269366]]
2002-09-24,[[0.12360126]]
2002-09-25,[[0.18310952]]
2002-09-26,[[0.16052121]]
2002-09-27,[[0.16730815]]
2002-09-30,[[0.18225697]]
2002-10-01,[[0.19067857]]
2002-10-02,[[0.20040724]]
2002-10-03,[[0.21242315]]
2002-10-04,[[0.22460642]]
2002-10-07,[[0.20634308]]
2002-10-08,[[0.18866274]]
2002-10-09,[[0.17194885]]
2002-10-10,[[0.16806173]]
2002-10-11,[[0.12710634]]
2002-10-14,[[0.15069583]]
2002-10-15,[[0.55685914]]
2002-10-16,[[0.6379386]]
2002-10-17,[[0.6795991]]
2002-10-18,[[0.7073537]]
2002-10-21,[[0.6708911]]
2002-10-22,[[0.6588255]]
2002-10-23,[[0.6836311]]
2002-10-24,[[0.686818]]
2002-10-25,[[0.7060892]]
2002-10-28,[[0.66594076]]
2002-10-29,[[0.6762686]]
2002-10-30,[[0.65019494]]
2002-10-31,[[0.6482129]]
2002-11-01,[[0.6686511]]
2002-11-04,[[0.6415465]]
2002-11-05,[[0.6436356]]
2002-11-06,[[0.66313326]]
2002-11-07,[[0.65618515]]
2002-11-08,[[0.7056825]]
2002-11-11,[[0.7159634]]
2002-11-12,[[0.74928606]]
2002-11-13,[[0.40301722]]
2002-11-14,[[0.6177592]]
2002-11-15,[[0.6495583]]
2002-11-18,[[0.49483413]]
2002-11-19,[[0.26017106]]
2002-11-20,[[0.57329226]]
2002-11-21,[[0.5887545]]
2002-11-22,[[0.4236794]]
2002-11-25,[[0.29976442]]
2002-11-26,[[0.27652097]]
2002-11-27,[[0.21991634]]
2002-11-29,[[0.3007899]]
2002-12-02,[[0.30242926]]
2002-12-03,[[0.2620266]]
2002-12-04,[[0.24790671]]
2002-12-05,[[0.2592597]]
2002-12-06,[[0.22843373]]
2002-12-09,[[0.22099096]]
2002-12-10,[[0.2372148]]
2002-12-11,[[0.22292545]]
2002-12-12,[[0.21788645]]
2002-12-13,[[0.2284148]]
2002-12-16,[[0.20963332]]
2002-12-17,[[0.19771382]]
2002-12-18,[[0.197938]]
2002-12-19,[[0.18809998]]
2002-12-20,[[0.22266656]]
2002-12-23,[[0.24653187]]
2002-12-24,[[0.21368834]]
2002-12-26,[[0.1797745]]
2002-12-27,[[0.18622091]]
2002-12-30,[[0.18071085]]
2002-12-31,[[0.17502812]]
2003-01-02,[[0.1506033]]
2003-01-03,[[0.19963473]]
2003-01-06,[[0.21107915]]
2003-01-07,[[0.23871979]]
2003-01-08,[[0.2201241]]
2003-01-09,[[0.20778564]]
2003-01-10,[[0.18363583]]
2003-01-13,[[0.16326433]]
2003-01-14,[[0.17591465]]
2003-01-15,[[0.1923173]]
2003-01-16,[[0.21196565]]
2003-01-17,[[0.20498171]]
2003-01-21,[[0.14026946]]
2003-01-22,[[0.17388391]]
2003-01-23,[[0.16750744]]
2003-01-24,[[0.17749384]]
2003-01-27,[[0.15350136]]
2003-01-28,[[0.1468434]]
2003-01-29,[[0.17568684]]
2003-01-30,[[0.21769571]]
2003-01-31,[[0.18009493]]
2003-02-03,[[0.23820981]]
2003-02-04,[[0.20251721]]
2003-02-05,[[0.17293468]]
2003-02-06,[[0.17198586]]
2003-02-07,[[0.18260086]]
2003-02-10,[[0.16028261]]
2003-02-11,[[0.16622758]]
2003-02-12,[[0.18426347]]
2003-02-13,[[0.18976119]]
2003-02-14,[[0.1620838]]
2003-02-18,[[0.18369153]]
2003-02-19,[[0.16325292]]
2003-02-20,[[0.15795177]]
2003-02-21,[[0.0872094]]
2003-02-24,[[0.16092798]]
2003-02-25,[[0.16132775]]
2003-02-26,[[0.23268685]]
2003-02-27,[[0.22124037]]
2003-02-28,[[0.21578106]]
2003-03-03,[[0.2113094]]
2003-03-04,[[0.1975238]]
2003-03-05,[[0.21639413]]
2003-03-06,[[0.21497157]]
2003-03-07,[[0.23929617]]
2003-03-10,[[0.20109165]]
2003-03-11,[[0.21716046]]
2003-03-12,[[0.20813742]]
2003-03-13,[[0.23471007]]
2003-03-14,[[0.22409561]]
2003-03-17,[[0.21730968]]
2003-03-18,[[0.17634347]]
2003-03-19,[[0.18364698]]
2003-03-20,[[0.21098939]]
2003-03-21,[[0.21764433]]
2003-03-24,[[0.19553918]]
2003-03-25,[[0.15725511]]
2003-03-26,[[0.12221035]]
2003-03-27,[[0.14114222]]
2003-03-28,[[0.1362628]]
2003-03-31,[[0.11276326]]
2003-04-01,[[0.18798122]]
2003-04-02,[[0.2208235]]
2003-04-03,[[0.18729013]]
2003-04-04,[[0.22097722]]
2003-04-07,[[0.08668935]]
2003-04-08,[[0.19595906]]
2003-04-09,[[0.14812902]]
2003-04-10,[[0.21674475]]
2003-04-11,[[0.22094831]]
2003-04-14,[[0.21047741]]
