date,irl
2000-04-13,[[0.24654225]]
2000-04-14,[[0.26624268]]
2000-04-17,[[0.38915005]]
2000-04-18,[[0.5277196]]
2000-04-19,[[0.5574755]]
2000-04-20,[[0.18939063]]
2000-04-24,[[0.1439394]]
2000-04-25,[[0.14198229]]
2000-04-26,[[0.15312976]]
2000-04-27,[[0.15812597]]
2000-04-28,[[0.15169811]]
2000-05-01,[[0.15566781]]
2000-05-02,[[0.16324538]]
2000-05-03,[[0.24021888]]
2000-05-04,[[0.2512932]]
2000-05-05,[[0.27652144]]
2000-05-08,[[0.24185601]]
2000-05-09,[[0.368037]]
2000-05-10,[[0.38621837]]
2000-05-11,[[0.4061293]]
2000-05-12,[[0.417938]]
2000-05-15,[[0.3983665]]
2000-05-16,[[0.513217]]
2000-05-17,[[0.48421356]]
2000-05-18,[[0.5327806]]
2000-05-19,[[0.5397107]]
2000-05-22,[[0.58291566]]
2000-05-23,[[0.57642436]]
2000-05-24,[[0.5847233]]
2000-05-25,[[0.6088154]]
2000-05-26,[[0.6241877]]
2000-05-30,[[0.5993863]]
2000-05-31,[[0.6658642]]
2000-06-01,[[0.6406658]]
2000-06-02,[[0.4678002]]
2000-06-05,[[0.65692407]]
2000-06-06,[[0.7307601]]
2000-06-07,[[0.67821884]]
2000-06-08,[[0.6489816]]
2000-06-09,[[0.06146678]]
2000-06-12,[[0.08402511]]
2000-06-13,[[0.637048]]
2000-06-14,[[0.65795255]]
2000-06-15,[[0.688038]]
2000-06-16,[[0.66891885]]
2000-06-19,[[0.7399297]]
2000-06-20,[[0.7656921]]
2000-06-21,[[0.9890357]]
2000-06-22,[[0.8318765]]
2000-06-23,[[0.9890822]]
2000-06-26,[[0.9892446]]
2000-06-27,[[0.84678686]]
2000-06-28,[[0.9894222]]
2000-06-29,[[0.79886687]]
2000-06-30,[[0.7994404]]
2000-07-03,[[0.60718715]]
2000-07-05,[[0.8399896]]
2000-07-06,[[0.7629701]]
2000-07-07,[[0.7662672]]
2000-07-10,[[0.7903186]]
2000-07-11,[[0.80909616]]
2000-07-12,[[0.7905352]]
2000-07-13,[[0.7964652]]
2000-07-14,[[0.7897841]]
2000-07-17,[[0.7833898]]
2000-07-18,[[0.7688745]]
2000-07-19,[[0.78035545]]
2000-07-20,[[0.7848177]]
2000-07-21,[[0.74845964]]
2000-07-24,[[0.7326484]]
2000-07-25,[[0.705448]]
2000-07-26,[[0.74302655]]
2000-07-27,[[0.75687337]]
2000-07-28,[[0.7653872]]
2000-07-31,[[0.808275]]
2000-08-01,[[0.7732304]]
2000-08-02,[[0.8170836]]
2000-08-03,[[0.78685814]]
2000-08-04,[[0.76226443]]
2000-08-07,[[0.8048521]]
2000-08-08,[[0.7214347]]
2000-08-09,[[0.75007045]]
2000-08-10,[[0.74543184]]
2000-08-11,[[0.73427325]]
2000-08-14,[[0.6878753]]
2000-08-15,[[0.74207455]]
2000-08-16,[[0.729352]]
2000-08-17,[[0.7238755]]
2000-08-18,[[0.74288535]]
2000-08-21,[[0.6853525]]
2000-08-22,[[0.7124385]]
2000-08-23,[[0.7003952]]
2000-08-24,[[0.69913244]]
2000-08-25,[[0.6995817]]
2000-08-28,[[0.6943966]]
2000-08-29,[[0.60720706]]
2000-08-30,[[0.59867406]]
2000-08-31,[[0.52880824]]
2000-09-01,[[0.53768855]]
2000-09-05,[[0.52062565]]
2000-09-06,[[0.46755788]]
2000-09-07,[[0.40780598]]
2000-09-08,[[0.39965641]]
2000-09-11,[[0.33572623]]
2000-09-12,[[0.53130734]]
2000-09-13,[[0.37102127]]
2000-09-14,[[0.31106126]]
2000-09-15,[[0.3225733]]
2000-09-18,[[0.3257396]]
2000-09-19,[[0.32404464]]
2000-09-20,[[0.28595257]]
2000-09-21,[[0.27723783]]
2000-09-22,[[0.26303005]]
2000-09-25,[[0.20636621]]
2000-09-26,[[0.2152654]]
2000-09-27,[[0.28561327]]
2000-09-28,[[0.29991156]]
2000-09-29,[[0.30537724]]
2000-10-02,[[0.3116236]]
2000-10-03,[[0.39183193]]
2000-10-04,[[0.52118313]]
2000-10-05,[[0.51444227]]
2000-10-06,[[0.33526278]]
2000-10-09,[[0.38997287]]
2000-10-10,[[0.45821333]]
2000-10-11,[[0.37944397]]
2000-10-12,[[0.24421164]]
2000-10-13,[[0.28794825]]
2000-10-16,[[0.27084798]]
2000-10-17,[[0.28783762]]
2000-10-18,[[0.26918104]]
2000-10-19,[[0.26723453]]
2000-10-20,[[0.53798115]]
2000-10-23,[[0.21833041]]
2000-10-24,[[0.5340421]]
2000-10-25,[[0.5311647]]
2000-10-26,[[0.5359936]]
2000-10-27,[[0.15827248]]
2000-10-30,[[0.15996692]]
2000-10-31,[[0.2567975]]
2000-11-01,[[0.2438257]]
2000-11-02,[[0.31374696]]
2000-11-03,[[0.3869763]]
2000-11-06,[[0.3854553]]
2000-11-07,[[0.24167779]]
2000-11-08,[[0.24724731]]
2000-11-09,[[0.26618204]]
2000-11-10,[[0.23396158]]
2000-11-13,[[0.23130694]]
2000-11-14,[[0.30497092]]
2000-11-15,[[0.4295892]]
2000-11-16,[[0.38707522]]
2000-11-17,[[0.40367883]]
2000-11-20,[[0.45509166]]
2000-11-21,[[0.57167435]]
2000-11-22,[[0.56103414]]
2000-11-24,[[0.57772744]]
2000-11-27,[[0.59723514]]
2000-11-28,[[0.61364937]]
2000-11-29,[[0.61996055]]
2000-11-30,[[0.61207914]]
2000-12-01,[[0.5904088]]
2000-12-04,[[0.6616481]]
2000-12-05,[[0.59908545]]
2000-12-06,[[0.6031321]]
2000-12-07,[[0.63359827]]
2000-12-08,[[0.6251787]]
2000-12-11,[[0.6290038]]
2000-12-12,[[0.63375574]]
2000-12-13,[[0.6324672]]
2000-12-14,[[0.60822374]]
2000-12-15,[[0.6020012]]
2000-12-18,[[0.6078666]]
2000-12-19,[[0.5956114]]
2000-12-20,[[0.5988324]]
2000-12-21,[[0.53358126]]
2000-12-22,[[0.5668113]]
2000-12-26,[[0.5814357]]
2000-12-27,[[0.5488117]]
2000-12-28,[[0.5300041]]
2000-12-29,[[0.5159266]]
2001-01-02,[[0.5197072]]
2001-01-03,[[0.5289145]]
2001-01-04,[[0.4351684]]
2001-01-05,[[0.44846666]]
2001-01-08,[[0.7962723]]
2001-01-09,[[0.7502598]]
2001-01-10,[[0.7092591]]
2001-01-11,[[0.7153388]]
2001-01-12,[[0.7176224]]
2001-01-16,[[0.4030252]]
2001-01-17,[[0.21360144]]
2001-01-18,[[0.22360283]]
2001-01-19,[[0.26098678]]
2001-01-22,[[0.3767828]]
2001-01-23,[[0.24795538]]
2001-01-24,[[0.43694967]]
2001-01-25,[[0.44635078]]
2001-01-26,[[0.29295254]]
2001-01-29,[[0.23378053]]
2001-01-30,[[0.20763573]]
2001-01-31,[[0.20835069]]
2001-02-01,[[0.21476287]]
2001-02-02,[[0.24738026]]
2001-02-05,[[0.2549986]]
2001-02-06,[[0.28959703]]
2001-02-07,[[0.2933889]]
2001-02-08,[[0.29263318]]
2001-02-09,[[0.2864583]]
2001-02-12,[[0.2757808]]
2001-02-13,[[0.1962558]]
2001-02-14,[[0.1710211]]
2001-02-15,[[0.16935271]]
2001-02-16,[[0.17058927]]
2001-02-20,[[0.16595164]]
2001-02-21,[[0.20433876]]
2001-02-22,[[0.16491777]]
2001-02-23,[[0.16333261]]
2001-02-26,[[0.04597342]]
2001-02-27,[[0.110282]]
2001-02-28,[[0.09691283]]
2001-03-01,[[0.15503478]]
2001-03-02,[[0.04306635]]
2001-03-05,[[0.04326853]]
2001-03-06,[[0.04216978]]
2001-03-07,[[0.04113281]]
2001-03-08,[[0.0412465]]
2001-03-09,[[0.04157025]]
2001-03-12,[[0.04205105]]
2001-03-13,[[0.04842001]]
2001-03-14,[[0.04586676]]
2001-03-15,[[0.04735646]]
2001-03-16,[[0.04804909]]
2001-03-19,[[0.04694349]]
2001-03-20,[[0.05020899]]
2001-03-21,[[0.04775131]]
2001-03-22,[[0.04831499]]
2001-03-23,[[0.04869711]]
2001-03-26,[[0.10157174]]
2001-03-27,[[0.15556669]]
2001-03-28,[[0.14475301]]
2001-03-29,[[0.10825422]]
2001-03-30,[[0.1105496]]
2001-04-02,[[0.10860565]]
2001-04-03,[[0.1341519]]
2001-04-04,[[0.16014957]]
2001-04-05,[[0.17493168]]
2001-04-06,[[0.21482736]]
2001-04-09,[[0.37716433]]
2001-04-10,[[0.2522796]]
2001-04-11,[[0.23289263]]
2001-04-12,[[0.32136458]]
2001-04-16,[[0.38576502]]
2001-04-17,[[0.2814818]]
2001-04-18,[[0.39811236]]
2001-04-19,[[0.49608967]]
2001-04-20,[[0.31685358]]
2001-04-23,[[0.29182062]]
2001-04-24,[[0.25371307]]
2001-04-25,[[0.2174432]]
2001-04-26,[[0.24042568]]
2001-04-27,[[0.23363543]]
2001-04-30,[[0.23732856]]
2001-05-01,[[0.20871034]]
2001-05-02,[[0.20679879]]
2001-05-03,[[0.21244887]]
2001-05-04,[[0.2533997]]
2001-05-07,[[0.27525753]]
2001-05-08,[[0.23994288]]
2001-05-09,[[0.26538366]]
2001-05-10,[[0.26625544]]
2001-05-11,[[0.25826234]]
2001-05-14,[[0.25883603]]
2001-05-15,[[0.281276]]
2001-05-16,[[0.24823129]]
2001-05-17,[[0.39044523]]
2001-05-18,[[0.35362676]]
2001-05-21,[[0.29635343]]
2001-05-22,[[0.23704982]]
2001-05-23,[[0.16018659]]
2001-05-24,[[0.14434212]]
2001-05-25,[[0.1491516]]
2001-05-29,[[0.13645181]]
2001-05-30,[[0.07773715]]
2001-05-31,[[0.09941795]]
2001-06-01,[[0.10044348]]
2001-06-04,[[0.10457754]]
2001-06-05,[[0.03929511]]
2001-06-06,[[0.03856024]]
2001-06-07,[[0.03956947]]
2001-06-08,[[0.03841534]]
2001-06-11,[[0.04005864]]
2001-06-12,[[0.03994039]]
2001-06-13,[[0.03757048]]
2001-06-14,[[0.03900123]]
2001-06-15,[[0.04159117]]
2001-06-18,[[0.04368347]]
2001-06-19,[[0.08169645]]
2001-06-20,[[0.15808511]]
2001-06-21,[[0.16258109]]
2001-06-22,[[0.16093674]]
2001-06-25,[[0.17950773]]
2001-06-26,[[0.12150884]]
2001-06-27,[[0.15056568]]
2001-06-28,[[0.13682175]]
2001-06-29,[[0.13598505]]
2001-07-02,[[0.14309296]]
2001-07-03,[[0.19913143]]
2001-07-05,[[0.15903196]]
2001-07-06,[[0.17511839]]
2001-07-09,[[0.15132749]]
2001-07-10,[[0.12634245]]
2001-07-11,[[0.16886535]]
2001-07-12,[[0.1387985]]
2001-07-13,[[0.15133354]]
2001-07-16,[[0.1266059]]
2001-07-17,[[0.15626892]]
2001-07-18,[[0.1585638]]
2001-07-19,[[0.12798387]]
2001-07-20,[[0.05344167]]
2001-07-23,[[0.02964774]]
2001-07-24,[[0.11989772]]
2001-07-25,[[0.19784603]]
2001-07-26,[[0.16178027]]
2001-07-27,[[0.20677942]]
2001-07-30,[[0.20785972]]
2001-07-31,[[0.16451928]]
2001-08-01,[[0.19534567]]
2001-08-02,[[0.18687087]]
2001-08-03,[[0.20082149]]
2001-08-06,[[0.2081328]]
2001-08-07,[[0.18159619]]
2001-08-08,[[0.17055976]]
2001-08-09,[[0.16436455]]
2001-08-10,[[0.20032454]]
2001-08-13,[[0.1779066]]
2001-08-14,[[0.16965339]]
2001-08-15,[[0.14610681]]
2001-08-16,[[0.1325041]]
2001-08-17,[[0.14873606]]
2001-08-20,[[0.08587173]]
2001-08-21,[[0.13589275]]
2001-08-22,[[0.14994347]]
2001-08-23,[[0.16508645]]
2001-08-24,[[0.16639662]]
2001-08-27,[[0.13074118]]
2001-08-28,[[0.10379153]]
2001-08-29,[[0.07031831]]
2001-08-30,[[0.07441956]]
2001-08-31,[[0.16608319]]
2001-09-04,[[0.08356187]]
2001-09-05,[[0.09113455]]
2001-09-06,[[0.09600979]]
2001-09-07,[[0.159071]]
2001-09-10,[[0.09781823]]
2001-09-17,[[0.07279545]]
2001-09-18,[[0.10662547]]
2001-09-19,[[0.09943271]]
2001-09-20,[[0.10442519]]
2001-09-21,[[0.12094855]]
2001-09-24,[[0.07434276]]
2001-09-25,[[0.03980479]]
2001-09-26,[[0.04038444]]
2001-09-27,[[0.04014835]]
2001-09-28,[[0.04238319]]
2001-10-01,[[0.07582211]]
2001-10-02,[[0.12370545]]
2001-10-03,[[0.15996766]]
2001-10-04,[[0.14418522]]
2001-10-05,[[0.10147983]]
2001-10-08,[[0.101596]]
2001-10-09,[[0.17983186]]
2001-10-10,[[0.18167177]]
2001-10-11,[[0.18643793]]
2001-10-12,[[0.21851555]]
2001-10-15,[[0.26809615]]
2001-10-16,[[0.54629934]]
2001-10-17,[[0.5323449]]
2001-10-18,[[0.5476723]]
2001-10-19,[[0.4586321]]
2001-10-22,[[0.37893662]]
2001-10-23,[[0.5585976]]
2001-10-24,[[0.583757]]
2001-10-25,[[0.5939037]]
2001-10-26,[[0.5843574]]
2001-10-29,[[0.5846463]]
2001-10-30,[[0.6051668]]
2001-10-31,[[0.6361443]]
2001-11-01,[[0.63881564]]
2001-11-02,[[0.6290919]]
2001-11-05,[[0.6174923]]
2001-11-06,[[0.60700625]]
2001-11-07,[[0.58847404]]
2001-11-08,[[0.37004992]]
2001-11-09,[[0.356202]]
2001-11-12,[[0.33502907]]
2001-11-13,[[0.58482903]]
2001-11-14,[[0.58213305]]
2001-11-15,[[0.5869066]]
2001-11-16,[[0.5990917]]
2001-11-19,[[0.5930252]]
2001-11-20,[[0.59356785]]
2001-11-21,[[0.58895403]]
2001-11-23,[[0.3827271]]
2001-11-26,[[0.37223083]]
2001-11-27,[[0.37101465]]
2001-11-28,[[0.6223046]]
2001-11-29,[[0.63345194]]
2001-11-30,[[0.6084026]]
2001-12-03,[[0.6018158]]
2001-12-04,[[0.2677765]]
2001-12-05,[[0.26580626]]
2001-12-06,[[0.34813964]]
2001-12-07,[[0.2057291]]
2001-12-10,[[0.1645081]]
2001-12-11,[[0.1594859]]
2001-12-12,[[0.17417592]]
2001-12-13,[[0.16377842]]
2001-12-14,[[0.15938982]]
2001-12-17,[[0.19904113]]
2001-12-18,[[0.1747373]]
2001-12-19,[[0.17424834]]
2001-12-20,[[0.17484874]]
2001-12-21,[[0.16882679]]
2001-12-24,[[0.18839923]]
2001-12-26,[[0.6434825]]
2001-12-27,[[0.68417275]]
2001-12-28,[[0.17213976]]
2001-12-31,[[0.71488744]]
2002-01-02,[[0.20167422]]
2002-01-03,[[0.18180868]]
2002-01-04,[[0.1574704]]
2002-01-07,[[0.13764858]]
2002-01-08,[[0.1834181]]
2002-01-09,[[0.20633578]]
2002-01-10,[[0.19422477]]
2002-01-11,[[0.22582328]]
2002-01-14,[[0.23209855]]
2002-01-15,[[0.24173895]]
2002-01-16,[[0.28613168]]
2002-01-17,[[0.2980364]]
2002-01-18,[[0.292301]]
2002-01-22,[[0.2909703]]
2002-01-23,[[0.2928081]]
2002-01-24,[[0.28668568]]
2002-01-25,[[0.28257626]]
2002-01-28,[[0.2821313]]
2002-01-29,[[0.28230637]]
2002-01-30,[[0.31997553]]
2002-01-31,[[0.34180772]]
2002-02-01,[[0.3585653]]
2002-02-04,[[0.35750747]]
2002-02-05,[[0.42037255]]
2002-02-06,[[0.43330285]]
2002-02-07,[[0.2834431]]
2002-02-08,[[0.1455625]]
2002-02-11,[[0.2081747]]
2002-02-12,[[0.23107547]]
2002-02-13,[[0.22920421]]
2002-02-14,[[0.18860283]]
2002-02-15,[[0.17127481]]
2002-02-19,[[0.03289086]]
2002-02-20,[[0.03407651]]
2002-02-21,[[0.03295988]]
2002-02-22,[[0.03334153]]
2002-02-25,[[0.03506103]]
2002-02-26,[[0.06860727]]
2002-02-27,[[0.05791989]]
2002-02-28,[[0.03159636]]
2002-03-01,[[0.0306755]]
2002-03-04,[[0.18593818]]
2002-03-05,[[0.1785751]]
2002-03-06,[[0.21464309]]
2002-03-07,[[0.23330444]]
2002-03-08,[[0.2512641]]
2002-03-11,[[0.21517652]]
2002-03-12,[[0.16173911]]
2002-03-13,[[0.16069576]]
2002-03-14,[[0.17111611]]
2002-03-15,[[0.15194193]]
2002-03-18,[[0.17480549]]
2002-03-19,[[0.186079]]
2002-03-20,[[0.1772041]]
2002-03-21,[[0.24396619]]
2002-03-22,[[0.22809899]]
2002-03-25,[[0.21268585]]
2002-03-26,[[0.2515406]]
2002-03-27,[[0.2972805]]
2002-03-28,[[0.31984776]]
2002-04-01,[[0.31111342]]
2002-04-02,[[0.1067706]]
2002-04-03,[[0.03509286]]
2002-04-04,[[0.03725493]]
2002-04-05,[[0.03730753]]
2002-04-08,[[0.04128286]]
2002-04-09,[[0.04429615]]
2002-04-10,[[0.04642788]]
2002-04-11,[[0.04350913]]
2002-04-12,[[0.03980649]]
2002-04-15,[[0.08982316]]
2002-04-16,[[0.17501068]]
2002-04-17,[[0.17869622]]
2002-04-18,[[0.17467946]]
2002-04-19,[[0.18643612]]
2002-04-22,[[0.1693728]]
2002-04-23,[[0.1707415]]
2002-04-24,[[0.13699558]]
2002-04-25,[[0.13287276]]
2002-04-26,[[0.13205004]]
2002-04-29,[[0.17027953]]
2002-04-30,[[0.15591753]]
2002-05-01,[[0.17240694]]
2002-05-02,[[0.17442235]]
2002-05-03,[[0.17539755]]
2002-05-06,[[0.18939963]]
2002-05-07,[[0.16903904]]
2002-05-08,[[0.15883636]]
2002-05-09,[[0.15364063]]
2002-05-10,[[0.17321455]]
2002-05-13,[[0.16483223]]
2002-05-14,[[0.16843155]]
2002-05-15,[[0.02688706]]
2002-05-16,[[0.02629727]]
2002-05-17,[[0.02578789]]
2002-05-20,[[0.02740026]]
2002-05-21,[[0.02761054]]
2002-05-22,[[0.02698857]]
2002-05-23,[[0.02694148]]
2002-05-24,[[0.02581307]]
2002-05-28,[[0.07722747]]
2002-05-29,[[0.18243772]]
2002-05-30,[[0.17828897]]
2002-05-31,[[0.19388855]]
2002-06-03,[[0.18193957]]
2002-06-04,[[0.21857455]]
2002-06-05,[[0.24701938]]
2002-06-06,[[0.17734975]]
2002-06-07,[[0.16714129]]
2002-06-10,[[0.17346531]]
2002-06-11,[[0.16155684]]
2002-06-12,[[0.17137256]]
2002-06-13,[[0.18418592]]
2002-06-14,[[0.18379551]]
2002-06-17,[[0.16583535]]
2002-06-18,[[0.19659784]]
2002-06-19,[[0.1719816]]
2002-06-20,[[0.10411105]]
2002-06-21,[[0.14843792]]
2002-06-24,[[0.1417909]]
2002-06-25,[[0.02655408]]
2002-06-26,[[0.02738768]]
2002-06-27,[[0.06647691]]
2002-06-28,[[0.02671719]]
2002-07-01,[[0.02762231]]
2002-07-02,[[0.02579537]]
2002-07-03,[[0.02531284]]
2002-07-05,[[0.02455118]]
2002-07-08,[[0.02731502]]
2002-07-09,[[0.02751556]]
2002-07-10,[[0.02806649]]
2002-07-11,[[0.02945447]]
2002-07-12,[[0.02945966]]
2002-07-15,[[0.02937761]]
2002-07-16,[[0.03210786]]
2002-07-17,[[0.0318144]]
2002-07-18,[[0.0311183]]
2002-07-19,[[0.03127038]]
2002-07-22,[[0.03269789]]
2002-07-23,[[0.03761607]]
2002-07-24,[[0.8723161]]
2002-07-25,[[0.08116996]]
2002-07-26,[[0.07991681]]
2002-07-29,[[0.04865929]]
2002-07-30,[[0.08788729]]
2002-07-31,[[0.13747767]]
2002-08-01,[[0.10624567]]
2002-08-02,[[0.13541812]]
2002-08-05,[[0.12003562]]
2002-08-06,[[0.09959903]]
2002-08-07,[[0.0903261]]
2002-08-08,[[0.09772977]]
2002-08-09,[[0.14007309]]
2002-08-12,[[0.10444942]]
2002-08-13,[[0.15233168]]
2002-08-14,[[0.12842295]]
2002-08-15,[[0.10696748]]
2002-08-16,[[0.15828288]]
2002-08-19,[[0.14926204]]
2002-08-20,[[0.14820781]]
2002-08-21,[[0.19724053]]
2002-08-22,[[0.21050891]]
2002-08-23,[[0.19962457]]
2002-08-26,[[0.22622511]]
2002-08-27,[[0.20438245]]
2002-08-28,[[0.20197135]]
2002-08-29,[[0.20222142]]
2002-08-30,[[0.19993961]]
2002-09-03,[[0.15383124]]
2002-09-04,[[0.16024128]]
2002-09-05,[[0.182273]]
2002-09-06,[[0.16757905]]
2002-09-09,[[0.15206856]]
2002-09-10,[[0.1879563]]
2002-09-11,[[0.1505796]]
2002-09-12,[[0.11791626]]
2002-09-13,[[0.17284882]]
2002-09-16,[[0.180473]]
2002-09-17,[[0.10082516]]
2002-09-18,[[0.09882152]]
2002-09-19,[[0.05112463]]
2002-09-20,[[0.09332484]]
2002-09-23,[[0.1780929]]
2002-09-24,[[0.11114842]]
2002-09-25,[[0.16375718]]
2002-09-26,[[0.12866598]]
2002-09-27,[[0.1364384]]
2002-09-30,[[0.15195453]]
2002-10-01,[[0.15208584]]
2002-10-02,[[0.18403375]]
2002-10-03,[[0.18694252]]
2002-10-04,[[0.19415757]]
2002-10-07,[[0.1708262]]
2002-10-08,[[0.15525872]]
2002-10-09,[[0.13932806]]
2002-10-10,[[0.13496631]]
2002-10-11,[[0.10429031]]
2002-10-14,[[0.14128342]]
2002-10-15,[[0.6139353]]
2002-10-16,[[0.7318507]]
2002-10-17,[[0.7683258]]
2002-10-18,[[0.80647093]]
2002-10-21,[[0.7870812]]
2002-10-22,[[0.79891646]]
2002-10-23,[[0.81991005]]
2002-10-24,[[0.81797063]]
2002-10-25,[[0.84959847]]
2002-10-28,[[0.8089837]]
2002-10-29,[[0.8171801]]
2002-10-30,[[0.779636]]
2002-10-31,[[0.77135086]]
2002-11-01,[[0.79089665]]
2002-11-04,[[0.74008626]]
2002-11-05,[[0.7108677]]
2002-11-06,[[0.7299252]]
2002-11-07,[[0.6989112]]
2002-11-08,[[0.75400424]]
2002-11-11,[[0.7536745]]
2002-11-12,[[0.76069903]]
2002-11-13,[[0.31310332]]
2002-11-14,[[0.59865177]]
2002-11-15,[[0.6158054]]
2002-11-18,[[0.37175667]]
2002-11-19,[[0.25148785]]
2002-11-20,[[0.6126071]]
2002-11-21,[[0.6059947]]
2002-11-22,[[0.36924082]]
2002-11-25,[[0.25824127]]
2002-11-26,[[0.19667631]]
2002-11-27,[[0.19040188]]
2002-11-29,[[0.18782714]]
2002-12-02,[[0.18762875]]
2002-12-03,[[0.16506445]]
2002-12-04,[[0.16143265]]
2002-12-05,[[0.18776026]]
2002-12-06,[[0.19981155]]
2002-12-09,[[0.17774418]]
2002-12-10,[[0.1912871]]
2002-12-11,[[0.14891192]]
2002-12-12,[[0.15008095]]
2002-12-13,[[0.16315448]]
2002-12-16,[[0.16318923]]
2002-12-17,[[0.16030559]]
2002-12-18,[[0.17182758]]
2002-12-19,[[0.17296275]]
2002-12-20,[[0.20840827]]
2002-12-23,[[0.205464]]
2002-12-24,[[0.19638717]]
2002-12-26,[[0.17113602]]
2002-12-27,[[0.17296094]]
2002-12-30,[[0.16784588]]
2002-12-31,[[0.16989261]]
2003-01-02,[[0.12406686]]
2003-01-03,[[0.15217379]]
2003-01-06,[[0.16547468]]
2003-01-07,[[0.16183534]]
2003-01-08,[[0.16341591]]
2003-01-09,[[0.16477609]]
2003-01-10,[[0.11934516]]
2003-01-13,[[0.10659808]]
2003-01-14,[[0.12974015]]
2003-01-15,[[0.13978475]]
2003-01-16,[[0.17246589]]
2003-01-17,[[0.17524609]]
2003-01-21,[[0.13622221]]
2003-01-22,[[0.17360538]]
2003-01-23,[[0.17142028]]
2003-01-24,[[0.17975336]]
2003-01-27,[[0.15208584]]
2003-01-28,[[0.14116713]]
2003-01-29,[[0.13888669]]
2003-01-30,[[0.17240131]]
2003-01-31,[[0.14187369]]
2003-02-03,[[0.18503717]]
2003-02-04,[[0.16913393]]
2003-02-05,[[0.14568877]]
2003-02-06,[[0.14700142]]
2003-02-07,[[0.15735036]]
2003-02-10,[[0.1519979]]
2003-02-11,[[0.13787046]]
2003-02-12,[[0.15849566]]
2003-02-13,[[0.15488869]]
2003-02-14,[[0.10856578]]
2003-02-18,[[0.11884791]]
2003-02-19,[[0.08082402]]
2003-02-20,[[0.07754529]]
2003-02-21,[[0.03025714]]
2003-02-24,[[0.07235166]]
2003-02-25,[[0.08146068]]
2003-02-26,[[0.14869753]]
2003-02-27,[[0.1275638]]
2003-02-28,[[0.11957204]]
2003-03-03,[[0.12195307]]
2003-03-04,[[0.11002451]]
2003-03-05,[[0.14346907]]
2003-03-06,[[0.12922633]]
2003-03-07,[[0.1535325]]
2003-03-10,[[0.11820391]]
2003-03-11,[[0.13214767]]
2003-03-12,[[0.13877857]]
2003-03-13,[[0.15384024]]
2003-03-14,[[0.16299582]]
2003-03-17,[[0.15333432]]
2003-03-18,[[0.12554246]]
2003-03-19,[[0.13000959]]
2003-03-20,[[0.1573599]]
2003-03-21,[[0.16712779]]
2003-03-24,[[0.15684986]]
2003-03-25,[[0.12012196]]
2003-03-26,[[0.09365892]]
2003-03-27,[[0.10328421]]
2003-03-28,[[0.09971693]]
2003-03-31,[[0.0703204]]
2003-04-01,[[0.15000993]]
2003-04-02,[[0.17888227]]
2003-04-03,[[0.14651719]]
2003-04-04,[[0.17289042]]
2003-04-07,[[0.04396859]]
2003-04-08,[[0.16540772]]
2003-04-09,[[0.11139089]]
2003-04-10,[[0.17507663]]
2003-04-11,[[0.17842719]]
2003-04-14,[[0.17869398]]
2003-04-15,[[0.21542391]]
