date,irl
2000-06-22,[[0.3690827]]
2000-06-23,[[0.44023532]]
2000-06-26,[[0.6445956]]
2000-06-27,[[0.42656288]]
2000-06-28,[[0.55652136]]
2000-06-29,[[0.43097776]]
2000-06-30,[[0.39003143]]
2000-07-03,[[0.41469795]]
2000-07-05,[[0.64528644]]
2000-07-06,[[0.6282264]]
2000-07-07,[[0.62127554]]
2000-07-10,[[0.6589497]]
2000-07-11,[[0.7406077]]
2000-07-12,[[0.7401275]]
2000-07-13,[[0.9348651]]
2000-07-14,[[0.93045056]]
2000-07-17,[[0.9263144]]
2000-07-18,[[0.75347984]]
2000-07-19,[[0.92556846]]
2000-07-20,[[0.9225805]]
2000-07-21,[[0.9085853]]
2000-07-24,[[0.8995784]]
2000-07-25,[[0.890283]]
2000-07-26,[[0.8906692]]
2000-07-27,[[0.89267963]]
2000-07-28,[[0.885249]]
2000-07-31,[[0.8819864]]
2000-08-01,[[0.86906046]]
2000-08-02,[[0.8719544]]
2000-08-03,[[0.87222266]]
2000-08-04,[[0.87251973]]
2000-08-07,[[0.87430996]]
2000-08-08,[[0.5312027]]
2000-08-09,[[0.5417416]]
2000-08-10,[[0.44371352]]
2000-08-11,[[0.28786018]]
2000-08-14,[[0.29614586]]
2000-08-15,[[0.32771656]]
2000-08-16,[[0.31396365]]
2000-08-17,[[0.31001198]]
2000-08-18,[[0.2994951]]
2000-08-21,[[0.3132109]]
2000-08-22,[[0.5210725]]
2000-08-23,[[0.5207488]]
2000-08-24,[[0.5365471]]
2000-08-25,[[0.52109355]]
2000-08-28,[[0.5380885]]
2000-08-29,[[0.4946578]]
2000-08-30,[[0.48169744]]
2000-08-31,[[0.4631668]]
2000-09-01,[[0.48345307]]
2000-09-05,[[0.33356595]]
2000-09-06,[[0.60213053]]
2000-09-07,[[0.64173055]]
2000-09-08,[[0.6561599]]
2000-09-11,[[0.67223936]]
2000-09-12,[[0.94865453]]
2000-09-13,[[0.8069818]]
2000-09-14,[[0.63134176]]
2000-09-15,[[0.6272744]]
2000-09-18,[[0.6622806]]
2000-09-19,[[0.6611355]]
2000-09-20,[[0.6094819]]
2000-09-21,[[0.57076675]]
2000-09-22,[[0.5575951]]
2000-09-25,[[0.52815646]]
2000-09-26,[[0.49511814]]
2000-09-27,[[0.5294718]]
2000-09-28,[[0.53976935]]
2000-09-29,[[0.4922639]]
2000-10-02,[[0.46865818]]
2000-10-03,[[0.38130313]]
2000-10-04,[[0.2899674]]
2000-10-05,[[0.29778162]]
2000-10-06,[[0.2672842]]
2000-10-09,[[0.29148895]]
2000-10-10,[[0.3365178]]
2000-10-11,[[0.26205903]]
2000-10-12,[[0.22174299]]
2000-10-13,[[0.1963445]]
2000-10-16,[[0.18181008]]
2000-10-17,[[0.15718469]]
2000-10-18,[[0.13564083]]
2000-10-19,[[0.13300398]]
2000-10-20,[[0.15907988]]
2000-10-23,[[0.14824367]]
2000-10-24,[[0.13951513]]
2000-10-25,[[0.13699892]]
2000-10-26,[[0.13273627]]
2000-10-27,[[0.08277112]]
2000-10-30,[[0.08529553]]
2000-10-31,[[0.09795153]]
2000-11-01,[[0.09834114]]
2000-11-02,[[0.08474085]]
2000-11-03,[[0.08589417]]
2000-11-06,[[0.08599901]]
2000-11-07,[[0.10500115]]
2000-11-08,[[0.13184711]]
2000-11-09,[[0.12783563]]
2000-11-10,[[0.11114943]]
2000-11-13,[[0.12891638]]
2000-11-14,[[0.1378969]]
2000-11-15,[[0.17470628]]
2000-11-16,[[0.16021842]]
2000-11-17,[[0.16244838]]
2000-11-20,[[0.18666327]]
2000-11-21,[[0.26029897]]
2000-11-22,[[0.26877758]]
2000-11-24,[[0.28445673]]
2000-11-27,[[0.29828036]]
2000-11-28,[[0.33588427]]
2000-11-29,[[0.34183484]]
2000-11-30,[[0.33476225]]
2000-12-01,[[0.35717452]]
2000-12-04,[[0.37854385]]
2000-12-05,[[0.30212593]]
2000-12-06,[[0.33679736]]
2000-12-07,[[0.34573743]]
2000-12-08,[[0.33673072]]
2000-12-11,[[0.34675127]]
2000-12-12,[[0.3812241]]
2000-12-13,[[0.39236274]]
2000-12-14,[[0.37127358]]
2000-12-15,[[0.35088426]]
2000-12-18,[[0.31733]]
2000-12-19,[[0.26436675]]
2000-12-20,[[0.2788947]]
2000-12-21,[[0.20407152]]
2000-12-22,[[0.18355885]]
2000-12-26,[[0.17250037]]
2000-12-27,[[0.17653155]]
2000-12-28,[[0.17044652]]
2000-12-29,[[0.16209343]]
2001-01-02,[[0.16419202]]
2001-01-03,[[0.16828412]]
2001-01-04,[[0.24921158]]
2001-01-05,[[0.27280354]]
2001-01-08,[[0.51472914]]
2001-01-09,[[0.48627597]]
2001-01-10,[[0.43975192]]
2001-01-11,[[0.44718164]]
2001-01-12,[[0.4716791]]
2001-01-16,[[0.39253476]]
2001-01-17,[[0.19334629]]
2001-01-18,[[0.19431546]]
2001-01-19,[[0.24175006]]
2001-01-22,[[0.26707494]]
2001-01-23,[[0.23489422]]
2001-01-24,[[0.37341213]]
2001-01-25,[[0.39288142]]
2001-01-26,[[0.28160146]]
2001-01-29,[[0.2246044]]
2001-01-30,[[0.20354646]]
2001-01-31,[[0.17640957]]
2001-02-01,[[0.16210073]]
2001-02-02,[[0.18864635]]
2001-02-05,[[0.19150004]]
2001-02-06,[[0.2701571]]
2001-02-07,[[0.25400826]]
2001-02-08,[[0.25304812]]
2001-02-09,[[0.25230527]]
2001-02-12,[[0.2618933]]
2001-02-13,[[0.25307012]]
2001-02-14,[[0.21143296]]
2001-02-15,[[0.11845639]]
2001-02-16,[[0.11020169]]
2001-02-20,[[0.10879362]]
2001-02-21,[[0.11103553]]
2001-02-22,[[0.10806558]]
2001-02-23,[[0.10714671]]
2001-02-26,[[0.10602924]]
2001-02-27,[[0.10207519]]
2001-02-28,[[0.09886715]]
2001-03-01,[[0.09790921]]
2001-03-02,[[0.09400821]]
2001-03-05,[[0.09057879]]
2001-03-06,[[0.09030944]]
2001-03-07,[[0.08922628]]
2001-03-08,[[0.08878827]]
2001-03-09,[[0.08832785]]
2001-03-12,[[0.08528388]]
2001-03-13,[[0.07704502]]
2001-03-14,[[0.07631394]]
2001-03-15,[[0.07163244]]
2001-03-16,[[0.07043958]]
2001-03-19,[[0.06474134]]
2001-03-20,[[0.06567541]]
2001-03-21,[[0.06432849]]
2001-03-22,[[0.06182468]]
2001-03-23,[[0.06111369]]
2001-03-26,[[0.06155971]]
2001-03-27,[[0.06390455]]
2001-03-28,[[0.06541273]]
2001-03-29,[[0.0651488]]
2001-03-30,[[0.06498215]]
2001-04-02,[[0.06709838]]
2001-04-03,[[0.0701029]]
2001-04-04,[[0.08611614]]
2001-04-05,[[0.08279088]]
2001-04-06,[[0.10681567]]
2001-04-09,[[0.10495669]]
2001-04-10,[[0.10224593]]
2001-04-11,[[0.10310429]]
2001-04-12,[[0.12326729]]
2001-04-16,[[0.1342127]]
2001-04-17,[[0.13068539]]
2001-04-18,[[0.14664662]]
2001-04-19,[[0.14114639]]
2001-04-20,[[0.14685124]]
2001-04-23,[[0.14949042]]
2001-04-24,[[0.16982436]]
2001-04-25,[[0.17329028]]
2001-04-26,[[0.21840304]]
2001-04-27,[[0.20526993]]
2001-04-30,[[0.18074927]]
2001-05-01,[[0.2310015]]
2001-05-02,[[0.18042785]]
2001-05-03,[[0.14868966]]
2001-05-04,[[0.17474753]]
2001-05-07,[[0.16862214]]
2001-05-08,[[0.16456538]]
2001-05-09,[[0.18284842]]
2001-05-10,[[0.18113005]]
2001-05-11,[[0.17829156]]
2001-05-14,[[0.18357107]]
2001-05-15,[[0.19455177]]
2001-05-16,[[0.12918302]]
2001-05-17,[[0.28756607]]
2001-05-18,[[0.29001647]]
2001-05-21,[[0.24592191]]
2001-05-22,[[0.16533828]]
2001-05-23,[[0.04751465]]
2001-05-24,[[0.0612551]]
2001-05-25,[[0.0519526]]
2001-05-29,[[0.04888773]]
2001-05-30,[[0.08093214]]
2001-05-31,[[0.08311638]]
2001-06-01,[[0.07175013]]
2001-06-04,[[0.06916407]]
2001-06-05,[[0.0668411]]
2001-06-06,[[0.06925198]]
2001-06-07,[[0.07524818]]
2001-06-08,[[0.07522258]]
2001-06-11,[[0.08188373]]
2001-06-12,[[0.07480177]]
2001-06-13,[[0.06954321]]
2001-06-14,[[0.07443872]]
2001-06-15,[[0.07989439]]
2001-06-18,[[0.13641798]]
2001-06-19,[[0.23989421]]
2001-06-20,[[0.23539367]]
2001-06-21,[[0.21788561]]
2001-06-22,[[0.16397628]]
2001-06-25,[[0.19197589]]
2001-06-26,[[0.22831288]]
2001-06-27,[[0.25972503]]
2001-06-28,[[0.26230597]]
2001-06-29,[[0.27625555]]
2001-07-02,[[0.26814792]]
2001-07-03,[[0.2618786]]
2001-07-05,[[0.2529901]]
2001-07-06,[[0.28091162]]
2001-07-09,[[0.33336]]
2001-07-10,[[0.23460442]]
2001-07-11,[[0.2781906]]
2001-07-12,[[0.26447743]]
2001-07-13,[[0.2730389]]
2001-07-16,[[0.3119089]]
2001-07-17,[[0.29420394]]
2001-07-18,[[0.45003378]]
2001-07-19,[[0.47803146]]
2001-07-20,[[0.48794237]]
2001-07-23,[[0.41725105]]
2001-07-24,[[0.32581347]]
2001-07-25,[[0.23475927]]
2001-07-26,[[0.1890265]]
2001-07-27,[[0.17157367]]
2001-07-30,[[0.17582679]]
2001-07-31,[[0.19338867]]
2001-08-01,[[0.18335316]]
2001-08-02,[[0.18099344]]
2001-08-03,[[0.18016657]]
2001-08-06,[[0.19062266]]
2001-08-07,[[0.19092911]]
2001-08-08,[[0.16751736]]
2001-08-09,[[0.1788609]]
2001-08-10,[[0.18832406]]
2001-08-13,[[0.16430461]]
2001-08-14,[[0.13506895]]
2001-08-15,[[0.18059978]]
2001-08-16,[[0.12676165]]
2001-08-17,[[0.18205836]]
2001-08-20,[[0.05639401]]
2001-08-21,[[0.10998538]]
2001-08-22,[[0.04705939]]
2001-08-23,[[0.04268149]]
2001-08-24,[[0.0434202]]
2001-08-27,[[0.03758666]]
2001-08-28,[[0.04667124]]
2001-08-29,[[0.04898229]]
2001-08-30,[[0.05084619]]
2001-08-31,[[0.0553143]]
2001-09-04,[[0.05171451]]
2001-09-05,[[0.04519776]]
2001-09-06,[[0.04458478]]
2001-09-07,[[0.04354927]]
2001-09-10,[[0.04141936]]
2001-09-17,[[0.04265988]]
2001-09-18,[[0.06940252]]
2001-09-19,[[0.06812942]]
2001-09-20,[[0.06478474]]
2001-09-21,[[0.11651671]]
2001-09-24,[[0.14403519]]
2001-09-25,[[0.16138372]]
2001-09-26,[[0.23085299]]
2001-09-27,[[0.2004663]]
2001-09-28,[[0.2905136]]
2001-10-01,[[0.31063807]]
2001-10-02,[[0.13822633]]
2001-10-03,[[0.11960956]]
2001-10-04,[[0.12245804]]
2001-10-05,[[0.12776268]]
2001-10-08,[[0.12772954]]
2001-10-09,[[0.1442973]]
2001-10-10,[[0.1416885]]
2001-10-11,[[0.16185582]]
2001-10-12,[[0.1526967]]
2001-10-15,[[0.14613375]]
2001-10-16,[[0.19955668]]
2001-10-17,[[0.20796037]]
2001-10-18,[[0.26124293]]
2001-10-19,[[0.28070644]]
2001-10-22,[[0.23647478]]
2001-10-23,[[0.29385495]]
2001-10-24,[[0.39323446]]
2001-10-25,[[0.36420146]]
2001-10-26,[[0.40338108]]
2001-10-29,[[0.40353778]]
2001-10-30,[[0.44988036]]
2001-10-31,[[0.5171385]]
2001-11-01,[[0.41061333]]
2001-11-02,[[0.47122657]]
2001-11-05,[[0.45654428]]
2001-11-06,[[0.4343629]]
2001-11-07,[[0.38224864]]
2001-11-08,[[0.47249365]]
2001-11-09,[[0.47224662]]
2001-11-12,[[0.47653446]]
2001-11-13,[[0.49675253]]
2001-11-14,[[0.47958252]]
2001-11-15,[[0.35104674]]
2001-11-16,[[0.3433314]]
2001-11-19,[[0.34017074]]
2001-11-20,[[0.32101545]]
2001-11-21,[[0.03492689]]
2001-11-23,[[0.04052112]]
2001-11-26,[[0.03974196]]
2001-11-27,[[0.03483748]]
2001-11-28,[[0.33135918]]
2001-11-29,[[0.34795943]]
2001-11-30,[[0.35649714]]
2001-12-03,[[0.3540549]]
2001-12-04,[[0.15249035]]
2001-12-05,[[0.12818807]]
2001-12-06,[[0.41466293]]
2001-12-07,[[0.28082728]]
2001-12-10,[[0.23104829]]
2001-12-11,[[0.05461544]]
2001-12-12,[[0.05547884]]
2001-12-13,[[0.05510738]]
2001-12-14,[[0.1057803]]
2001-12-17,[[0.08780557]]
2001-12-18,[[0.26486555]]
2001-12-19,[[0.28214252]]
2001-12-20,[[0.2638805]]
2001-12-21,[[0.2837971]]
2001-12-24,[[0.3740359]]
2001-12-26,[[0.28088778]]
2001-12-27,[[0.27862677]]
2001-12-28,[[0.23464513]]
2001-12-31,[[0.24560791]]
2002-01-02,[[0.2961855]]
2002-01-03,[[0.22360697]]
2002-01-04,[[0.20649695]]
2002-01-07,[[0.1580599]]
2002-01-08,[[0.2504081]]
2002-01-09,[[0.24134359]]
2002-01-10,[[0.25776222]]
2002-01-11,[[0.2525317]]
2002-01-14,[[0.24064481]]
2002-01-15,[[0.24702427]]
2002-01-16,[[0.24471289]]
2002-01-17,[[0.2694999]]
2002-01-18,[[0.24079579]]
2002-01-22,[[0.25669718]]
2002-01-23,[[0.28629148]]
2002-01-24,[[0.27063918]]
2002-01-25,[[0.2738644]]
2002-01-28,[[0.20723489]]
2002-01-29,[[0.22477126]]
2002-01-30,[[0.20864183]]
2002-01-31,[[0.20412904]]
2002-02-01,[[0.18136725]]
2002-02-04,[[0.18544525]]
2002-02-05,[[0.33990338]]
2002-02-06,[[0.06609455]]
2002-02-07,[[0.06842762]]
2002-02-08,[[0.07038262]]
2002-02-11,[[0.06161851]]
2002-02-12,[[0.05361715]]
2002-02-13,[[0.05277896]]
2002-02-14,[[0.04815117]]
2002-02-15,[[0.04591003]]
2002-02-19,[[0.04581663]]
2002-02-20,[[0.04685944]]
2002-02-21,[[0.04214707]]
2002-02-22,[[0.04400158]]
2002-02-25,[[0.11254391]]
2002-02-26,[[0.10223097]]
2002-02-27,[[0.0996466]]
2002-02-28,[[0.03336048]]
2002-03-01,[[0.03380865]]
2002-03-04,[[0.1075384]]
2002-03-05,[[0.1424219]]
2002-03-06,[[0.14720339]]
2002-03-07,[[0.13427874]]
2002-03-08,[[0.1327495]]
2002-03-11,[[0.1271688]]
2002-03-12,[[0.11937466]]
2002-03-13,[[0.13703641]]
2002-03-14,[[0.08095592]]
2002-03-15,[[0.03629306]]
2002-03-18,[[0.12465236]]
2002-03-19,[[0.07830781]]
2002-03-20,[[0.09863767]]
2002-03-21,[[0.10929072]]
2002-03-22,[[0.09411067]]
2002-03-25,[[0.08922866]]
2002-03-26,[[0.15004513]]
2002-03-27,[[0.14965081]]
2002-03-28,[[0.16392127]]
2002-04-01,[[0.17220813]]
2002-04-02,[[0.04020756]]
2002-04-03,[[0.06530714]]
2002-04-04,[[0.06875545]]
2002-04-05,[[0.06898761]]
2002-04-08,[[0.06850833]]
2002-04-09,[[0.07928237]]
2002-04-10,[[0.08332339]]
2002-04-11,[[0.08095124]]
2002-04-12,[[0.06693974]]
2002-04-15,[[0.06469509]]
2002-04-16,[[0.06908441]]
2002-04-17,[[0.12096712]]
2002-04-18,[[0.12859467]]
2002-04-19,[[0.1296761]]
2002-04-22,[[0.10550129]]
2002-04-23,[[0.13228509]]
2002-04-24,[[0.13103414]]
2002-04-25,[[0.12655285]]
2002-04-26,[[0.12646699]]
2002-04-29,[[0.12468988]]
2002-04-30,[[0.11390281]]
2002-05-01,[[0.11247244]]
2002-05-02,[[0.14058697]]
2002-05-03,[[0.14409384]]
2002-05-06,[[0.15731028]]
2002-05-07,[[0.14943084]]
2002-05-08,[[0.14697152]]
2002-05-09,[[0.16206267]]
2002-05-10,[[0.13323286]]
2002-05-13,[[0.13755247]]
2002-05-14,[[0.13642451]]
2002-05-15,[[0.1301651]]
2002-05-16,[[0.13787755]]
2002-05-17,[[0.05563319]]
2002-05-20,[[0.06177917]]
2002-05-21,[[0.0644173]]
2002-05-22,[[0.06623304]]
2002-05-23,[[0.06092533]]
2002-05-24,[[0.05029657]]
2002-05-28,[[0.10335198]]
2002-05-29,[[0.05264086]]
2002-05-30,[[0.05397406]]
2002-05-31,[[0.04963133]]
2002-06-03,[[0.04629937]]
2002-06-04,[[0.0752686]]
2002-06-05,[[0.10702854]]
2002-06-06,[[0.05538544]]
2002-06-07,[[0.07558852]]
2002-06-10,[[0.11179855]]
2002-06-11,[[0.1064989]]
2002-06-12,[[0.19304973]]
2002-06-13,[[0.13594586]]
2002-06-14,[[0.1100238]]
2002-06-17,[[0.1087324]]
2002-06-18,[[0.1912412]]
2002-06-19,[[0.11986116]]
2002-06-20,[[0.05368695]]
2002-06-21,[[0.10581711]]
2002-06-24,[[0.09616908]]
2002-06-25,[[0.0544484]]
2002-06-26,[[0.05332711]]
2002-06-27,[[0.05337718]]
2002-06-28,[[0.04747388]]
2002-07-01,[[0.04841834]]
2002-07-02,[[0.0504652]]
2002-07-03,[[0.04966128]]
2002-07-05,[[0.04892248]]
2002-07-08,[[0.04598424]]
2002-07-09,[[0.04729593]]
2002-07-10,[[0.05373269]]
2002-07-11,[[0.05576932]]
2002-07-12,[[0.05550978]]
2002-07-15,[[0.05460036]]
2002-07-16,[[0.06243527]]
2002-07-17,[[0.06161547]]
2002-07-18,[[0.06202421]]
2002-07-19,[[0.05850771]]
2002-07-22,[[0.05784163]]
2002-07-23,[[0.05754584]]
2002-07-24,[[0.05411723]]
2002-07-25,[[0.06284967]]
2002-07-26,[[0.06081057]]
2002-07-29,[[0.06510141]]
2002-07-30,[[0.06954417]]
2002-07-31,[[0.07216665]]
2002-08-01,[[0.07352835]]
2002-08-02,[[0.07484186]]
2002-08-05,[[0.0760943]]
2002-08-06,[[0.07594717]]
2002-08-07,[[0.0755558]]
2002-08-08,[[0.07546544]]
2002-08-09,[[0.07677725]]
2002-08-12,[[0.07874131]]
2002-08-13,[[0.08261451]]
2002-08-14,[[0.08522549]]
2002-08-15,[[0.08664888]]
2002-08-16,[[0.08804354]]
2002-08-19,[[0.08749032]]
2002-08-20,[[0.11166531]]
2002-08-21,[[0.11785734]]
2002-08-22,[[0.11675647]]
2002-08-23,[[0.15070418]]
2002-08-26,[[0.16271585]]
2002-08-27,[[0.03352296]]
2002-08-28,[[0.03380421]]
2002-08-29,[[0.03438279]]
2002-08-30,[[0.03279889]]
2002-09-03,[[0.03097096]]
2002-09-04,[[0.03448242]]
2002-09-05,[[0.03226626]]
2002-09-06,[[0.03432366]]
2002-09-09,[[0.02787831]]
2002-09-10,[[0.03467834]]
2002-09-11,[[0.0357061]]
2002-09-12,[[0.03644374]]
2002-09-13,[[0.04249257]]
2002-09-16,[[0.0387564]]
2002-09-17,[[0.03881386]]
2002-09-18,[[0.04280317]]
2002-09-19,[[0.04278895]]
2002-09-20,[[0.05200469]]
2002-09-23,[[0.05521137]]
2002-09-24,[[0.06755427]]
2002-09-25,[[0.06167892]]
2002-09-26,[[0.05590412]]
2002-09-27,[[0.05105129]]
2002-09-30,[[0.11503351]]
2002-10-01,[[0.09216529]]
2002-10-02,[[0.17069268]]
2002-10-03,[[0.20054168]]
2002-10-04,[[0.1916737]]
2002-10-07,[[0.19466203]]
2002-10-08,[[0.18735605]]
2002-10-09,[[0.19010472]]
2002-10-10,[[0.19671962]]
2002-10-11,[[0.20642117]]
2002-10-14,[[0.2104792]]
2002-10-15,[[0.3208915]]
2002-10-16,[[0.42453104]]
2002-10-17,[[0.46526557]]
2002-10-18,[[0.4850325]]
2002-10-21,[[0.34584147]]
2002-10-22,[[0.4581256]]
2002-10-23,[[0.4704055]]
2002-10-24,[[0.48242533]]
2002-10-25,[[0.5069731]]
2002-10-28,[[0.5437884]]
2002-10-29,[[0.36431855]]
2002-10-30,[[0.2946453]]
2002-10-31,[[0.32087147]]
2002-11-01,[[0.32511598]]
2002-11-04,[[0.49230206]]
2002-11-05,[[0.50923175]]
2002-11-06,[[0.4865445]]
2002-11-07,[[0.47683972]]
2002-11-08,[[0.5244911]]
2002-11-11,[[0.5296948]]
2002-11-12,[[0.5992267]]
2002-11-13,[[0.5077536]]
2002-11-14,[[0.33396614]]
2002-11-15,[[0.3372226]]
2002-11-18,[[0.3585239]]
2002-11-19,[[0.3302497]]
2002-11-20,[[0.30160576]]
2002-11-21,[[0.27532053]]
2002-11-22,[[0.24728185]]
2002-11-25,[[0.25487354]]
2002-11-26,[[0.25110015]]
2002-11-27,[[0.25851113]]
2002-11-29,[[0.30336747]]
2002-12-02,[[0.29176438]]
2002-12-03,[[0.18835539]]
2002-12-04,[[0.18346238]]
2002-12-05,[[0.1947887]]
2002-12-06,[[0.20953059]]
2002-12-09,[[0.222143]]
2002-12-10,[[0.21814755]]
2002-12-11,[[0.15981105]]
2002-12-12,[[0.15536633]]
2002-12-13,[[0.14364105]]
2002-12-16,[[0.16741183]]
2002-12-17,[[0.16178441]]
2002-12-18,[[0.18711287]]
2002-12-19,[[0.17141947]]
2002-12-20,[[0.170912]]
2002-12-23,[[0.15568697]]
2002-12-24,[[0.16295812]]
2002-12-26,[[0.10855001]]
2002-12-27,[[0.05602759]]
2002-12-30,[[0.05493543]]
2002-12-31,[[0.06110445]]
2003-01-02,[[0.06239852]]
2003-01-03,[[0.04874733]]
2003-01-06,[[0.04950294]]
2003-01-07,[[0.03528774]]
2003-01-08,[[0.04284021]]
2003-01-09,[[0.04748735]]
2003-01-10,[[0.03958929]]
2003-01-13,[[0.03489345]]
2003-01-14,[[0.03855866]]
2003-01-15,[[0.03010347]]
2003-01-16,[[0.03447711]]
2003-01-17,[[0.03791702]]
2003-01-21,[[0.05121312]]
2003-01-22,[[0.0535928]]
2003-01-23,[[0.05707169]]
2003-01-24,[[0.05672875]]
2003-01-27,[[0.06249404]]
2003-01-28,[[0.06560451]]
2003-01-29,[[0.17289883]]
2003-01-30,[[0.16470408]]
2003-01-31,[[0.17018297]]
2003-02-03,[[0.20747873]]
2003-02-04,[[0.2622723]]
2003-02-05,[[0.2584861]]
2003-02-06,[[0.26016492]]
2003-02-07,[[0.26505756]]
2003-02-10,[[0.24825257]]
2003-02-11,[[0.22663382]]
2003-02-12,[[0.22991604]]
2003-02-13,[[0.22122806]]
2003-02-14,[[0.16593546]]
2003-02-18,[[0.19157639]]
2003-02-19,[[0.20683807]]
2003-02-20,[[0.16935554]]
2003-02-21,[[0.16836676]]
2003-02-24,[[0.18806729]]
2003-02-25,[[0.17701721]]
2003-02-26,[[0.16591269]]
2003-02-27,[[0.18224895]]
2003-02-28,[[0.17906693]]
2003-03-03,[[0.15355054]]
2003-03-04,[[0.17574757]]
2003-03-05,[[0.18263826]]
2003-03-06,[[0.1785472]]
2003-03-07,[[0.17629194]]
2003-03-10,[[0.18054101]]
2003-03-11,[[0.19737625]]
2003-03-12,[[0.20660657]]
2003-03-13,[[0.20637235]]
2003-03-14,[[0.20517275]]
2003-03-17,[[0.17071486]]
2003-03-18,[[0.13762161]]
2003-03-19,[[0.12450641]]
2003-03-20,[[0.14157742]]
2003-03-21,[[0.13484627]]
2003-03-24,[[0.13061383]]
2003-03-25,[[0.19700947]]
2003-03-26,[[0.15973929]]
2003-03-27,[[0.12045237]]
2003-03-28,[[0.12100661]]
2003-03-31,[[0.11904779]]
2003-04-01,[[0.20110494]]
2003-04-02,[[0.17361364]]
2003-04-03,[[0.08898836]]
2003-04-04,[[0.09028149]]
2003-04-07,[[0.06273353]]
2003-04-08,[[0.1083875]]
2003-04-09,[[0.06255707]]
2003-04-10,[[0.06357622]]
2003-04-11,[[0.09717676]]
2003-04-14,[[0.06170407]]
