date,irl_gail
2000-06-26,[[0.8402735]]
2000-06-27,[[0.8055905]]
2000-06-28,[[0.8158178]]
2000-06-29,[[0.7939651]]
2000-06-30,[[0.7879486]]
2000-07-03,[[0.8112637]]
2000-07-05,[[0.78531617]]
2000-07-06,[[0.7921852]]
2000-07-07,[[0.78766924]]
2000-07-10,[[0.804623]]
2000-07-11,[[0.8019018]]
2000-07-12,[[0.8098055]]
2000-07-13,[[0.81838393]]
2000-07-14,[[0.82270694]]
2000-07-17,[[0.8081882]]
2000-07-18,[[0.7972151]]
2000-07-19,[[0.7964493]]
2000-07-20,[[0.7999188]]
2000-07-21,[[0.8019514]]
2000-07-24,[[0.7832067]]
2000-07-25,[[0.79923475]]
2000-07-26,[[0.8065474]]
2000-07-27,[[0.80855036]]
2000-07-28,[[0.8120725]]
2000-07-31,[[0.9297228]]
2000-08-01,[[0.9224547]]
2000-08-02,[[0.8073832]]
2000-08-03,[[0.7971617]]
2000-08-04,[[0.7949674]]
2000-08-07,[[0.80345]]
2000-08-08,[[0.81793797]]
2000-08-09,[[0.8200964]]
2000-08-10,[[0.8139485]]
2000-08-11,[[0.7933761]]
2000-08-14,[[0.8090907]]
2000-08-15,[[0.81064796]]
2000-08-16,[[0.7954985]]
2000-08-17,[[0.79791224]]
2000-08-18,[[0.84058386]]
2000-08-21,[[0.761484]]
2000-08-22,[[0.9271969]]
2000-08-23,[[0.92318535]]
2000-08-24,[[0.92226374]]
2000-08-25,[[0.9215995]]
2000-08-28,[[0.92164326]]
2000-08-29,[[0.7657013]]
2000-08-30,[[0.7417785]]
2000-08-31,[[0.73134434]]
2000-09-01,[[0.7275254]]
2000-09-05,[[0.7099306]]
2000-09-06,[[0.72729826]]
2000-09-07,[[0.6702856]]
2000-09-08,[[0.67082405]]
2000-09-11,[[0.67096853]]
2000-09-12,[[0.69951737]]
2000-09-13,[[0.6333281]]
2000-09-14,[[0.5705142]]
2000-09-15,[[0.58028585]]
2000-09-18,[[0.57607186]]
2000-09-19,[[0.5886646]]
2000-09-20,[[0.5446882]]
2000-09-21,[[0.50719637]]
2000-09-22,[[0.44960937]]
2000-09-25,[[0.4244472]]
2000-09-26,[[0.42625034]]
2000-09-27,[[0.43837422]]
2000-09-28,[[0.40135145]]
2000-09-29,[[0.467177]]
2000-10-02,[[0.49037045]]
2000-10-03,[[0.368549]]
2000-10-04,[[0.50327593]]
2000-10-05,[[0.5102479]]
2000-10-06,[[0.5071492]]
2000-10-09,[[0.3929057]]
2000-10-10,[[0.3886474]]
2000-10-11,[[0.38719353]]
2000-10-12,[[0.39576337]]
2000-10-13,[[0.4181765]]
2000-10-16,[[0.32626498]]
2000-10-17,[[0.35949087]]
2000-10-18,[[0.3578387]]
2000-10-19,[[0.31153843]]
2000-10-20,[[0.30450684]]
2000-10-23,[[0.24008301]]
2000-10-24,[[0.30801475]]
2000-10-25,[[0.3113045]]
2000-10-26,[[0.31175345]]
2000-10-27,[[0.31527352]]
2000-10-30,[[0.31751898]]
2000-10-31,[[0.64042777]]
2000-11-01,[[0.51993406]]
2000-11-02,[[0.7463914]]
2000-11-03,[[0.74976623]]
2000-11-06,[[0.7544032]]
2000-11-07,[[0.6952499]]
2000-11-08,[[0.6937649]]
2000-11-09,[[0.6983327]]
2000-11-10,[[0.65335697]]
2000-11-13,[[0.70762765]]
2000-11-14,[[0.7260879]]
2000-11-15,[[0.73196375]]
2000-11-16,[[0.7258796]]
2000-11-17,[[0.74069303]]
2000-11-20,[[0.77919555]]
2000-11-21,[[0.7116808]]
2000-11-22,[[0.68569565]]
2000-11-24,[[0.7505132]]
2000-11-27,[[0.7572473]]
2000-11-28,[[0.78426135]]
2000-11-29,[[0.7819759]]
2000-11-30,[[0.77060133]]
2000-12-01,[[0.7307177]]
2000-12-04,[[0.7600693]]
2000-12-05,[[0.764704]]
2000-12-06,[[0.80142736]]
2000-12-07,[[0.80020845]]
2000-12-08,[[0.78563005]]
2000-12-11,[[0.80703354]]
2000-12-12,[[0.8215323]]
2000-12-13,[[0.8144828]]
2000-12-14,[[0.8077897]]
2000-12-15,[[0.8071443]]
2000-12-18,[[0.80343336]]
2000-12-19,[[0.81650853]]
2000-12-20,[[0.82920337]]
2000-12-21,[[0.81495655]]
2000-12-22,[[0.8261223]]
2000-12-26,[[0.83969164]]
2000-12-27,[[0.8376987]]
2000-12-28,[[0.84015167]]
2000-12-29,[[0.83251923]]
2001-01-02,[[0.8287332]]
2001-01-03,[[0.8531517]]
2001-01-04,[[0.89697385]]
2001-01-05,[[0.87823457]]
2001-01-08,[[0.90856916]]
2001-01-09,[[0.9067867]]
2001-01-10,[[0.88550746]]
2001-01-11,[[0.88859975]]
2001-01-12,[[0.88604283]]
2001-01-16,[[0.88388383]]
2001-01-17,[[0.88719213]]
2001-01-18,[[0.87971836]]
2001-01-19,[[0.8726117]]
2001-01-22,[[0.8846663]]
2001-01-23,[[0.8256627]]
2001-01-24,[[0.87053174]]
2001-01-25,[[0.8691796]]
2001-01-26,[[0.8638333]]
2001-01-29,[[0.7961972]]
2001-01-30,[[0.7759794]]
2001-01-31,[[0.7056811]]
2001-02-01,[[0.72198635]]
2001-02-02,[[0.7256851]]
2001-02-05,[[0.70517904]]
2001-02-06,[[0.61130494]]
2001-02-07,[[0.4845778]]
2001-02-08,[[0.47607827]]
2001-02-09,[[0.45901254]]
2001-02-12,[[0.4714192]]
2001-02-13,[[0.45419642]]
2001-02-14,[[0.45844874]]
2001-02-15,[[0.34835342]]
2001-02-16,[[0.36462322]]
2001-02-20,[[0.3248698]]
2001-02-21,[[0.28984857]]
2001-02-22,[[0.3492214]]
2001-02-23,[[0.26497248]]
2001-02-26,[[0.37256104]]
2001-02-27,[[0.3750818]]
2001-02-28,[[0.46686566]]
2001-03-01,[[0.44039357]]
2001-03-02,[[0.53353214]]
2001-03-05,[[0.55824053]]
2001-03-06,[[0.47253838]]
2001-03-07,[[0.3642406]]
2001-03-08,[[0.37139738]]
2001-03-09,[[0.37063164]]
2001-03-12,[[0.37719032]]
2001-03-13,[[0.5108257]]
2001-03-14,[[0.41648012]]
2001-03-15,[[0.429811]]
2001-03-16,[[0.42550498]]
2001-03-19,[[0.42259324]]
2001-03-20,[[0.4285029]]
2001-03-21,[[0.32984108]]
2001-03-22,[[0.43158087]]
2001-03-23,[[0.4382429]]
2001-03-26,[[0.46338922]]
2001-03-27,[[0.49933797]]
2001-03-28,[[0.31314903]]
2001-03-29,[[0.26181978]]
2001-03-30,[[0.30396003]]
2001-04-02,[[0.31674516]]
2001-04-03,[[0.28478613]]
2001-04-04,[[0.28032845]]
2001-04-05,[[0.28300494]]
2001-04-06,[[0.3099158]]
2001-04-09,[[0.45782188]]
2001-04-10,[[0.54682654]]
2001-04-11,[[0.4673997]]
2001-04-12,[[0.3316758]]
2001-04-16,[[0.33199924]]
2001-04-17,[[0.3217088]]
2001-04-18,[[0.30446085]]
2001-04-19,[[0.30091637]]
2001-04-20,[[0.2877458]]
2001-04-23,[[0.27237523]]
2001-04-24,[[0.26260662]]
2001-04-25,[[0.26479137]]
2001-04-26,[[0.41717255]]
2001-04-27,[[0.4105842]]
2001-04-30,[[0.46430284]]
2001-05-01,[[0.4032699]]
2001-05-02,[[0.29188475]]
2001-05-03,[[0.2868325]]
2001-05-04,[[0.40201506]]
2001-05-07,[[0.37214804]]
2001-05-08,[[0.2434865]]
2001-05-09,[[0.24065885]]
2001-05-10,[[0.23387492]]
2001-05-11,[[0.23031527]]
2001-05-14,[[0.33367622]]
2001-05-15,[[0.4240858]]
2001-05-16,[[0.37595412]]
2001-05-17,[[0.43082917]]
2001-05-18,[[0.33326393]]
2001-05-21,[[0.3363691]]
2001-05-22,[[0.33250237]]
2001-05-23,[[0.3304907]]
2001-05-24,[[0.3846298]]
2001-05-25,[[0.3293349]]
2001-05-29,[[0.1760917]]
2001-05-30,[[0.17074749]]
2001-05-31,[[0.16154209]]
2001-06-01,[[0.1686475]]
2001-06-04,[[0.17666548]]
2001-06-05,[[0.16856426]]
2001-06-06,[[0.1656988]]
2001-06-07,[[0.15609416]]
2001-06-08,[[0.15869462]]
2001-06-11,[[0.15904465]]
2001-06-12,[[0.16091764]]
2001-06-13,[[0.16701269]]
2001-06-14,[[0.14738551]]
2001-06-15,[[0.15524176]]
2001-06-18,[[0.16744757]]
2001-06-19,[[0.13288423]]
2001-06-20,[[0.128568]]
2001-06-21,[[0.13416949]]
2001-06-22,[[0.1367231]]
2001-06-25,[[0.13660085]]
2001-06-26,[[0.18592438]]
2001-06-27,[[0.17872757]]
2001-06-28,[[0.18716136]]
2001-06-29,[[0.28885758]]
2001-07-02,[[0.28664163]]
2001-07-03,[[0.31514722]]
2001-07-05,[[0.41236347]]
2001-07-06,[[0.3327127]]
2001-07-09,[[0.44460496]]
2001-07-10,[[0.42420688]]
2001-07-11,[[0.43844333]]
2001-07-12,[[0.4028291]]
2001-07-13,[[0.3638198]]
2001-07-16,[[0.34077138]]
2001-07-17,[[0.45330453]]
2001-07-18,[[0.5124513]]
2001-07-19,[[0.52971166]]
2001-07-20,[[0.53751606]]
2001-07-23,[[0.5100861]]
2001-07-24,[[0.47522807]]
2001-07-25,[[0.6007618]]
2001-07-26,[[0.3312679]]
2001-07-27,[[0.43282127]]
2001-07-30,[[0.43589658]]
2001-07-31,[[0.46152687]]
2001-08-01,[[0.4623736]]
2001-08-02,[[0.22413164]]
2001-08-03,[[0.33734387]]
2001-08-06,[[0.33127093]]
2001-08-07,[[0.1932112]]
2001-08-08,[[0.18049538]]
2001-08-09,[[0.16994962]]
2001-08-10,[[0.17555845]]
2001-08-13,[[0.16658106]]
2001-08-14,[[0.15617087]]
2001-08-15,[[0.15342638]]
2001-08-16,[[0.15065119]]
2001-08-17,[[0.14090651]]
2001-08-20,[[0.12707385]]
2001-08-21,[[0.14069623]]
2001-08-22,[[0.13262054]]
2001-08-23,[[0.13552523]]
2001-08-24,[[0.13367543]]
2001-08-27,[[0.15405676]]
2001-08-28,[[0.12872809]]
2001-08-29,[[0.1300979]]
2001-08-30,[[0.12959057]]
2001-08-31,[[0.13075358]]
2001-09-04,[[0.13219458]]
2001-09-05,[[0.13256723]]
2001-09-06,[[0.1312944]]
2001-09-07,[[0.13438275]]
2001-09-10,[[0.13981089]]
2001-09-17,[[0.15373874]]
2001-09-18,[[0.21404856]]
2001-09-19,[[0.22261679]]
2001-09-20,[[0.2362017]]
2001-09-21,[[0.35388067]]
2001-09-24,[[0.1890719]]
2001-09-25,[[0.22740993]]
2001-09-26,[[0.22779208]]
2001-09-27,[[0.24359044]]
2001-09-28,[[0.24618387]]
2001-10-01,[[0.32189083]]
2001-10-02,[[0.35442317]]
2001-10-03,[[0.27891162]]
2001-10-04,[[0.2834864]]
2001-10-05,[[0.2738015]]
2001-10-08,[[0.27004126]]
2001-10-09,[[0.28676558]]
2001-10-10,[[0.27647337]]
2001-10-11,[[0.2742074]]
2001-10-12,[[0.2589651]]
2001-10-15,[[0.24320334]]
2001-10-16,[[0.2325536]]
2001-10-17,[[0.23354092]]
2001-10-18,[[0.25132158]]
2001-10-19,[[0.2610808]]
2001-10-22,[[0.2606265]]
2001-10-23,[[0.3629508]]
2001-10-24,[[0.34753484]]
2001-10-25,[[0.33609676]]
2001-10-26,[[0.33290678]]
2001-10-29,[[0.34423167]]
2001-10-30,[[0.3119082]]
2001-10-31,[[0.5634105]]
2001-11-01,[[0.5765215]]
2001-11-02,[[0.5844616]]
2001-11-05,[[0.57880884]]
2001-11-06,[[0.5965251]]
2001-11-07,[[0.69975543]]
2001-11-08,[[0.6913957]]
2001-11-09,[[0.69070816]]
2001-11-12,[[0.68892246]]
2001-11-13,[[0.6671299]]
2001-11-14,[[0.7011303]]
2001-11-15,[[0.70546055]]
2001-11-16,[[0.6986207]]
2001-11-19,[[0.6986324]]
2001-11-20,[[0.6880635]]
2001-11-21,[[0.68918765]]
2001-11-23,[[0.6722679]]
2001-11-26,[[0.69590735]]
2001-11-27,[[0.69753873]]
2001-11-28,[[0.6969786]]
2001-11-29,[[0.75587004]]
2001-11-30,[[0.71432364]]
2001-12-03,[[0.7419714]]
2001-12-04,[[0.48888645]]
2001-12-05,[[0.48637998]]
2001-12-06,[[0.55086875]]
2001-12-07,[[0.48111078]]
2001-12-10,[[0.48933583]]
2001-12-11,[[0.48425928]]
2001-12-12,[[0.6272975]]
2001-12-13,[[0.61491954]]
2001-12-14,[[0.5914054]]
2001-12-17,[[0.6791421]]
2001-12-18,[[0.73168546]]
2001-12-19,[[0.726553]]
2001-12-20,[[0.7498136]]
2001-12-21,[[0.7512666]]
2001-12-24,[[0.7505888]]
2001-12-26,[[0.7339771]]
2001-12-27,[[0.7400831]]
2001-12-28,[[0.7871128]]
2001-12-31,[[0.7799809]]
2002-01-02,[[0.13397735]]
2002-01-03,[[0.14328367]]
2002-01-04,[[0.14060879]]
2002-01-07,[[0.15104201]]
2002-01-08,[[0.11840311]]
2002-01-09,[[0.12888122]]
2002-01-10,[[0.12398332]]
2002-01-11,[[0.11655062]]
2002-01-14,[[0.11444706]]
2002-01-15,[[0.12132537]]
2002-01-16,[[0.12256029]]
2002-01-17,[[0.13593769]]
2002-01-18,[[0.1302034]]
2002-01-22,[[0.12989119]]
2002-01-23,[[0.12016851]]
2002-01-24,[[0.11481434]]
2002-01-25,[[0.11543876]]
2002-01-28,[[0.11097962]]
2002-01-29,[[0.10989547]]
2002-01-30,[[0.1259414]]
2002-01-31,[[0.12748381]]
2002-02-01,[[0.14686584]]
2002-02-04,[[0.17037621]]
2002-02-05,[[0.27819645]]
2002-02-06,[[0.27920973]]
2002-02-07,[[0.2805174]]
2002-02-08,[[0.27382866]]
2002-02-11,[[0.27086845]]
2002-02-12,[[0.28218943]]
2002-02-13,[[0.2861092]]
2002-02-14,[[0.38798395]]
2002-02-15,[[0.29254377]]
2002-02-19,[[0.29040015]]
2002-02-20,[[0.2977159]]
2002-02-21,[[0.29888314]]
2002-02-22,[[0.29748917]]
2002-02-25,[[0.29465878]]
2002-02-26,[[0.30867672]]
2002-02-27,[[0.3163049]]
2002-02-28,[[0.20577204]]
2002-03-01,[[0.2023234]]
2002-03-04,[[0.29813373]]
2002-03-05,[[0.21610087]]
2002-03-06,[[0.33925772]]
2002-03-07,[[0.39439285]]
2002-03-08,[[0.45739827]]
2002-03-11,[[0.34433126]]
2002-03-12,[[0.21385276]]
2002-03-13,[[0.1726313]]
2002-03-14,[[0.20765632]]
2002-03-15,[[0.20228508]]
2002-03-18,[[0.19065186]]
2002-03-19,[[0.21372944]]
2002-03-20,[[0.21999735]]
2002-03-21,[[0.32450873]]
2002-03-22,[[0.32314083]]
2002-03-25,[[0.33004487]]
2002-03-26,[[0.318945]]
2002-03-27,[[0.31902927]]
2002-03-28,[[0.32122958]]
2002-04-01,[[0.31958067]]
2002-04-02,[[0.1830777]]
2002-04-03,[[0.15780848]]
2002-04-04,[[0.15504545]]
2002-04-05,[[0.14527377]]
2002-04-08,[[0.14026588]]
2002-04-09,[[0.12845361]]
2002-04-10,[[0.12651187]]
2002-04-11,[[0.14586607]]
2002-04-12,[[0.1351051]]
2002-04-15,[[0.13875568]]
2002-04-16,[[0.14760742]]
2002-04-17,[[0.14048803]]
2002-04-18,[[0.13814509]]
2002-04-19,[[0.13237977]]
2002-04-22,[[0.13151848]]
2002-04-23,[[0.13372743]]
2002-04-24,[[0.14196804]]
2002-04-25,[[0.13426569]]
2002-04-26,[[0.13868159]]
2002-04-29,[[0.13887003]]
2002-04-30,[[0.15156862]]
2002-05-01,[[0.16863468]]
2002-05-02,[[0.25842476]]
2002-05-03,[[0.23960856]]
2002-05-06,[[0.1860176]]
2002-05-07,[[0.18104953]]
2002-05-08,[[0.17829156]]
2002-05-09,[[0.18425614]]
2002-05-10,[[0.1847617]]
2002-05-13,[[0.18241465]]
2002-05-14,[[0.286297]]
2002-05-15,[[0.31619924]]
2002-05-16,[[0.29541665]]
2002-05-17,[[0.20427436]]
2002-05-20,[[0.18611059]]
2002-05-21,[[0.272358]]
2002-05-22,[[0.19369432]]
2002-05-23,[[0.19329011]]
2002-05-24,[[0.19727668]]
2002-05-28,[[0.29340523]]
2002-05-29,[[0.38848102]]
2002-05-30,[[0.39147377]]
2002-05-31,[[0.3759321]]
2002-06-03,[[0.3008325]]
2002-06-04,[[0.410142]]
2002-06-05,[[0.4913098]]
2002-06-06,[[0.40521342]]
2002-06-07,[[0.4478264]]
2002-06-10,[[0.44709253]]
2002-06-11,[[0.17209792]]
2002-06-12,[[0.17298949]]
2002-06-13,[[0.15352115]]
2002-06-14,[[0.15500331]]
2002-06-17,[[0.1390099]]
2002-06-18,[[0.14819133]]
2002-06-19,[[0.14709792]]
2002-06-20,[[0.14534083]]
2002-06-21,[[0.1432068]]
2002-06-24,[[0.12632924]]
2002-06-25,[[0.10560763]]
2002-06-26,[[0.11556485]]
2002-06-27,[[0.09711382]]
2002-06-28,[[0.15153661]]
2002-07-01,[[0.11796686]]
2002-07-02,[[0.10978147]]
2002-07-03,[[0.11332175]]
2002-07-05,[[0.09258217]]
2002-07-08,[[0.12013912]]
2002-07-09,[[0.12660208]]
2002-07-10,[[0.13489786]]
2002-07-11,[[0.18249413]]
2002-07-12,[[0.13170862]]
2002-07-15,[[0.14150456]]
2002-07-16,[[0.12915143]]
2002-07-17,[[0.14466682]]
2002-07-18,[[0.13911673]]
2002-07-19,[[0.11523172]]
2002-07-22,[[0.13501832]]
2002-07-23,[[0.1708341]]
2002-07-24,[[0.18398714]]
2002-07-25,[[0.21726403]]
2002-07-26,[[0.22054255]]
2002-07-29,[[0.23030478]]
2002-07-30,[[0.2751453]]
2002-07-31,[[0.27393603]]
2002-08-01,[[0.27530512]]
2002-08-02,[[0.26840007]]
2002-08-05,[[0.27105528]]
2002-08-06,[[0.27914298]]
2002-08-07,[[0.2875138]]
2002-08-08,[[0.2962259]]
2002-08-09,[[0.34213358]]
2002-08-12,[[0.34576857]]
2002-08-13,[[0.3403235]]
2002-08-14,[[0.4324235]]
2002-08-15,[[0.4386905]]
2002-08-16,[[0.42779213]]
2002-08-19,[[0.42568552]]
2002-08-20,[[0.42835885]]
2002-08-21,[[0.4074112]]
2002-08-22,[[0.41673216]]
2002-08-23,[[0.396822]]
2002-08-26,[[0.3928874]]
2002-08-27,[[0.232573]]
2002-08-28,[[0.22569332]]
2002-08-29,[[0.22286007]]
2002-08-30,[[0.22326258]]
2002-09-03,[[0.21722761]]
2002-09-04,[[0.2039034]]
2002-09-05,[[0.32098556]]
2002-09-06,[[0.32717973]]
2002-09-09,[[0.32096714]]
2002-09-10,[[0.31398916]]
2002-09-11,[[0.17876741]]
2002-09-12,[[0.16989887]]
2002-09-13,[[0.17582321]]
2002-09-16,[[0.18236834]]
2002-09-17,[[0.17859131]]
2002-09-18,[[0.18018904]]
2002-09-19,[[0.17463991]]
2002-09-20,[[0.1668314]]
2002-09-23,[[0.16118282]]
2002-09-24,[[0.17404503]]
2002-09-25,[[0.16832104]]
2002-09-26,[[0.17955074]]
2002-09-27,[[0.18923873]]
2002-09-30,[[0.1874046]]
2002-10-01,[[0.343015]]
2002-10-02,[[0.19416887]]
2002-10-03,[[0.34755415]]
2002-10-04,[[0.35001245]]
2002-10-07,[[0.35180718]]
2002-10-08,[[0.38853115]]
2002-10-09,[[0.38846582]]
2002-10-10,[[0.5521673]]
2002-10-11,[[0.6121843]]
2002-10-14,[[0.6264168]]
2002-10-15,[[0.7166417]]
2002-10-16,[[0.8073747]]
2002-10-17,[[0.8221034]]
2002-10-18,[[0.82644063]]
2002-10-21,[[0.7815527]]
2002-10-22,[[0.7955916]]
2002-10-23,[[0.8124523]]
2002-10-24,[[0.80245817]]
2002-10-25,[[0.8137393]]
2002-10-28,[[0.809253]]
2002-10-29,[[0.74731714]]
2002-10-30,[[0.6215955]]
2002-10-31,[[0.6107744]]
2002-11-01,[[0.7187822]]
2002-11-04,[[0.68624336]]
2002-11-05,[[0.6847237]]
2002-11-06,[[0.658723]]
2002-11-07,[[0.6376997]]
2002-11-08,[[0.6477808]]
2002-11-11,[[0.6518623]]
2002-11-12,[[0.75074387]]
2002-11-13,[[0.36419564]]
2002-11-14,[[0.30657274]]
2002-11-15,[[0.1782501]]
2002-11-18,[[0.3087679]]
2002-11-19,[[0.18690857]]
2002-11-20,[[0.17143732]]
2002-11-21,[[0.17297229]]
2002-11-22,[[0.1936543]]
2002-11-25,[[0.17206702]]
2002-11-26,[[0.1787262]]
2002-11-27,[[0.20299292]]
2002-11-29,[[0.18307847]]
2002-12-02,[[0.3685966]]
2002-12-03,[[0.17728865]]
2002-12-04,[[0.15743506]]
2002-12-05,[[0.16205046]]
2002-12-06,[[0.15759724]]
2002-12-09,[[0.1620869]]
2002-12-10,[[0.16405019]]
2002-12-11,[[0.16995236]]
2002-12-12,[[0.17775479]]
2002-12-13,[[0.13678327]]
2002-12-16,[[0.16104674]]
2002-12-17,[[0.15939572]]
2002-12-18,[[0.1564253]]
2002-12-19,[[0.15367195]]
2002-12-20,[[0.1537849]]
2002-12-23,[[0.1612567]]
2002-12-24,[[0.1713796]]
2002-12-26,[[0.16998097]]
2002-12-27,[[0.1741491]]
2002-12-30,[[0.18825066]]
2002-12-31,[[0.14521417]]
2003-01-02,[[0.14955741]]
2003-01-03,[[0.172272]]
2003-01-06,[[0.17290932]]
2003-01-07,[[0.1580025]]
2003-01-08,[[0.32381442]]
2003-01-09,[[0.21358213]]
2003-01-10,[[0.22275874]]
2003-01-13,[[0.18005377]]
2003-01-14,[[0.18195334]]
2003-01-15,[[0.16569123]]
2003-01-16,[[0.19180727]]
2003-01-17,[[0.19688699]]
2003-01-21,[[0.21940306]]
2003-01-22,[[0.3197259]]
2003-01-23,[[0.316687]]
2003-01-24,[[0.21753344]]
2003-01-27,[[0.30403793]]
2003-01-28,[[0.21642715]]
2003-01-29,[[0.18670997]]
2003-01-30,[[0.18584538]]
2003-01-31,[[0.20219421]]
2003-02-03,[[0.31830037]]
2003-02-04,[[0.31364745]]
2003-02-05,[[0.32381046]]
2003-02-06,[[0.33606815]]
2003-02-07,[[0.19910377]]
2003-02-10,[[0.16608387]]
2003-02-11,[[0.16079941]]
2003-02-12,[[0.16194814]]
2003-02-13,[[0.19703615]]
2003-02-14,[[0.16461387]]
2003-02-18,[[0.17367518]]
2003-02-19,[[0.16700688]]
2003-02-20,[[0.15635845]]
2003-02-21,[[0.1565353]]
2003-02-24,[[0.15913436]]
2003-02-25,[[0.16788542]]
2003-02-26,[[0.16373622]]
2003-02-27,[[0.15871361]]
2003-02-28,[[0.17685303]]
2003-03-03,[[0.16560268]]
2003-03-04,[[0.16595215]]
2003-03-05,[[0.17043889]]
2003-03-06,[[0.16836876]]
2003-03-07,[[0.16228062]]
2003-03-10,[[0.16170773]]
2003-03-11,[[0.20978653]]
2003-03-12,[[0.28582132]]
2003-03-13,[[0.2831875]]
2003-03-14,[[0.20363227]]
2003-03-17,[[0.20002887]]
2003-03-18,[[0.20368335]]
2003-03-19,[[0.16711673]]
2003-03-20,[[0.17805591]]
2003-03-21,[[0.17506182]]
2003-03-24,[[0.20572764]]
2003-03-25,[[0.15918377]]
2003-03-26,[[0.16347298]]
2003-03-27,[[0.1638898]]
2003-03-28,[[0.16604868]]
2003-03-31,[[0.15883332]]
2003-04-01,[[0.17704582]]
2003-04-02,[[0.183177]]
2003-04-03,[[0.18867186]]
2003-04-04,[[0.18657461]]
2003-04-07,[[0.17624426]]
2003-04-08,[[0.177847]]
2003-04-09,[[0.1928806]]
2003-04-10,[[0.20483309]]
2003-04-11,[[0.20693114]]
2003-04-14,[[0.20260125]]
2003-04-15,[[0.3021616]]
