date,avg_corr,avg_vol,ewma,lw_shrinkage,momentum_feature,trace,universe_vol
1980-01-31,,,-0.009857800000000028,0.0,0.23333333333333334,,0.0
1980-02-01,0.42528735632183906,0.016379916454152016,-0.004310345929884237,0.0,0.43333333333333335,0.0131485355045,0.0074530205434696
1980-02-04,0.30168478538577265,0.014982736156993146,-0.0041593804477132335,0.2709409044047526,0.41111111111111115,0.010394822197000001,0.00528496421303327
1980-02-05,0.25434963844302466,0.01379450407053421,-0.0036783154226595004,0.36645156713618565,0.4666666666666667,0.007976626859500001,0.004413591794570437
1980-02-06,0.31084344038024,0.017847921957250476,0.0017997748743856215,0.4081177826415599,0.52,0.012254618246300001,0.010826736571137587
1980-02-07,0.22506921302004188,0.01844908805085505,0.00778903099685725,0.3467070399068523,0.5277777777777778,0.012857845727733335,0.0153673963900859
1980-02-08,0.21307783413667128,0.020115171572057427,0.016589710263451966,0.3953380955329647,0.561904761904762,0.016856764773333335,0.022992154410095812
1980-02-11,0.22740102027719608,0.020690470493960895,0.02093906502271578,0.32132945058788986,0.5166666666666667,0.017861950683392858,0.023622510005224542
1980-02-12,0.23379363566597502,0.02141723962327325,0.026747954537418416,0.3456066814397736,0.548148148148148,0.017380173783250002,0.02589626212264518
1980-02-13,0.2127268386444773,0.021197396944611334,0.03141395586446311,0.35128707429987915,0.5533333333333333,0.016734189464633332,0.02702300035376997
1980-02-14,0.26621002303446367,0.02172610230392321,0.03243171978721362,0.30514679923047233,0.5151515151515151,0.017257049730472727,0.02599240396866667
1980-02-15,0.280188005388154,0.021558289608455197,0.031675114020804605,0.30284103012688157,0.4861111111111111,0.01686926313760606,0.02478673841148548
1980-02-19,0.27642540970651963,0.021260787584706894,0.03042447568360979,0.3171771458169815,0.4641025641025642,0.016342643097499998,0.023748598312221314
1980-02-20,0.3041931971770255,0.022325263872242693,0.03310865797792897,0.25133987986580725,0.48809523809523814,0.018072772325835165,0.023834419529849812
1980-02-21,0.32804479372057627,0.02217451535098548,0.03411849493589145,0.2573481341059164,0.4755555555555556,0.017487467322980954,0.023247724663489015
1980-02-22,0.3152918954927465,0.021779254866200113,0.0354981547136517,0.2645996007330998,0.48333333333333334,0.016844231880479166,0.022869293454003358
1980-02-25,0.3250635396177773,0.021946005761483697,0.03466460024276713,0.2452098154782967,0.46666666666666673,0.017052590730375003,0.02214364620913771
1980-02-26,0.31978164214257493,0.021809613556555106,0.03542396761110895,0.23204624902800186,0.47777777777777786,0.016975764736617646,0.021666698628561156
1980-02-27,0.33703064350037115,0.02206538439281572,0.033911809754097216,0.22121178849358303,0.46491228070175433,0.017301967550643272,0.021125995442848156
1980-02-28,0.3264341182864825,0.021747265654912393,0.032416556203551834,0.22580123689179724,0.47166666666666657,0.01672044161025263,0.020653327163186578
1980-02-29,0.3393950002625751,0.022683222019495342,0.03407745610427396,0.246054592955858,0.5031746031746032,0.017597487443280952,0.02051893967441655
1980-03-03,0.3518318063674303,0.023060133746597714,0.035180468432486615,0.24846135062442046,0.4933333333333333,0.018130371409821055,0.02005320032100982
1980-03-04,0.34500428523514787,0.0227664685175214,0.03595500654797698,0.24165574250767283,0.5,0.017790406266290477,0.01975092134442527
1980-03-05,0.3697132300952462,0.02306913973545093,0.03574932552798884,0.23795327506930947,0.48730158730158724,0.018009714497957147,0.019317562909407223
1980-03-06,0.3859996293402527,0.02380835294652652,0.032475588719865986,0.20531495870105032,0.4619047619047619,0.019476181605390476,0.01973220675612967
1980-03-07,0.376588139146276,0.023551506772564637,0.023980084342549553,0.22209131741938506,0.43174603174603177,0.019209019986833335,0.024190395691684078
1980-03-10,0.38212762863732735,0.021685856701233495,0.011628647597174531,0.23310189391349428,0.4016666666666666,0.016094986669478943,0.0313942182785783
1980-03-11,0.38974647175860555,0.02157001248434764,0.0024922760970596015,0.2108039905828333,0.42539682539682544,0.015946043402909525,0.03541017119512449
1980-03-12,0.3909526421597177,0.02148099127092081,-0.0060293483652707385,0.2114655586634772,0.42539682539682544,0.01579717141307619,0.03845920147308307
1980-03-13,0.37217275650677767,0.021114635104741673,-0.01676190520292802,0.21320091506965383,0.39841269841269844,0.01561070896822381,0.042886318799913566
1980-03-14,0.36869916926277646,0.020879432548862386,-0.027327087570599082,0.2094582673322218,0.38095238095238104,0.015331628289966665,0.0469807386095021
1980-03-17,0.406136563263926,0.022334760726086974,-0.038327520901625604,0.18920363439520965,0.38499999999999995,0.017898977023415783,0.0507812413309299
1980-03-18,0.46431284081203644,0.02339765578337442,-0.04336006777597658,0.15992906977758128,0.41269841269841273,0.01956298282087619,0.052291396953032615
1980-03-19,0.44874002165288734,0.02329421471625625,-0.04746806950966495,0.16089984504723098,0.41515151515151505,0.01933011606826407,0.05341816533343284
1980-03-20,0.45384936440940105,0.02343913641839342,-0.05326285850837777,0.15104793377166797,0.41212121212121205,0.019648408517233765,0.054918081386334576
1980-03-21,0.419705954924401,0.021955610387206267,-0.062461947488915155,0.1813033850726771,0.3878787878787879,0.01710415478926623,0.057897370076268974
1980-03-24,0.4689984423428174,0.022640719076771735,-0.07469532816594256,0.16933957132944796,0.3666666666666668,0.018101473855804767,0.0617617859922498
1980-03-25,0.45637773041358565,0.02270923484972699,-0.08272176744442253,0.17431658210616366,0.3787878787878788,0.018062140947699135,0.06485628906583943
1980-03-26,0.4507448484419064,0.02274983077268622,-0.09058982940088636,0.1748215887133539,0.38787878787878777,0.018311726999794366,0.06725667080431241
1980-03-27,0.42185434019898965,0.023093012187146437,-0.09842098508708978,0.20520874140037473,0.3757575757575758,0.019064872878538964,0.06956288574765565
1980-03-28,0.456748513956241,0.024361298185518167,-0.10116805477516083,0.21002399335243144,0.406060606060606,0.020473336167287876,0.07014808450877476
1980-03-31,0.45958538692170203,0.02393666441913341,-0.10114430733514647,0.19781856138123136,0.43181818181818177,0.019837338692422078,0.0700452611282823
1980-04-01,0.4473524389200276,0.023661738882927868,-0.10304071982467015,0.20947862614334667,0.4106060606060606,0.01953037059767965,0.0702655005054887
1980-04-02,0.4459648267617346,0.02332233073790912,-0.10264261931364112,0.2064406722837195,0.4202898550724637,0.01891815776060474,0.07032512094309643
1980-04-03,0.43939130233325513,0.022969037264058818,-0.10314144492549035,0.20795055934277373,0.4152777777777778,0.01834865055129528,0.07053113314852129
1980-04-07,0.4598107984120448,0.023512558813791346,-0.10718895422893396,0.22880346858388861,0.426984126984127,0.01887042795962381,0.07032885100763983
1980-04-08,0.4693735848562514,0.02330237206599116,-0.10255529827788847,0.22353876868585953,0.4634920634920635,0.01849516681020953,0.06968445555896147
1980-04-09,0.4826699049636446,0.024099777208104127,-0.09471079949945453,0.1790455545336764,0.4848484848484848,0.020064444291090916,0.0689392118504217
1980-04-10,0.4748778245907033,0.023751411384134495,-0.08769640752010449,0.18263067410674208,0.4927536231884058,0.0194801296485336,0.06821733986109882
1980-04-11,0.48295347371393194,0.023621054312215315,-0.08179380993570486,0.18317278147937474,0.4956521739130435,0.019311308655592888,0.06751828665935743
1980-04-14,0.49170296519769574,0.023835366922299143,-0.07590966589688528,0.2044024831989975,0.49047619047619045,0.019726045256942857,0.06684078271002128
1980-04-15,0.4987339458066353,0.023697027201499618,-0.06938594995578135,0.20261890294969853,0.5095238095238095,0.019533296912238096,0.06619800438703623
1980-04-16,0.5026046532690596,0.023501946801584177,-0.06588790501508368,0.19328126021123707,0.49090909090909096,0.019135132169246755,0.06556521205831917
1980-04-17,0.49387237098056375,0.023127935617184885,-0.06312887459807101,0.19611667737493774,0.48695652173913045,0.01847586109986166,0.06495699041583958
