start_date,end_date,vol,naive_vol,shrinkage
2019-07-11,2019-08-11,0.009493286214812352,0.010270016120728677,1.0
2019-07-12,2019-08-12,0.009637050965144944,0.010569867805026074,0.9999999999999999
2019-07-15,2019-08-15,0.01044486918334268,0.011804152187549412,0.6986363750946731
2019-07-16,2019-08-16,0.01069775649304771,0.011886490825126592,0.644870518187171
2019-07-17,2019-08-17,0.010884198780628424,0.012153561533449821,0.6474688194244796
2019-07-18,2019-08-18,0.01090010795040511,0.012384967884743322,0.6658801910981849
2019-07-19,2019-08-19,0.010964548855944677,0.01225939859551328,0.6174669125267321
2019-07-22,2019-08-22,0.010709432339472594,0.011884813498344951,0.6063753444968735
2019-07-23,2019-08-23,0.011553759932533597,0.012696799010580758,0.6013432840685059
2019-07-24,2019-08-24,0.011798202973767326,0.012980406099368262,0.5993693213389754
2019-07-25,2019-08-25,0.012086266192161322,0.013316881139380852,0.6004308969566411
2019-07-26,2019-08-26,0.011957460202243938,0.01247266881333911,0.44629368032004474
2019-07-29,2019-08-29,0.011776161317487741,0.01214523393218023,0.45054104374599463
2019-07-30,2019-08-30,0.01177269855931889,0.012178375388482007,0.45824187278750617
2019-07-31,2019-08-31,0.011717423456861603,0.012142332618558875,0.4304024046491847
2019-08-01,2019-09-01,0.011641844928750741,0.01192419098360497,0.360905793827699
2019-08-02,2019-09-02,0.011893582484530076,0.012126484478914469,0.32875436782423495
2019-08-05,2019-09-05,0.010133236396017653,0.01031432888157516,0.3902345803651873
2019-08-06,2019-09-06,0.009869415929419298,0.00998222279183334,0.1809241464538157
2019-08-07,2019-09-07,0.010116332414525296,0.01020666741998893,0.15825551203861277
2019-08-08,2019-09-08,0.00985685094802712,0.010051595312790268,0.3399677619092768
2019-08-09,2019-09-09,0.009853786249111224,0.010067943722616678,0.34349591381578337
2019-08-12,2019-09-12,0.009170306077883777,0.00938176062746016,0.3481373934032928
2019-08-13,2019-09-13,0.008987001488650358,0.009229786859577767,0.36629972941197003
2019-08-14,2019-09-14,0.007547345941084004,0.0077978442745832086,0.44778221899784226
2019-08-15,2019-09-15,0.0064634707291404215,0.006919293399312844,0.0
2019-08-16,2019-09-16,0.006627328101482565,0.007218385769213201,0.0
2019-08-19,2019-09-19,0.006380285837094988,0.006805724828399526,7.802953864322263e-19
2019-08-20,2019-09-20,0.006085465668201803,0.0063519806808357525,0.0
2019-08-21,2019-09-21,0.006106515162533488,0.006428272948469591,0.0
2019-08-22,2019-09-22,0.006288700450508691,0.00660491301714728,1.4913287761058015e-17
2019-08-23,2019-09-23,0.004644226734560532,0.0046619616349699395,0.1501404226565576
2019-08-26,2019-09-26,0.0040456702287128025,0.0042195888200235385,0.30969266249261324
2019-08-27,2019-09-27,0.004040136288909393,0.004235241682433319,0.3038183357892715
2019-08-28,2019-09-28,0.0035266074945475992,0.0037864164436217807,0.3044424370144817
2019-08-29,2019-09-29,0.003432642765270218,0.0037460281008212504,0.34061770709509004
2019-08-30,2019-09-30,0.003461277713463848,0.003777502627642655,0.4385678702430702
2019-09-03,2019-10-03,0.005363124197633954,0.005362209617596916,0.14751778028911278
2019-09-04,2019-10-04,0.005923202184734644,0.005910279301816074,0.1436706480111497
2019-09-05,2019-10-05,0.006067434181850186,0.0060526057492969855,0.15416284237967237
2019-09-06,2019-10-06,0.006215232002629208,0.006198222990386752,0.19219732000652776
2019-09-09,2019-10-09,0.006203496555125098,0.006207692247704431,8.42962980477357e-09
2019-09-10,2019-10-10,0.006252528618684092,0.006248850763381671,0.00013481688498389035
2019-09-11,2019-10-11,0.005947038237166576,0.0059953259388324555,0.04602426846842452
2019-09-12,2019-10-12,0.006055388958455629,0.0060805794526139255,0.0
2019-09-13,2019-10-13,0.0060765472863356235,0.006164357812463624,9.602740896715547e-09
2019-09-16,2019-10-16,0.006019842420767772,0.005967246469337016,0.15416284237967237
2019-09-17,2019-10-17,0.005985805467676996,0.005922836301371851,0.1563975979871902
2019-09-18,2019-10-18,0.005997775360524931,0.0059386190754458735,0.15425296004999037
2019-09-19,2019-10-19,0.006124531181621771,0.006059742517980577,0.15416284237967237
2019-09-20,2019-10-20,0.006258476459248282,0.006181986846989827,0.15416281217308855
2019-09-23,2019-10-23,0.006075891783026238,0.006033340605369983,0.15416284237967237
2019-09-24,2019-10-24,0.006324941440000559,0.006278799066608604,0.1690513914841011
2019-09-25,2019-10-25,0.006349480879706636,0.006325352614655473,0.15475793298754262
2019-09-26,2019-10-26,0.006342428581853524,0.006329630285434928,0.11548213505345094
2019-09-27,2019-10-27,0.006375277706020108,0.006450460797232737,0.03440035890072334
2019-09-30,2019-10-30,0.006339324853417494,0.006326329412962052,0.12706652493760223
2019-10-01,2019-11-01,0.005492157571211344,0.00546783020188152,0.1280869297900257
2019-10-02,2019-11-02,0.004713401147325316,0.004759586299017861,0.1904671681476279
2019-10-03,2019-11-03,0.004684819241794228,0.004791769444322752,0.22335930228242035
2019-10-04,2019-11-04,0.004000645655081216,0.004189127348118428,0.296325878582038
2019-10-07,2019-11-07,0.003694734405328542,0.003939965842262595,0.4314003233640521
2019-10-08,2019-11-08,0.0029329126042078662,0.003761490308088067,0.6932333959599111
2019-10-09,2019-11-09,0.002657432442465047,0.0036254489535426093,0.7044683639796984
2019-10-10,2019-11-10,0.0026840551855269964,0.003764976737604206,0.7394289386127768
2019-10-11,2019-11-11,0.00267871197838674,0.003821178520570882,0.750705694567897
2019-10-14,2019-11-14,0.0026392522953967027,0.004126087705748427,0.7566944895423211
